borehole_id,parameter,n,n5,has_detection,mk_z_5y,mk_p_5y,mk_z_full,mk_p_full,snr_5y,snr_full,analysis_mode,classification,trend_description,crossed_standard,drinking_water_standard
נד_דן_חולון_2,TOLUENE,8,4,True,,,-2.524,0.0116027,0,,5y,NONE,Insufficient signal for trend assessment (SNR below threshold),True,700
נד_דן_חולון_2,"TRICHLORO ETHANE 1,1,1",1,0,True,,,,,,,none,NONE,,False,200
נד_דן_חולון_2,TRICHLORO ETHYLENE,1,0,True,,,,,,,none,NONE,,False,7.5
נד_דן_חולון_2,TURBIDITY NTU,6,4,True,1.01905,0.30818,0.751469,0.45237,1.68821,,5y,STABLE,No significant trend (p=0.308); Mann-Kendall Z=1.02,True,1
נד_דן_חולון_2,Trichloroethane,1,0,False,,,,,,,none,NONE,,False,
נד_דן_חולון_2,XYLENE,8,4,True,,,-2.524,0.0116027,0,,5y,NONE,Insufficient signal for trend assessment (SNR below threshold),True,500
נד_המלאכה_מ_2, MTBE,8,0,True,,,,,,,none,NONE,,False,40
נד_המלאכה_מ_2,ARSENIC AS AS,1,0,True,,,,,,,none,NONE,,False,10
נד_המלאכה_מ_2,BARIUM AS BA,1,0,True,,,,,,,none,NONE,,False,1000
נד_המלאכה_מ_2,BENZENE,8,0,True,,,,,,,none,NONE,,False,5
נד_המלאכה_מ_2,CHROMIUM AS CR,1,0,True,,,,,,,none,NONE,,False,50
נד_המלאכה_מ_2,COPPER AS CU,1,0,False,,,,,,,none,NONE,,False,1400
נד_המלאכה_מ_2,DISSOLVED OXYGEN AS O2,8,0,True,,,,,,,none,NONE,,False,
נד_המלאכה_מ_2,ETHYL BENZENE,8,0,False,,,,,,,none,NONE,,False,300
נד_המלאכה_מ_2,FIELD ELECTRICAL CONDUCTIVITY,5,0,True,,,,,,,none,NONE,,False,
נד_המלאכה_מ_2,LEAD AS PB,7,0,True,,,,,,,none,NONE,,False,10
נד_המלאכה_מ_2,Lab EC comp to 25 C DEGR,2,0,True,,,,,,,none,NONE,,False,
נד_המלאכה_מ_2,NAPTHALENE,2,0,False,,,,,,,none,NONE,,False,10
נד_המלאכה_מ_2,NICKEL AS NI,1,0,True,,,,,,,none,NONE,,False,20
נד_המלאכה_מ_2,PH MEASURED  IN FIELD,6,0,True,,,,,,,none,NONE,,False,
נד_המלאכה_מ_2,POLYAROMATIC HYDROCARBONS,5,0,False,,,,,,,none,NONE,,False,
נד_המלאכה_מ_2,REDOX,4,0,True,,,,,,,none,NONE,,False,
נד_המלאכה_מ_2,SELENIUM AS SE,1,0,True,,,,,,,none,NONE,,False,10
נד_המלאכה_מ_2,TEMPERATURE CENTIGRADE,7,0,True,,,,,,,none,NONE,,False,
נד_המלאכה_מ_2,THALLIUM,1,0,False,,,,,,,none,NONE,,False,2
נד_המלאכה_מ_2,TOLUENE,8,0,True,,,,,,,none,NONE,,False,700
נד_המלאכה_מ_2,TURBIDITY IN FIELD,3,0,True,,,,,,,none,NONE,,True,1
נד_המלאכה_מ_2,TURBIDITY NTU,4,0,True,,,,,,,none,NONE,,True,1
נד_המלאכה_מ_2,XYLENE,8,0,True,,,,,,,none,NONE,,False,500
נד_המרכבה_ק2, MTBE,10,2,True,,,2.60428,0.00920683,0,1.06765,full_record,INCREASING,Rising trend (p=0.009); Mann-Kendall Z=2.60 (full record — 5-year window insufficient),True,40
נד_המרכבה_ק2,BENZENE,10,2,True,,,1.02427,0.305707,0,0.683465,full_record,STABLE,No significant trend (p=0.306); Mann-Kendall Z=1.02 (full record — 5-year window insufficient),True,5
נד_המרכבה_ק2,DISSOLVED OXYGEN AS O2,10,2,True,,,-2.06546,0.0388794,0,1.27727,full_record,DECREASING,Declining trend (p=0.039); Mann-Kendall Z=-2.07 (full record — 5-year window insufficient),False,
נד_המרכבה_ק2,ETHYL BENZENE,10,2,True,,,1.6409,0.100819,0,0.645534,full_record,STABLE,No significant trend (p=0.101); Mann-Kendall Z=1.64 (full record — 5-year window insufficient),True,300
נד_המרכבה_ק2,FIELD ELECTRICAL CONDUCTIVITY,10,2,True,,,1.07331,0.283131,0,0.694277,full_record,STABLE,No significant trend (p=0.283); Mann-Kendall Z=1.07 (full record — 5-year window insufficient),False,
נד_המרכבה_ק2,PH MEASURED  IN FIELD,10,2,True,,,0.0905357,0.927861,0,0.0530123,full_record,NONE,Insufficient signal for trend assessment (SNR below threshold),False,
נד_המרכבה_ק2,REDOX,10,2,True,,,0,1,0,0.236752,full_record,NONE,Insufficient signal for trend assessment (SNR below threshold),False,
נד_המרכבה_ק2,TEMPERATURE CENTIGRADE,10,2,True,,,2.06546,0.0388794,0,0.825408,full_record,INCREASING,Rising trend (p=0.039); Mann-Kendall Z=2.07 (full record — 5-year window insufficient),False,
נד_המרכבה_ק2,TOLUENE,10,2,True,,,1.298,0.194286,0,0.638998,full_record,STABLE,No significant trend (p=0.194); Mann-Kendall Z=1.30 (full record — 5-year window insufficient),True,700
נד_המרכבה_ק2,TURBIDITY IN FIELD,1,0,True,,,,,,,none,NONE,,True,1
נד_המרכבה_ק2,TURBIDITY NTU,9,2,True,,,-2.60643,0.00914915,0,0.866665,full_record,DECREASING,Declining trend (p=0.009); Mann-Kendall Z=-2.61 (full record — 5-year window insufficient),True,1
נד_המרכבה_ק2,XYLENE,10,2,True,,,1.6409,0.100819,0,0.63603,full_record,STABLE,No significant trend (p=0.101); Mann-Kendall Z=1.64 (full record — 5-year window insufficient),True,500
נד_המרכבה_ק3, MTBE,11,3,True,-1.04447,0.29627,1.95217,0.0509178,0,,5y,NONE,Insufficient signal for trend assessment (SNR below threshold),True,40
נד_המרכבה_ק3,"1,1,2-trichloroethane",1,1,False,,,,,,,none,NONE,,False,5
נד_המרכבה_ק3,"1,1-dichloroethane",1,1,False,,,,,,,none,NONE,,False,
נד_המרכבה_ק3,"1,2,3-trichlorobenzene",1,1,False,,,,,,,none,NONE,,False,
נד_המרכבה_ק3,"1,2,3-trichloropropane",1,1,False,,,,,,,none,NONE,,False,
נד_המרכבה_ק3,"1,2,4 TRIMETHYLBENZENE",1,1,False,,,,,,,none,NONE,,False,
נד_המרכבה_ק3,"1,2,4-trichlorobenzene",1,1,False,,,,,,,none,NONE,,False,70
נד_המרכבה_ק3,"1,2-dibromo-3-chloropropane",1,1,False,,,,,,,none,NONE,,False,0.3
נד_המרכבה_ק3,"1,2-dichloropropane",1,1,False,,,,,,,none,NONE,,False,5
נד_המרכבה_ק3,"1,3,5 TRIMETHYLBENZENE",1,1,False,,,,,,,none,NONE,,False,
נד_המרכבה_ק3,"1,3-dichlorobenzene",1,1,False,,,,,,,none,NONE,,False,
נד_המרכבה_ק3,ARSENIC AS AS,1,1,False,,,,,,,none,NONE,,False,10
נד_המרכבה_ק3,BARIUM AS BA,1,1,True,,,,,,,none,NONE,,False,1000
נד_המרכבה_ק3,BENZENE,11,3,True,-1.04447,0.29627,0.858546,0.390591,0,,5y,NONE,Insufficient signal for trend assessment (SNR below threshold),True,5
נד_המרכבה_ק3,BERYLIUM,1,1,False,,,,,,,none,NONE,,False,4
נד_המרכבה_ק3,BICARBONATE AS HCO3,1,1,True,,,,,,,none,NONE,,False,
נד_המרכבה_ק3,BORON AS B,1,1,True,,,,,,,none,NONE,,False,1
נד_המרכבה_ק3,BROMIDE AS BR,1,1,True,,,,,,,none,NONE,,False,
נד_המרכבה_ק3,CADMIUM AS CD,1,1,False,,,,,,,none,NONE,,False,5
נד_המרכבה_ק3,CALCIUM AS CA,1,1,True,,,,,,,none,NONE,,True,80
נד_המרכבה_ק3,CARBON TETRACHLORIDE,1,1,False,,,,,,,none,NONE,,False,4
נד_המרכבה_ק3,CHLORIDE AS CL,1,1,True,,,,,,,none,NONE,,True,400
נד_המרכבה_ק3,CHLOROFORM,1,1,False,,,,,,,none,NONE,,False,80
נד_המרכבה_ק3,CHROMIUM AS CR,1,1,False,,,,,,,none,NONE,,False,50
נד_המרכבה_ק3,"CIS 1,2 DICHLOROETHYLENE",1,1,False,,,,,,,none,NONE,,False,50
נד_המרכבה_ק3,COBALT AS CO,1,1,True,,,,,,,none,NONE,,False,
נד_המרכבה_ק3,COPPER AS CU,1,1,True,,,,,,,none,NONE,,False,1400
נד_המרכבה_ק3,Chloroethane,1,1,False,,,,,,,none,NONE,,False,
נד_המרכבה_ק3,Chloromethane,1,1,False,,,,,,,none,NONE,,False,
נד_המרכבה_ק3,"DICHLOR BENZEN 1,2",1,1,False,,,,,,,none,NONE,,False,600
נד_המרכבה_ק3,"DICHLOROBENZEN 1,4",1,1,False,,,,,,,none,NONE,,False,75
נד_המרכבה_ק3,"DICHLOROETHANE1,2",1,1,False,,,,,,,none,NONE,,False,4
נד_המרכבה_ק3,"DICHLOROETHYLENE 1,1",1,1,False,,,,,,,none,NONE,,False,10
נד_המרכבה_ק3,DISSOLVED OXYGEN AS O2,11,3,True,1.04447,0.29627,-1.63982,0.101042,0,,5y,NONE,Insufficient signal for trend assessment (SNR below threshold),False,
נד_המרכבה_ק3,Dibromochloro methane  ,1,1,False,,,,,,,none,NONE,,False,
נד_המרכבה_ק3,Dichlorodifluoromethane,1,1,False,,,,,,,none,NONE,,False,
נד_המרכבה_ק3,ETHYL BENZENE,11,3,True,-1.04447,0.29627,1.21395,0.224765,0,,5y,NONE,Insufficient signal for trend assessment (SNR below threshold),True,300
נד_המרכבה_ק3,ETHYLENE DI BROMIDE,1,1,False,,,,,,,none,NONE,,False,0.05
נד_המרכבה_ק3,FIELD ELECTRICAL CONDUCTIVITY,10,2,True,,,3.57771,0.000346619,0,1.3217,full_record,INCREASING,Rising trend (p=0.000); Mann-Kendall Z=3.58 (full record — 5-year window insufficient),False,
נד_המרכבה_ק3,IRON TOTAL AS FE,1,1,False,,,,,,,none,NONE,,False,1000
נד_המרכבה_ק3,LEAD AS PB,1,1,False,,,,,,,none,NONE,,False,10
נד_המרכבה_ק3,Lab EC comp to 25 C DEGR,1,1,True,,,,,,,none,NONE,,False,
נד_המרכבה_ק3,MAGNESIUM AS MG,1,1,True,,,,,,,none,NONE,,True,150
נד_המרכבה_ק3,MANGANESE TOTAL AS MN,1,1,True,,,,,,,none,NONE,,True,200
נד_המרכבה_ק3,MONOCHLOROBENZENE,1,1,False,,,,,,,none,NONE,,False,100
נד_המרכבה_ק3,Methylene chloride ,1,1,False,,,,,,,none,NONE,,False,
נד_המרכבה_ק3,NAPTHALENE,1,1,False,,,,,,,none,NONE,,False,10
נד_המרכבה_ק3,NICKEL AS NI,1,1,False,,,,,,,none,NONE,,False,20
נד_המרכבה_ק3,NITRATE AS NO3,1,1,True,,,,,,,none,NONE,,False,70
נד_המרכבה_ק3,PH MEASURED  IN FIELD,11,3,True,0,1,0.0785674,0.937377,0,,5y,NONE,Insufficient signal for trend assessment (SNR below threshold),False,
נד_המרכבה_ק3,PHOSPHATES AS PO4,1,1,False,,,,,,,none,NONE,,False,
נד_המרכבה_ק3,POTASSIUM AS K,1,1,True,,,,,,,none,NONE,,False,
נד_המרכבה_ק3,REDOX,11,3,True,-1.04447,0.29627,0,1,0,,5y,NONE,Insufficient signal for trend assessment (SNR below threshold),False,
נד_המרכבה_ק3,SELENIUM AS SE,1,1,False,,,,,,,none,NONE,,False,10
נד_המרכבה_ק3,SODIUM AS NA,1,1,True,,,,,,,none,NONE,,False,
נד_המרכבה_ק3,STYRENE,1,1,False,,,,,,,none,NONE,,False,50
נד_המרכבה_ק3,SULFATE AS SO4,1,1,True,,,,,,,none,NONE,,False,250
נד_המרכבה_ק3,TEMPERATURE CENTIGRADE,11,3,True,0,1,0.858956,0.390365,0,,5y,NONE,Insufficient signal for trend assessment (SNR below threshold),False,
נד_המרכבה_ק3,TETRACHLORO ETHYLENE,1,1,False,,,,,,,none,NONE,,False,10
נד_המרכבה_ק3,TOLUENE,11,3,True,-1.04447,0.29627,1.23578,0.216541,0,,5y,NONE,Insufficient signal for trend assessment (SNR below threshold),True,700
נד_המרכבה_ק3,"TRANS-1,2 DICHLOROETHYLENE",1,1,False,,,,,,,none,NONE,,False,50
נד_המרכבה_ק3,"TRICHLORO ETHANE 1,1,1",1,1,False,,,,,,,none,NONE,,False,200
נד_המרכבה_ק3,TRICHLORO ETHYLENE,1,1,False,,,,,,,none,NONE,,False,7.5
נד_המרכבה_ק3,TURBIDITY IN FIELD,1,0,True,,,,,,,none,NONE,,True,1
נד_המרכבה_ק3,TURBIDITY NTU,9,2,True,,,-1.56386,0.117851,0,0.57532,full_record,STABLE,No significant trend (p=0.118); Mann-Kendall Z=-1.56 (full record — 5-year window insufficient),True,1
נד_המרכבה_ק3,Tribromomethane,1,1,False,,,,,,,none,NONE,,False,
נד_המרכבה_ק3,Trichlorofluoromethane,1,1,False,,,,,,,none,NONE,,False,
נד_המרכבה_ק3,VINYL CHLORIDE,1,1,False,,,,,,,none,NONE,,False,0.5
נד_המרכבה_ק3,XYLENE,11,3,True,-1.04447,0.29627,0.906238,0.36481,0,,5y,NONE,Insufficient signal for trend assessment (SNR below threshold),True,500
נד_המרכבה_ק3,ZINC AS ZN,1,1,True,,,,,,,none,NONE,,False,5000
נד_המרכבה_ק3,bromobenzene,1,1,False,,,,,,,none,NONE,,False,
נד_המרכבה_ק3,dibromomethane,1,1,False,,,,,,,none,NONE,,False,
נד_המרכבה_ק3,עומק עד פני המים,1,1,True,,,,,,,none,NONE,,False,
נד_טן_חולון_1, MTBE,14,6,True,-1.1272,0.259656,-0.613642,0.539452,0.812799,,5y,STABLE,No significant trend (p=0.260); Mann-Kendall Z=-1.13,True,40
נד_טן_חולון_1,BENZENE,14,6,True,-2.104,0.0353782,0,1,0.953491,,5y,DECREASING,Declining trend (p=0.035); Mann-Kendall Z=-2.10,True,5
נד_טן_חולון_1,DISSOLVED OXYGEN AS O2,14,6,True,2.104,0.0353782,1.15137,0.24958,1.45064,,5y,INCREASING,Rising trend (p=0.035); Mann-Kendall Z=2.10,False,
נד_טן_חולון_1,ETHYL BENZENE,14,6,True,-1.72146,0.0851679,1.32643,0.184696,1.01565,,5y,DECREASING,Declining trend (p=0.085); Mann-Kendall Z=-1.72,False,300
נד_טן_חולון_1,FIELD ELECTRICAL CONDUCTIVITY,14,6,True,-1.50294,0.132855,-2.29929,0.0214887,1.0277,,5y,STABLE,No significant trend (p=0.133); Mann-Kendall Z=-1.50,False,
נד_טן_חולון_1,OIL LAYER THIKNESS,1,1,False,,,,,,,none,NONE,,False,
נד_טן_חולון_1,PH MEASURED  IN FIELD,14,6,True,0,1,0.22349,0.823154,0.263752,,5y,NONE,Insufficient signal for trend assessment (SNR below threshold),False,
נד_טן_חולון_1,REDOX,14,6,True,0.375735,0.707114,0.10949,0.912814,0.524658,,5y,STABLE,No significant trend (p=0.707); Mann-Kendall Z=0.38,False,
נד_טן_חולון_1,TEMPERATURE CENTIGRADE,12,4,True,-1.01905,0.30818,0.205718,0.837011,0.569976,,5y,STABLE,No significant trend (p=0.308); Mann-Kendall Z=-1.02,False,
נד_טן_חולון_1,TOLUENE,14,6,True,-0.956365,0.338888,0.450749,0.652171,0.97565,,5y,STABLE,No significant trend (p=0.339); Mann-Kendall Z=-0.96,False,700
נד_טן_חולון_1,TURBIDITY NTU,14,6,True,2.21481,0.0267728,-0.495434,0.620294,1.47564,,5y,INCREASING,Rising trend (p=0.027); Mann-Kendall Z=2.21,True,1
נד_טן_חולון_1,XYLENE,14,6,True,-1.87867,0.0602892,1.37574,0.168902,0.96405,,5y,STABLE,No significant trend (p=0.060); Mann-Kendall Z=-1.88,False,500
נד_מרכבות_האש_7, MTBE,3,3,True,,,,,,,none,NONE,,True,40
נד_מרכבות_האש_7,BENZENE,3,3,True,,,,,,,none,NONE,,True,5
נד_מרכבות_האש_7,DISSOLVED OXYGEN AS O2,2,2,True,,,,,,,none,NONE,,False,
נד_מרכבות_האש_7,ETHYL BENZENE,3,3,True,,,,,,,none,NONE,,False,300
נד_מרכבות_האש_7,FIELD ELECTRICAL CONDUCTIVITY,3,3,True,,,,,,,none,NONE,,False,
נד_מרכבות_האש_7,PH MEASURED  IN FIELD,2,2,True,,,,,,,none,NONE,,False,
נד_מרכבות_האש_7,REDOX,3,3,True,,,,,,,none,NONE,,False,
נד_מרכבות_האש_7,TEMPERATURE CENTIGRADE,2,2,True,,,,,,,none,NONE,,False,
נד_מרכבות_האש_7,TOLUENE,3,3,True,,,,,,,none,NONE,,False,700
נד_מרכבות_האש_7,TURBIDITY NTU,3,3,True,,,,,,,none,NONE,,True,1
נד_מרכבות_האש_7,Tertiary Butyl Alcohol,3,3,True,,,,,,,none,NONE,,True,120
נד_מרכבות_האש_7,XYLENE,3,3,True,,,,,,,none,NONE,,False,500
נד_מרכבות_האש_8, MTBE,2,2,True,,,,,,,none,NONE,,True,40
נד_מרכבות_האש_8,BENZENE,2,2,True,,,,,,,none,NONE,,True,5
נד_מרכבות_האש_8,DISSOLVED OXYGEN AS O2,1,1,True,,,,,,,none,NONE,,False,
נד_מרכבות_האש_8,ETHYL BENZENE,2,2,True,,,,,,,none,NONE,,True,300
נד_מרכבות_האש_8,FIELD ELECTRICAL CONDUCTIVITY,2,2,True,,,,,,,none,NONE,,False,
נד_מרכבות_האש_8,PH MEASURED  IN FIELD,2,2,True,,,,,,,none,NONE,,False,
נד_מרכבות_האש_8,REDOX,2,2,True,,,,,,,none,NONE,,False,
נד_מרכבות_האש_8,TEMPERATURE CENTIGRADE,1,1,True,,,,,,,none,NONE,,False,
נד_מרכבות_האש_8,TOLUENE,2,2,True,,,,,,,none,NONE,,True,700
נד_מרכבות_האש_8,TURBIDITY NTU,2,2,True,,,,,,,none,NONE,,True,1
נד_מרכבות_האש_8,Tertiary Butyl Alcohol,2,2,True,,,,,,,none,NONE,,True,120
נד_מרכבות_האש_8,XYLENE,2,2,True,,,,,,,none,NONE,,True,500
נד_מרכבות_האש_9, MTBE,3,3,True,,,,,,,none,NONE,,True,40
נד_מרכבות_האש_9,BENZENE,3,3,True,,,,,,,none,NONE,,True,5
נד_מרכבות_האש_9,DISSOLVED OXYGEN AS O2,2,2,True,,,,,,,none,NONE,,False,
נד_מרכבות_האש_9,ETHYL BENZENE,3,3,True,,,,,,,none,NONE,,False,300
נד_מרכבות_האש_9,FIELD ELECTRICAL CONDUCTIVITY,3,3,True,,,,,,,none,NONE,,False,
נד_מרכבות_האש_9,PH MEASURED  IN FIELD,3,3,True,,,,,,,none,NONE,,False,
נד_מרכבות_האש_9,REDOX,3,3,True,,,,,,,none,NONE,,False,
נד_מרכבות_האש_9,TEMPERATURE CENTIGRADE,2,2,True,,,,,,,none,NONE,,False,
נד_מרכבות_האש_9,TOLUENE,3,3,True,,,,,,,none,NONE,,False,700
נד_מרכבות_האש_9,TURBIDITY NTU,3,3,True,,,,,,,none,NONE,,True,1
נד_מרכבות_האש_9,Tertiary Butyl Alcohol,3,3,True,,,,,,,none,NONE,,True,120
נד_מרכבות_האש_9,XYLENE,3,3,True,,,,,,,none,NONE,,False,500
נד_נובר_מרכבה, MTBE,9,1,True,,,-1.88691,0.0591721,0,1.248,full_record,DECREASING,Declining trend (p=0.059); Mann-Kendall Z=-1.89 (full record — 5-year window insufficient),True,40
נד_נובר_מרכבה,BENZENE,9,1,True,,,0.69592,0.486479,0,0.102617,full_record,NONE,Insufficient signal for trend assessment (SNR below threshold),True,5
נד_נובר_מרכבה,DISSOLVED OXYGEN AS O2,9,1,True,,,-0.7298,0.465512,0,0.324403,full_record,STABLE,No significant trend (p=0.466); Mann-Kendall Z=-0.73 (full record — 5-year window insufficient),False,
נד_נובר_מרכבה,ETHYL BENZENE,9,1,True,,,0.69592,0.486479,0,0.599905,full_record,STABLE,No significant trend (p=0.486); Mann-Kendall Z=0.70 (full record — 5-year window insufficient),True,300
נד_נובר_מרכבה,FIELD ELECTRICAL CONDUCTIVITY,8,1,True,,,1.60833,0.107762,0,1.14836,full_record,STABLE,No significant trend (p=0.108); Mann-Kendall Z=1.61 (full record — 5-year window insufficient),False,
נד_נובר_מרכבה,Lab EC comp to 25 C DEGR,1,0,True,,,,,,,none,NONE,,False,
נד_נובר_מרכבה,PH MEASURED  IN FIELD,9,1,True,,,0.881662,0.37796,0,0.301131,full_record,STABLE,No significant trend (p=0.378); Mann-Kendall Z=0.88 (full record — 5-year window insufficient),False,
נד_נובר_מרכבה,REDOX,8,1,True,,,-0.371154,0.710523,0,0.42392,full_record,STABLE,No significant trend (p=0.711); Mann-Kendall Z=-0.37 (full record — 5-year window insufficient),False,
נד_נובר_מרכבה,TEMPERATURE CENTIGRADE,9,1,True,,,0.628971,0.529368,0,0.614211,full_record,STABLE,No significant trend (p=0.529); Mann-Kendall Z=0.63 (full record — 5-year window insufficient),False,
נד_נובר_מרכבה,TOLUENE,9,1,True,,,0.69592,0.486479,0,0.553051,full_record,STABLE,No significant trend (p=0.486); Mann-Kendall Z=0.70 (full record — 5-year window insufficient),True,700
נד_נובר_מרכבה,TURBIDITY IN FIELD,1,0,True,,,,,,,none,NONE,,True,1
נד_נובר_מרכבה,TURBIDITY NTU,8,1,True,,,-0.61859,0.536187,0,0.142921,full_record,NONE,Insufficient signal for trend assessment (SNR below threshold),True,1
נד_נובר_מרכבה,XYLENE,9,1,True,,,0.661247,0.508454,0,0.585362,full_record,STABLE,No significant trend (p=0.508); Mann-Kendall Z=0.66 (full record — 5-year window insufficient),True,500
נד_סונול_המלאכה_מ-1, MTBE,20,8,True,0.289683,0.772059,-0.264761,0.791193,0.227965,,5y,NONE,Insufficient signal for trend assessment (SNR below threshold),True,40
נד_סונול_המלאכה_מ-1,"1,1,2-trichloroethane",2,2,True,,,,,,,none,NONE,,False,5
נד_סונול_המלאכה_מ-1,"1,1-dichloroethane",2,2,True,,,,,,,none,NONE,,False,
נד_סונול_המלאכה_מ-1,"1,2,3-trichlorobenzene",2,2,False,,,,,,,none,NONE,,False,
נד_סונול_המלאכה_מ-1,"1,2,3-trichloropropane",2,2,False,,,,,,,none,NONE,,False,
נד_סונול_המלאכה_מ-1,"1,2,4 TRIMETHYLBENZENE",2,2,True,,,,,,,none,NONE,,False,
נד_סונול_המלאכה_מ-1,"1,2,4-trichlorobenzene",2,2,False,,,,,,,none,NONE,,False,70
נד_סונול_המלאכה_מ-1,"1,2-dibromo-3-chloropropane",2,2,False,,,,,,,none,NONE,,False,0.3
נד_סונול_המלאכה_מ-1,"1,2-dichloropropane",2,2,False,,,,,,,none,NONE,,False,5
נד_סונול_המלאכה_מ-1,"1,3,5 TRIMETHYLBENZENE",2,2,True,,,,,,,none,NONE,,False,
נד_סונול_המלאכה_מ-1,"1,3-dichlorobenzene",2,2,False,,,,,,,none,NONE,,False,
נד_סונול_המלאכה_מ-1,"1,4 DIOXANE",1,1,True,,,,,,,none,NONE,,False,3
נד_סונול_המלאכה_מ-1,ALUMINUM,1,1,False,,,,,,,none,NONE,,False,200
נד_סונול_המלאכה_מ-1,ARSENIC AS AS,1,1,False,,,,,,,none,NONE,,False,10
נד_סונול_המלאכה_מ-1,BARIUM AS BA,1,1,True,,,,,,,none,NONE,,False,1000
נד_סונול_המלאכה_מ-1,BENZENE,19,7,True,0,1,-0.79334,0.42758,0.661438,,5y,STABLE,No significant trend (p=1.000); Mann-Kendall Z=0.00,True,5
נד_סונול_המלאכה_מ-1,BERYLIUM,1,1,False,,,,,,,none,NONE,,False,4
נד_סונול_המלאכה_מ-1,BICARBONATE AS HCO3,2,2,True,,,,,,,none,NONE,,False,
נד_סונול_המלאכה_מ-1,BORON AS B,1,1,True,,,,,,,none,NONE,,False,1
נד_סונול_המלאכה_מ-1,BROMIDE AS BR,2,2,True,,,,,,,none,NONE,,False,
נד_סונול_המלאכה_מ-1,CADMIUM AS CD,1,1,False,,,,,,,none,NONE,,False,5
נד_סונול_המלאכה_מ-1,CALCIUM AS CA,2,2,True,,,,,,,none,NONE,,True,80
נד_סונול_המלאכה_מ-1,CARBON TETRACHLORIDE,2,2,False,,,,,,,none,NONE,,False,4
נד_סונול_המלאכה_מ-1,CHLORIDE AS CL,2,2,True,,,,,,,none,NONE,,False,400
נד_סונול_המלאכה_מ-1,CHLOROFORM,2,2,True,,,,,,,none,NONE,,False,80
נד_סונול_המלאכה_מ-1,CHROMIUM AS CR,1,1,False,,,,,,,none,NONE,,False,50
נד_סונול_המלאכה_מ-1,"CIS 1,2 DICHLOROETHYLENE",2,2,True,,,,,,,none,NONE,,False,50
נד_סונול_המלאכה_מ-1,COBALT AS CO,1,1,False,,,,,,,none,NONE,,False,
נד_סונול_המלאכה_מ-1,COPPER AS CU,1,1,False,,,,,,,none,NONE,,False,1400
נד_סונול_המלאכה_מ-1,Chloroethane,2,2,False,,,,,,,none,NONE,,False,
נד_סונול_המלאכה_מ-1,Chloromethane,2,2,False,,,,,,,none,NONE,,False,
נד_סונול_המלאכה_מ-1,"DICHLOR BENZEN 1,2",2,2,False,,,,,,,none,NONE,,False,600
נד_סונול_המלאכה_מ-1,"DICHLOROBENZEN 1,4",2,2,False,,,,,,,none,NONE,,False,75
נד_סונול_המלאכה_מ-1,"DICHLOROETHANE1,2",2,2,True,,,,,,,none,NONE,,False,4
נד_סונול_המלאכה_מ-1,"DICHLOROETHYLENE 1,1",2,2,True,,,,,,,none,NONE,,True,10
נד_סונול_המלאכה_מ-1,DISSOLVED OXYGEN AS O2,18,6,True,0.375735,0.707114,0.947623,0.343322,0.350252,,5y,STABLE,No significant trend (p=0.707); Mann-Kendall Z=0.38,False,
נד_סונול_המלאכה_מ-1,Dibromochloro methane  ,2,2,False,,,,,,,none,NONE,,False,
נד_סונול_המלאכה_מ-1,Dichlorodifluoromethane,2,2,False,,,,,,,none,NONE,,False,
נד_סונול_המלאכה_מ-1,ETHYL BENZENE,20,8,True,0,1,3.00264,0.00267649,0.617679,,5y,STABLE,No significant trend (p=1.000); Mann-Kendall Z=0.00,False,300
נד_סונול_המלאכה_מ-1,ETHYLENE DI BROMIDE,2,2,False,,,,,,,none,NONE,,False,0.05
נד_סונול_המלאכה_מ-1,FIELD ELECTRICAL CONDUCTIVITY,15,6,True,0,1,0.644122,0.519496,0.269662,,5y,NONE,Insufficient signal for trend assessment (SNR below threshold),False,
נד_סונול_המלאכה_מ-1,IRON TOTAL AS FE,1,1,False,,,,,,,none,NONE,,False,1000
נד_סונול_המלאכה_מ-1,LEAD AS PB,7,1,True,,,0.25,0.802587,0,0.661438,full_record,STABLE,No significant trend (p=0.803); Mann-Kendall Z=0.25 (full record — 5-year window insufficient),False,10
נד_סונול_המלאכה_מ-1,LITHIUM,1,1,False,,,,,,,none,NONE,,False,
נד_סונול_המלאכה_מ-1,Lab EC comp to 25 C DEGR,2,0,True,,,,,,,none,NONE,,False,
נד_סונול_המלאכה_מ-1,MAGNESIUM AS MG,2,2,True,,,,,,,none,NONE,,False,150
נד_סונול_המלאכה_מ-1,MANGANESE TOTAL AS MN,1,1,False,,,,,,,none,NONE,,False,200
נד_סונול_המלאכה_מ-1,MONOCHLOROBENZENE,2,2,False,,,,,,,none,NONE,,False,100
נד_סונול_המלאכה_מ-1,Methylene chloride ,2,2,False,,,,,,,none,NONE,,False,
נד_סונול_המלאכה_מ-1,NAPTHALENE,4,2,True,,,0.722315,0.470101,0,1.46934,full_record,STABLE,No significant trend (p=0.470); Mann-Kendall Z=0.72 (full record — 5-year window insufficient),False,10
נד_סונול_המלאכה_מ-1,NICKEL AS NI,1,1,False,,,,,,,none,NONE,,False,20
נד_סונול_המלאכה_מ-1,NITRATE AS NO3,2,2,True,,,,,,,none,NONE,,True,70
נד_סונול_המלאכה_מ-1,OIL LAYER THIKNESS,1,1,False,,,,,,,none,NONE,,False,
נד_סונול_המלאכה_מ-1,PERCHLORATE,1,1,False,,,,,,,none,NONE,,False,15
