borehole,name_he,family,canonical_param,param_code,param_name,date,concentration,unit,drinking_water_standard,pct_of_standard,bucket
נת_חולון_5,נת חולון 5,INDUSTRY,"trans-1,2-DCE","TRANS-1,2 DICHLOROETHYLENE","TRANS-1,2 DICHLOROETHYLENE",2023-01-04,1.0,microgr/L,50.0,2.0,1
נת_חולון_5,נת חולון 5,INDUSTRY,TCE,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2023-01-04,634.517,microgr/L,7.5,8460.23,7
נת_חולון_5,נת חולון 5,INDUSTRY,Vinyl Chloride,VINYL CHLORIDE,VINYL CHLORIDE,2023-01-04,1.0,microgr/L,0.5,200.0,4
נת_חולון_5,נת חולון 5,FUEL,Xylene,XYLENE,XYLENE,2023-01-04,3.0,microgr/L,500.0,0.6,1
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,FUEL,Benzene,BENZENE,BENZENE,2026-01-08,1.0,microgr/L,5.0,20.0,1
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,FUEL,Benzene,ETHYL BENZENE,ETHYL BENZENE,2026-01-08,1.46,microgr/L,300.0,0.49,1
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,FUEL,MTBE, MTBE,MTBE,2026-01-08,1.0,microgr/L,40.0,2.5,1
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,FUEL,Toluene,TOLUENE,TOLUENE,2026-01-08,6.02,microgr/L,700.0,0.86,1
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,FUEL,Xylene,XYLENE,XYLENE,2026-01-08,7.21,microgr/L,500.0,1.44,1
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,INDUSTRY,Carbon Tetrachloride,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,2026-01-08,0.0,microgr/L,4.0,0.0,0
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,INDUSTRY,Chloroform,CHLOROFORM,CHLOROFORM,2026-01-08,1.03,microgr/L,80.0,1.29,1
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,INDUSTRY,"cis-1,2-DCE","CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2026-01-08,2.24,microgr/L,50.0,4.48,1
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,INDUSTRY,"1,2-DCA","DICHLOROETHANE1,2","DICHLOROETHANE1,2",2026-01-08,1.0,microgr/L,4.0,25.0,1
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,INDUSTRY,"1,1-DCE","DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2026-01-08,31.08,microgr/L,10.0,310.8,4
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,INDUSTRY,PCE,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2026-01-08,4.89,microgr/L,10.0,48.9,2
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,INDUSTRY,"trans-1,2-DCE","TRANS-1,2 DICHLOROETHYLENE","TRANS-1,2 DICHLOROETHYLENE",2026-01-08,1.0,microgr/L,50.0,2.0,1
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,INDUSTRY,TCE,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2026-01-08,314.37,microgr/L,7.5,4191.6,6
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,INDUSTRY,Vinyl Chloride,VINYL CHLORIDE,VINYL CHLORIDE,2026-01-08,0.0,microgr/L,0.5,0.0,0
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,INDUSTRY,"1,4-Dioxane","1,4 DIOXANE","1,4 DIOXANE",2026-01-08,2.65,microgr/L,3.0,88.33,3
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,METALS,Arsenic,ARSENIC AS AS,ARSENIC AS AS,2026-01-08,0.0,microgr/L,10.0,0.0,0
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,METALS,Cadmium,CADMIUM AS CD,CADMIUM AS CD,2026-01-08,0.0,microgr/L,5.0,0.0,0
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,METALS,Chromium,CHROMIUM AS CR,CHROMIUM AS CR,2026-01-08,50.0,microgr/L,50.0,100.0,4
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,METALS,Lead,LEAD AS PB,LEAD AS PB,2026-01-08,0.0,microgr/L,10.0,0.0,0
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,METALS,Nickel,NICKEL AS NI,NICKEL AS NI,2026-01-08,0.0,microgr/L,20.0,0.0,0
נד_סונול_המלאכה_מ-1,נד סונול המלאכה מ-1,FUEL,Benzene,BENZENE,BENZENE,2026-01-08,1.0,microgr/L,5.0,20.0,1
נד_סונול_המלאכה_מ-1,נד סונול המלאכה מ-1,FUEL,Benzene,ETHYL BENZENE,ETHYL BENZENE,2026-01-08,1.28,microgr/L,300.0,0.43,1
נד_סונול_המלאכה_מ-1,נד סונול המלאכה מ-1,FUEL,MTBE, MTBE,MTBE,2026-01-08,1.0,microgr/L,40.0,2.5,1
נד_סונול_המלאכה_מ-1,נד סונול המלאכה מ-1,FUEL,Toluene,TOLUENE,TOLUENE,2026-01-08,4.8,microgr/L,700.0,0.69,1
נד_סונול_המלאכה_מ-1,נד סונול המלאכה מ-1,FUEL,Xylene,XYLENE,XYLENE,2026-01-08,5.67,microgr/L,500.0,1.13,1
נד_סונול_המלאכה_מ-1,נד סונול המלאכה מ-1,INDUSTRY,Carbon Tetrachloride,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,2026-01-08,0.0,microgr/L,4.0,0.0,0
נד_סונול_המלאכה_מ-1,נד סונול המלאכה מ-1,INDUSTRY,Chloroform,CHLOROFORM,CHLOROFORM,2026-01-08,2.06,microgr/L,80.0,2.58,1
נד_סונול_המלאכה_מ-1,נד סונול המלאכה מ-1,INDUSTRY,"cis-1,2-DCE","CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2026-01-08,3.43,microgr/L,50.0,6.86,1
נד_סונול_המלאכה_מ-1,נד סונול המלאכה מ-1,INDUSTRY,"1,2-DCA","DICHLOROETHANE1,2","DICHLOROETHANE1,2",2026-01-08,1.0,microgr/L,4.0,25.0,1
נד_סונול_המלאכה_מ-1,נד סונול המלאכה מ-1,INDUSTRY,"1,1-DCE","DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2026-01-08,69.54,microgr/L,10.0,695.4,4
נד_סונול_המלאכה_מ-1,נד סונול המלאכה מ-1,INDUSTRY,PCE,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2026-01-08,8.74,microgr/L,10.0,87.4,3
נד_סונול_המלאכה_מ-1,נד סונול המלאכה מ-1,INDUSTRY,"trans-1,2-DCE","TRANS-1,2 DICHLOROETHYLENE","TRANS-1,2 DICHLOROETHYLENE",2026-01-08,1.0,microgr/L,50.0,2.0,1
נד_סונול_המלאכה_מ-1,נד סונול המלאכה מ-1,INDUSTRY,TCE,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2026-01-08,2722.24,microgr/L,7.5,36296.53,8
נד_סונול_המלאכה_מ-1,נד סונול המלאכה מ-1,INDUSTRY,Vinyl Chloride,VINYL CHLORIDE,VINYL CHLORIDE,2026-01-08,0.0,microgr/L,0.5,0.0,0
נד_סונול_המלאכה_מ-1,נד סונול המלאכה מ-1,INDUSTRY,"1,4-Dioxane","1,4 DIOXANE","1,4 DIOXANE",2026-01-08,0.63,microgr/L,3.0,21.0,1
נד_סונול_המלאכה_מ-1,נד סונול המלאכה מ-1,METALS,Arsenic,ARSENIC AS AS,ARSENIC AS AS,2026-01-08,0.0,microgr/L,10.0,0.0,0
נד_סונול_המלאכה_מ-1,נד סונול המלאכה מ-1,METALS,Cadmium,CADMIUM AS CD,CADMIUM AS CD,2026-01-08,0.0,microgr/L,5.0,0.0,0
נד_סונול_המלאכה_מ-1,נד סונול המלאכה מ-1,METALS,Chromium,CHROMIUM AS CR,CHROMIUM AS CR,2026-01-08,50.0,microgr/L,50.0,100.0,4
נד_סונול_המלאכה_מ-1,נד סונול המלאכה מ-1,METALS,Lead,LEAD AS PB,LEAD AS PB,2026-01-08,0.0,microgr/L,10.0,0.0,0
נד_סונול_המלאכה_מ-1,נד סונול המלאכה מ-1,METALS,Nickel,NICKEL AS NI,NICKEL AS NI,2026-01-08,0.0,microgr/L,20.0,0.0,0
נת_חולון_3,נת חולון 3,METALS,Arsenic,ARSENIC AS AS,ARSENIC AS AS,2022-06-22,0.0,microgr/L,10.0,0.0,0
נת_חולון_3,נת חולון 3,FUEL,Benzene,BENZENE,BENZENE,2022-06-22,1.0,microgr/L,5.0,20.0,1
נת_חולון_3,נת חולון 3,METALS,Cadmium,CADMIUM AS CD,CADMIUM AS CD,2022-06-22,0.0,microgr/L,5.0,0.0,0
נת_חולון_3,נת חולון 3,INDUSTRY,Chloroform,CHLOROFORM,CHLOROFORM,2022-06-22,1.0,microgr/L,80.0,1.25,1
נת_חולון_3,נת חולון 3,METALS,Chromium,CHROMIUM AS CR,CHROMIUM AS CR,2022-06-22,82.886,microgr/L,50.0,165.77,4
נת_חולון_3,נת חולון 3,INDUSTRY,"cis-1,2-DCE","CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2022-06-22,3.629,microgr/L,50.0,7.26,1
נת_חולון_3,נת חולון 3,INDUSTRY,"1,1-DCE","DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2022-06-22,1.0,microgr/L,10.0,10.0,1
נת_חולון_3,נת חולון 3,FUEL,Benzene,ETHYL BENZENE,ETHYL BENZENE,2022-06-22,0.0,microgr/L,300.0,0.0,0
נת_חולון_3,נת חולון 3,METALS,Lead,LEAD AS PB,LEAD AS PB,2022-06-22,0.0,microgr/L,10.0,0.0,0
נת_חולון_3,נת חולון 3,FUEL,MTBE, MTBE,MTBE,2022-06-22,1.0,microgr/L,40.0,2.5,1
נת_חולון_3,נת חולון 3,METALS,Nickel,NICKEL AS NI,NICKEL AS NI,2022-06-22,0.0,microgr/L,20.0,0.0,0
נת_חולון_3,נת חולון 3,INDUSTRY,PCE,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2022-06-22,2.249,microgr/L,10.0,22.49,1
נת_חולון_3,נת חולון 3,FUEL,Toluene,TOLUENE,TOLUENE,2022-06-22,0.0,microgr/L,700.0,0.0,0
נת_חולון_3,נת חולון 3,INDUSTRY,"trans-1,2-DCE","TRANS-1,2 DICHLOROETHYLENE","TRANS-1,2 DICHLOROETHYLENE",2022-06-22,1.0,microgr/L,50.0,2.0,1
נת_חולון_3,נת חולון 3,INDUSTRY,TCE,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2022-06-22,161.018,microgr/L,7.5,2146.91,5
נת_חולון_3,נת חולון 3,INDUSTRY,Vinyl Chloride,VINYL CHLORIDE,VINYL CHLORIDE,2022-06-22,0.0,microgr/L,0.5,0.0,0
נת_חולון_3,נת חולון 3,FUEL,Xylene,XYLENE,XYLENE,2022-06-22,0.0,microgr/L,500.0,0.0,0
נת_חולון_3,נת חולון 3,INDUSTRY,Carbon Tetrachloride,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,2022-06-22,0.0,microgr/L,4.0,0.0,0
נת_חולון_3,נת חולון 3,INDUSTRY,"1,2-DCA","DICHLOROETHANE1,2","DICHLOROETHANE1,2",2022-06-22,0.0,microgr/L,4.0,0.0,0
נת_חולון_3,נת חולון 3,INDUSTRY,"1,4-Dioxane","1,4 DIOXANE","1,4 DIOXANE",2022-06-22,1.2,microgr/L,3.0,40.0,2
נת_חולון_1,נת חולון 1,METALS,Arsenic,ARSENIC AS AS,ARSENIC AS AS,2023-08-09,0.0,microgr/L,10.0,0.0,0
נת_חולון_1,נת חולון 1,FUEL,Benzene,BENZENE,BENZENE,2024-11-18,1.0,microgr/L,5.0,20.0,1
נת_חולון_1,נת חולון 1,METALS,Cadmium,CADMIUM AS CD,CADMIUM AS CD,2023-08-09,0.0,microgr/L,5.0,0.0,0
נת_חולון_1,נת חולון 1,INDUSTRY,Chloroform,CHLOROFORM,CHLOROFORM,2024-11-18,59.929,microgr/L,80.0,74.91,3
נת_חולון_1,נת חולון 1,METALS,Chromium,CHROMIUM AS CR,CHROMIUM AS CR,2023-08-09,18.5,microgr/L,50.0,37.0,2
נת_חולון_1,נת חולון 1,INDUSTRY,"cis-1,2-DCE","CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2024-11-18,5.448,microgr/L,50.0,10.9,1
נת_חולון_1,נת חולון 1,INDUSTRY,"1,1-DCE","DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2024-11-18,62.35,microgr/L,10.0,623.5,4
נת_חולון_1,נת חולון 1,FUEL,Benzene,ETHYL BENZENE,ETHYL BENZENE,2024-11-18,0.0,microgr/L,300.0,0.0,0
נת_חולון_1,נת חולון 1,METALS,Lead,LEAD AS PB,LEAD AS PB,2023-08-09,0.0,microgr/L,10.0,0.0,0
נת_חולון_1,נת חולון 1,FUEL,MTBE, MTBE,MTBE,2024-11-18,33.501,microgr/L,40.0,83.75,3
נת_חולון_1,נת חולון 1,METALS,Nickel,NICKEL AS NI,NICKEL AS NI,2023-08-09,0.0,microgr/L,20.0,0.0,0
נת_חולון_1,נת חולון 1,INDUSTRY,PCE,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2024-11-18,39.254,microgr/L,10.0,392.54,4
נת_חולון_1,נת חולון 1,FUEL,Toluene,TOLUENE,TOLUENE,2024-11-18,1.0,microgr/L,700.0,0.14,1
נת_חולון_1,נת חולון 1,INDUSTRY,"trans-1,2-DCE","TRANS-1,2 DICHLOROETHYLENE","TRANS-1,2 DICHLOROETHYLENE",2024-11-18,1.0,microgr/L,50.0,2.0,1
נת_חולון_1,נת חולון 1,INDUSTRY,TCE,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2024-11-18,419.293,microgr/L,7.5,5590.57,6
נת_חולון_1,נת חולון 1,INDUSTRY,Vinyl Chloride,VINYL CHLORIDE,VINYL CHLORIDE,2024-11-18,0.0,microgr/L,0.5,0.0,0
נת_חולון_1,נת חולון 1,FUEL,Xylene,XYLENE,XYLENE,2024-11-18,0.0,microgr/L,500.0,0.0,0
נת_חולון_1,נת חולון 1,INDUSTRY,Carbon Tetrachloride,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,2024-11-18,1.0,microgr/L,4.0,25.0,1
נת_חולון_1,נת חולון 1,INDUSTRY,"1,2-DCA","DICHLOROETHANE1,2","DICHLOROETHANE1,2",2024-11-18,1.0,microgr/L,4.0,25.0,1
נת_חולון_1,נת חולון 1,INDUSTRY,"1,4-Dioxane","1,4 DIOXANE","1,4 DIOXANE",2026-02-10,5.5,microgr/L,3.0,183.33,4
נת_חולון_11,נת חולון 11,METALS,Arsenic,ARSENIC AS AS,ARSENIC AS AS,2022-06-22,0.0,microgr/L,10.0,0.0,0
נת_חולון_11,נת חולון 11,FUEL,Benzene,BENZENE,BENZENE,2024-11-18,1.493,microgr/L,5.0,29.86,1
נת_חולון_11,נת חולון 11,METALS,Cadmium,CADMIUM AS CD,CADMIUM AS CD,2022-06-22,0.0,microgr/L,5.0,0.0,0
נת_חולון_11,נת חולון 11,INDUSTRY,Chloroform,CHLOROFORM,CHLOROFORM,2024-11-18,3.105,microgr/L,80.0,3.88,1
נת_חולון_11,נת חולון 11,METALS,Chromium,CHROMIUM AS CR,CHROMIUM AS CR,2022-06-22,0.0,microgr/L,50.0,0.0,0
נת_חולון_11,נת חולון 11,INDUSTRY,"cis-1,2-DCE","CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2024-11-18,7.14,microgr/L,50.0,14.28,1
נת_חולון_11,נת חולון 11,INDUSTRY,"1,1-DCE","DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2024-11-18,200.814,microgr/L,10.0,2008.14,5
נת_חולון_11,נת חולון 11,FUEL,Benzene,ETHYL BENZENE,ETHYL BENZENE,2024-11-18,0.0,microgr/L,300.0,0.0,0
נת_חולון_11,נת חולון 11,METALS,Lead,LEAD AS PB,LEAD AS PB,2022-06-22,0.0,microgr/L,10.0,0.0,0
נת_חולון_11,נת חולון 11,FUEL,MTBE, MTBE,MTBE,2024-11-18,6.143,microgr/L,40.0,15.36,1
נת_חולון_11,נת חולון 11,METALS,Nickel,NICKEL AS NI,NICKEL AS NI,2022-06-22,0.0,microgr/L,20.0,0.0,0
נת_חולון_11,נת חולון 11,INDUSTRY,PCE,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2024-11-18,21.901,microgr/L,10.0,219.01,4
נת_חולון_11,נת חולון 11,FUEL,Toluene,TOLUENE,TOLUENE,2024-11-18,1.0,microgr/L,700.0,0.14,1
נת_חולון_11,נת חולון 11,INDUSTRY,"trans-1,2-DCE","TRANS-1,2 DICHLOROETHYLENE","TRANS-1,2 DICHLOROETHYLENE",2024-11-18,1.0,microgr/L,50.0,2.0,1
נת_חולון_11,נת חולון 11,INDUSTRY,TCE,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2024-11-18,5149.508,microgr/L,7.5,68660.11,8
נת_חולון_11,נת חולון 11,INDUSTRY,Vinyl Chloride,VINYL CHLORIDE,VINYL CHLORIDE,2024-11-18,13.835,microgr/L,0.5,2767.0,5
נת_חולון_11,נת חולון 11,FUEL,Xylene,XYLENE,XYLENE,2024-11-18,3.0,microgr/L,500.0,0.6,1
נת_חולון_11,נת חולון 11,INDUSTRY,Carbon Tetrachloride,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,2024-11-18,1.0,microgr/L,4.0,25.0,1
נת_חולון_11,נת חולון 11,INDUSTRY,"1,2-DCA","DICHLOROETHANE1,2","DICHLOROETHANE1,2",2024-11-18,2.309,microgr/L,4.0,57.73,2
נת_חולון_11,נת חולון 11,INDUSTRY,"1,4-Dioxane","1,4 DIOXANE","1,4 DIOXANE",2026-02-10,1036.3,microgr/L,3.0,34543.33,8
נד_נובר_מרכבה,נד נובר מרכבה,FUEL,Benzene,BENZENE,BENZENE,2020-03-29,10.0,microgr/L,5.0,200.0,4
נד_נובר_מרכבה,נד נובר מרכבה,FUEL,Benzene,ETHYL BENZENE,ETHYL BENZENE,2020-03-29,10.0,microgr/L,300.0,3.33,1
נד_נובר_מרכבה,נד נובר מרכבה,FUEL,MTBE, MTBE,MTBE,2020-03-29,900.0,microgr/L,40.0,2250.0,5
נד_נובר_מרכבה,נד נובר מרכבה,FUEL,Toluene,TOLUENE,TOLUENE,2020-03-29,10.0,microgr/L,700.0,1.43,1
נד_נובר_מרכבה,נד נובר מרכבה,FUEL,Xylene,XYLENE,XYLENE,2020-03-29,10.0,microgr/L,500.0,2.0,1
נד_דלק_מרכבות_האש_1,נד דלק מרכבות האש 1,FUEL,Benzene,BENZENE,BENZENE,2025-05-14,10.0,microgr/L,5.0,200.0,4
נד_דלק_מרכבות_האש_1,נד דלק מרכבות האש 1,FUEL,Benzene,ETHYL BENZENE,ETHYL BENZENE,2025-05-14,10.0,microgr/L,300.0,3.33,1
נד_דלק_מרכבות_האש_1,נד דלק מרכבות האש 1,FUEL,MTBE, MTBE,MTBE,2025-05-14,50.0,microgr/L,40.0,125.0,4
נד_דלק_מרכבות_האש_1,נד דלק מרכבות האש 1,FUEL,Toluene,TOLUENE,TOLUENE,2025-05-14,10.0,microgr/L,700.0,1.43,1
נד_דלק_מרכבות_האש_1,נד דלק מרכבות האש 1,FUEL,Xylene,XYLENE,XYLENE,2025-05-14,10.0,microgr/L,500.0,2.0,1
נד_דלק_מרכבות_האש_2,נד דלק מרכבות האש 2,FUEL,Benzene,BENZENE,BENZENE,2025-05-14,100.0,microgr/L,5.0,2000.0,5
נד_דלק_מרכבות_האש_2,נד דלק מרכבות האש 2,FUEL,Benzene,ETHYL BENZENE,ETHYL BENZENE,2025-05-14,20.0,microgr/L,300.0,6.67,1
נד_דלק_מרכבות_האש_2,נד דלק מרכבות האש 2,FUEL,MTBE, MTBE,MTBE,2025-05-14,900.0,microgr/L,40.0,2250.0,5
נד_דלק_מרכבות_האש_2,נד דלק מרכבות האש 2,FUEL,Toluene,TOLUENE,TOLUENE,2025-05-14,10.0,microgr/L,700.0,1.43,1
נד_דלק_מרכבות_האש_2,נד דלק מרכבות האש 2,FUEL,Xylene,XYLENE,XYLENE,2025-05-14,80.0,microgr/L,500.0,16.0,1
נד_דלק_מרכבות_האש_3,נד דלק מרכבות האש 3,FUEL,Benzene,BENZENE,BENZENE,2025-05-14,10.0,microgr/L,5.0,200.0,4
נד_דלק_מרכבות_האש_3,נד דלק מרכבות האש 3,FUEL,Benzene,ETHYL BENZENE,ETHYL BENZENE,2025-05-14,10.0,microgr/L,300.0,3.33,1
נד_דלק_מרכבות_האש_3,נד דלק מרכבות האש 3,FUEL,MTBE, MTBE,MTBE,2025-05-14,10.0,microgr/L,40.0,25.0,1
נד_דלק_מרכבות_האש_3,נד דלק מרכבות האש 3,FUEL,Toluene,TOLUENE,TOLUENE,2025-05-14,10.0,microgr/L,700.0,1.43,1
נד_דלק_מרכבות_האש_3,נד דלק מרכבות האש 3,FUEL,Xylene,XYLENE,XYLENE,2025-05-14,10.0,microgr/L,500.0,2.0,1
נד_דלק_הצבי_1,נד דלק הצבי 1,FUEL,Benzene,BENZENE,BENZENE,2024-09-29,1.0,microgr/L,5.0,20.0,1
נד_דלק_הצבי_1,נד דלק הצבי 1,FUEL,Benzene,ETHYL BENZENE,ETHYL BENZENE,2024-09-29,1.0,microgr/L,300.0,0.33,1
נד_דלק_הצבי_1,נד דלק הצבי 1,FUEL,MTBE, MTBE,MTBE,2025-03-17,15.0,microgr/L,40.0,37.5,2
נד_דלק_הצבי_1,נד דלק הצבי 1,FUEL,Toluene,TOLUENE,TOLUENE,2024-09-29,1.0,microgr/L,700.0,0.14,1
נד_דלק_הצבי_1,נד דלק הצבי 1,FUEL,Xylene,XYLENE,XYLENE,2024-09-29,1.0,microgr/L,500.0,0.2,1
נד_דלק_הצבי_1,נד דלק הצבי 1,METALS,Arsenic,ARSENIC AS AS,ARSENIC AS AS,2023-09-14,0.0,microgr/L,10.0,0.0,0
נד_דלק_הצבי_1,נד דלק הצבי 1,METALS,Cadmium,CADMIUM AS CD,CADMIUM AS CD,2023-09-14,0.0,microgr/L,5.0,0.0,0
נד_דלק_הצבי_1,נד דלק הצבי 1,INDUSTRY,Carbon Tetrachloride,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,2023-09-14,0.0,microgr/L,4.0,0.0,0
נד_דלק_הצבי_1,נד דלק הצבי 1,INDUSTRY,Chloroform,CHLOROFORM,CHLOROFORM,2023-09-14,1.0,microgr/L,80.0,1.25,1
נד_דלק_הצבי_1,נד דלק הצבי 1,METALS,Chromium,CHROMIUM AS CR,CHROMIUM AS CR,2023-09-14,0.0,microgr/L,50.0,0.0,0
נד_דלק_הצבי_1,נד דלק הצבי 1,INDUSTRY,"cis-1,2-DCE","CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2023-09-14,2.255,microgr/L,50.0,4.51,1
נד_דלק_הצבי_1,נד דלק הצבי 1,INDUSTRY,"1,2-DCA","DICHLOROETHANE1,2","DICHLOROETHANE1,2",2023-09-14,1.0,microgr/L,4.0,25.0,1
נד_דלק_הצבי_1,נד דלק הצבי 1,INDUSTRY,"1,1-DCE","DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2023-09-14,3.687,microgr/L,10.0,36.87,2
נד_דלק_הצבי_1,נד דלק הצבי 1,METALS,Lead,LEAD AS PB,LEAD AS PB,2023-09-14,0.0,microgr/L,10.0,0.0,0
נד_דלק_הצבי_1,נד דלק הצבי 1,METALS,Nickel,NICKEL AS NI,NICKEL AS NI,2023-09-14,11.4,microgr/L,20.0,57.0,2
נד_דלק_הצבי_1,נד דלק הצבי 1,PFAS,PFAS-other,Perfluorodecanoic acid,Perfluorodecanoic acid,2023-09-14,0.0,microgr/L,0.1,0.0,0
נד_דלק_הצבי_1,נד דלק הצבי 1,PFAS,PFAS-other,Perfluorododecanoic acid,Perfluorododecanoic acid,2023-09-14,0.0,microgr/L,0.1,0.0,0
נד_דלק_הצבי_1,נד דלק הצבי 1,PFAS,PFAS-other,Perfluorononanoic acid,Perfluorononanoic acid,2023-09-14,0.0,microgr/L,0.1,0.0,0
נד_דלק_הצבי_1,נד דלק הצבי 1,PFAS,PFAS-other,Perfluoropentanoic acid,Perfluoropentanoic acid,2023-09-14,0.0,microgr/L,0.1,0.0,0
נד_דלק_הצבי_1,נד דלק הצבי 1,INDUSTRY,PCE,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2023-09-14,66.871,microgr/L,10.0,668.71,4
נד_דלק_הצבי_1,נד דלק הצבי 1,INDUSTRY,"trans-1,2-DCE","TRANS-1,2 DICHLOROETHYLENE","TRANS-1,2 DICHLOROETHYLENE",2023-09-14,0.0,microgr/L,50.0,0.0,0
נד_דלק_הצבי_1,נד דלק הצבי 1,INDUSTRY,TCE,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2023-09-14,17.637,microgr/L,7.5,235.16,4
נד_דלק_הצבי_1,נד דלק הצבי 1,INDUSTRY,Vinyl Chloride,VINYL CHLORIDE,VINYL CHLORIDE,2023-09-14,1.0,microgr/L,0.5,200.0,4
נד_טן_חולון_1,נד טן חולון 1,FUEL,Benzene,BENZENE,BENZENE,2025-05-15,0.2,microgr/L,5.0,4.0,1
נד_טן_חולון_1,נד טן חולון 1,FUEL,Benzene,ETHYL BENZENE,ETHYL BENZENE,2025-05-15,0.1,microgr/L,300.0,0.03,1
נד_טן_חולון_1,נד טן חולון 1,FUEL,MTBE, MTBE,MTBE,2025-05-15,0.49,microgr/L,40.0,1.23,1
נד_טן_חולון_1,נד טן חולון 1,FUEL,Toluene,TOLUENE,TOLUENE,2025-05-15,0.5,microgr/L,700.0,0.07,1
נד_טן_חולון_1,נד טן חולון 1,FUEL,Xylene,XYLENE,XYLENE,2025-05-15,0.3,microgr/L,500.0,0.06,1
נד_דלק_מרכבות_האש_4,נד דלק מרכבות האש 4,FUEL,Benzene,BENZENE,BENZENE,2025-05-14,10.0,microgr/L,5.0,200.0,4
נד_דלק_מרכבות_האש_4,נד דלק מרכבות האש 4,FUEL,Benzene,ETHYL BENZENE,ETHYL BENZENE,2025-05-14,10.0,microgr/L,300.0,3.33,1
נד_דלק_מרכבות_האש_4,נד דלק מרכבות האש 4,FUEL,MTBE, MTBE,MTBE,2025-05-14,20.0,microgr/L,40.0,50.0,2
נד_דלק_מרכבות_האש_4,נד דלק מרכבות האש 4,FUEL,Toluene,TOLUENE,TOLUENE,2025-05-14,10.0,microgr/L,700.0,1.43,1
נד_דלק_מרכבות_האש_4,נד דלק מרכבות האש 4,FUEL,Xylene,XYLENE,XYLENE,2025-05-14,10.0,microgr/L,500.0,2.0,1
נד_דלק_מרכבות_האש_5,נד דלק מרכבות האש 5,FUEL,Benzene,BENZENE,BENZENE,2025-05-14,10.0,microgr/L,5.0,200.0,4
נד_דלק_מרכבות_האש_5,נד דלק מרכבות האש 5,FUEL,Benzene,ETHYL BENZENE,ETHYL BENZENE,2025-05-14,10.0,microgr/L,300.0,3.33,1
נד_דלק_מרכבות_האש_5,נד דלק מרכבות האש 5,FUEL,MTBE, MTBE,MTBE,2025-05-14,10.0,microgr/L,40.0,25.0,1
