canonical_well_id,parameter_canonical,latest_value,latest_date,unit_standardized,dws_value,ratio_to_dws,severity_index,last_updated_from
פ_אזור_מקור_חקלאי,CHLORIDE AS CL,871.891,2012-06-20,µg/L,400.0,218.0,6,Holon_current_monitoring_2024
פ_אזור_מקור_חקלאי,Dibromochloro methane  ,0.0,2012-06-20,µg/L,,,0,Holon_current_monitoring_2024
פ_אזור_מקור_חקלאי,CADMIUM AS CD,0.0,2012-06-20,µg/L,5.0,0.0,0,Holon_current_monitoring_2024
פ_אזור_מקור_חקלאי,bromochloromethane,0.0,2012-06-20,µg/L,,,0,Holon_current_monitoring_2024
פ_אזור_מקור_חקלאי,"1,2,4-trichlorobenzene",0.0,2012-06-20,µg/L,70.0,0.0,0,Holon_current_monitoring_2024
פ_אזור_מקור_חקלאי,"1,2,4 TRIMETHYLBENZENE",0.0,2012-06-20,µg/L,,,0,Holon_current_monitoring_2024
פ_אזור_מקור_חקלאי,"1,2-dibromo-3-chloropropane",0.0,2012-06-20,µg/L,0.3,0.0,0,Holon_current_monitoring_2024
פ_אזור_מקור_חקלאי,"1,2-dichloropropane",0.0,2012-06-20,µg/L,5.0,0.0,0,Holon_current_monitoring_2024
פ_אזור_מקור_חקלאי,"1,3,5 TRIMETHYLBENZENE",0.0,2012-06-20,µg/L,,,0,Holon_current_monitoring_2024
פ_אזור_מקור_חקלאי,"1,3-dichlorobenzene",0.0,2012-06-20,µg/L,,,0,Holon_current_monitoring_2024
פ_אזור_מקור_חקלאי,"1,3-dichloropropane",0.0,2012-06-20,µg/L,,,0,Holon_current_monitoring_2024
פ_אזור_מקור_חקלאי,"1,3-Dichloropropene (e) CIS",0.0,2012-06-20,µg/L,,,0,Holon_current_monitoring_2024
פ_אזור_מקור_חקלאי,"1,3-Dichloropropene (z) TRANS",0.0,2012-06-20,µg/L,,,0,Holon_current_monitoring_2024
פ_אזור_מקור_חקלאי,"2,2-dichloropropane",0.0,2012-06-20,µg/L,,,0,Holon_current_monitoring_2024
פ_אזור_מקור_חקלאי,2-chlorotoluene,0.0,2012-06-20,µg/L,,,0,Holon_current_monitoring_2024
פ_אזור_מקור_חקלאי,4-chlorotoluene,0.0,2012-06-20,µg/L,,,0,Holon_current_monitoring_2024
פ_אזור_מקור_חקלאי,ARSENIC AS AS,4.37,2012-06-20,µg/L,10.0,43.7,3,Holon_current_monitoring_2024
פ_אזור_מקור_חקלאי,BENZENE,0.0,2012-06-20,µg/L,5.0,0.0,0,Holon_current_monitoring_2024
פ_אזור_מקור_חקלאי,BICARBONATE AS HCO3,415.0,2012-06-20,µg/L,,,0,Holon_current_monitoring_2024
פ_אזור_מקור_חקלאי,BORON AS B,0.246,2012-06-20,µg/L,1.0,24.6,3,Holon_current_monitoring_2024
פ_אזור_מקור_חקלאי,BROMIDE AS BR,3.041,2012-06-20,µg/L,,,0,Holon_current_monitoring_2024
פ_אזור_מקור_חקלאי,Bromo dichloromethane,0.0,2012-06-20,µg/L,,,0,Holon_current_monitoring_2024
פ_אזור_מקור_חקלאי,POTASSIUM AS K,15.217,2012-06-20,µg/L,,,0,Holon_current_monitoring_2024
פ_אזור_מקור_חקלאי,SELENIUM AS SE,0.0,2012-06-20,µg/L,10.0,0.0,0,Holon_current_monitoring_2024
פ_אזור_מקור_חקלאי,tert-butylbenzene,0.0,2012-06-20,µg/L,,,0,Holon_current_monitoring_2024
פ_אזור_מקור_חקלאי,SULFATE AS SO4,65.604,2012-06-20,µg/L,250.0,26.2,3,Holon_current_monitoring_2024
פ_אזור_מקור_חקלאי,SODIUM AS NA,270.617,2012-06-20,µg/L,,,0,Holon_current_monitoring_2024
פ_אזור_מקור_חקלאי,STRONTIUM AS SR,1.81,2012-06-20,µg/L,,,0,Holon_current_monitoring_2024
פ_אזור_מקור_חקלאי,STYRENE,0.0,2012-06-20,µg/L,50.0,0.0,0,Holon_current_monitoring_2024
פ_אזור_מקור_חקלאי,sec-butylbenzene,0.0,2012-06-20,µg/L,,,0,Holon_current_monitoring_2024
פ_אזור_מקור_חקלאי,p-xylene,0.0,2012-06-20,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_8,"1,3-dichlorobenzene",0.0,2012-07-22,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_8,"1,3-dichloropropane",0.0,2012-07-22,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_8,"1,3-Dichloropropene (e) CIS",0.0,2012-07-22,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_8,"1,3-Dichloropropene (z) TRANS",0.0,2012-07-22,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_9,MONOCHLOROBENZENE,0.0,2012-07-22,µg/L,100.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_8,"1,2-dichloropropane",0.0,2012-07-22,µg/L,5.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_8,"1,2-dibromo-3-chloropropane",0.0,2012-07-22,µg/L,0.3,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_8,o-Xylene ,0.0,2012-07-22,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_8,"1,2,4 TRIMETHYLBENZENE",0.0,2012-07-22,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_8,"1,2,4-trichlorobenzene",0.0,2012-07-22,µg/L,70.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_8,"1,2,3-trichloropropane",0.0,2012-07-22,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_8,"1,2,3-trichlorobenzene",0.0,2012-07-22,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_9,"1,1,1,2-tetrachloroethane",0.0,2012-07-22,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_9,"1,1,2,2-tetrachloroethane",0.0,2012-07-22,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_8,"1,1-dichloroethane",23.46,2012-07-22,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_8,"1,1,2-trichloroethane",1.47,2012-07-22,µg/L,5.0,29.4,3,Holon_current_monitoring_2024
נת_תדירגן_8,"1,1,2,2-tetrachloroethane",0.0,2012-07-22,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_8,"1,1,1,2-tetrachloroethane",0.0,2012-07-22,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_8,"1,3,5 TRIMETHYLBENZENE",0.0,2012-07-22,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_8,n-propylbenzene,0.0,2012-07-22,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_8,ETHYL BENZENE,0.0,2012-07-22,µg/L,300.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_8,NAPTHALENE,0.0,2012-07-22,µg/L,10.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_8,Bromo dichloromethane,0.0,2012-07-22,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_8,CARBON TETRACHLORIDE,0.0,2012-07-22,µg/L,4.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_8,Chloroethane,0.0,2012-07-22,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_8,CHLOROFORM,0.0,2012-07-22,µg/L,80.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_8,Chloromethane,0.0,2012-07-22,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_8,"CIS 1,2 DICHLOROETHYLENE",68.37,2012-07-22,µg/L,50.0,136.7,5,Holon_current_monitoring_2024
נת_תדירגן_8,Dibromochloro methane  ,0.0,2012-07-22,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_8,4-chlorotoluene,0.0,2012-07-22,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_8,2-chlorotoluene,0.0,2012-07-22,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_8,"2,2-dichloropropane",0.0,2012-07-22,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_8,n-Butyl benzene,0.0,2012-07-22,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_8,bromochloromethane,0.0,2012-07-22,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_8,"DICHLOROBENZEN 1,4",0.0,2012-07-22,µg/L,75.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_8,Dichlorodifluoromethane,0.0,2012-07-22,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_8,"DICHLOROETHANE1,2",0.0,2012-07-22,µg/L,4.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_8,"DICHLOROETHYLENE 1,1",215.0,2012-07-22,µg/L,10.0,2150.0,8,Holon_current_monitoring_2024
נת_תדירגן_9,XYLENE,0.0,2012-07-22,µg/L,500.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_8,ETHYLENE DI BROMIDE,0.0,2012-07-22,µg/L,0.05,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_8,isopropylbenzene,0.0,2012-07-22,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_8,Methylene chloride ,20.15,2012-07-22,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_8,MONOCHLOROBENZENE,0.0,2012-07-22,µg/L,100.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_8, MTBE,0.0,2012-07-22,µg/L,40.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_8,dibromomethane,0.0,2012-07-22,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_9, MTBE,0.0,2012-07-22,µg/L,40.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_9,VINYL CHLORIDE,0.0,2012-07-22,µg/L,0.5,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_9,"1,1-dichloroethane",11.42,2012-07-22,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_9,"CIS 1,2 DICHLOROETHYLENE",14.33,2012-07-22,µg/L,50.0,28.7,3,Holon_current_monitoring_2024
נת_תדירגן_9,Dibromochloro methane  ,0.0,2012-07-22,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_8,XYLENE,0.0,2012-07-22,µg/L,500.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_8,VINYL CHLORIDE,0.0,2012-07-22,µg/L,0.5,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_8,Trichlorofluoromethane,0.0,2012-07-22,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_8,TRICHLORO ETHYLENE,1713.12,2012-07-22,µg/L,7.5,22841.6,8,Holon_current_monitoring_2024
נת_תדירגן_8,STYRENE,0.0,2012-07-22,µg/L,50.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_8,tert-butylbenzene,0.0,2012-07-22,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_8,TETRACHLORO ETHYLENE,5.86,2012-07-22,µg/L,10.0,58.6,4,Holon_current_monitoring_2024
נת_תדירגן_8,TOLUENE,0.0,2012-07-22,µg/L,700.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_8,"TRANS-1,2 DICHLOROETHYLENE",0.0,2012-07-22,µg/L,50.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_8,Tribromomethane,0.0,2012-07-22,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_9,sec-butylbenzene,0.0,2012-07-22,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_9,Chloromethane,0.0,2012-07-22,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_9,dibromomethane,0.0,2012-07-22,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_9,Dichlorodifluoromethane,0.0,2012-07-22,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_9,"DICHLOROETHANE1,2",0.0,2012-07-22,µg/L,4.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_9,"DICHLOROETHYLENE 1,1",163.4,2012-07-22,µg/L,10.0,1634.0,8,Holon_current_monitoring_2024
נת_תדירגן_9,ETHYL BENZENE,0.0,2012-07-22,µg/L,300.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_9,ETHYLENE DI BROMIDE,0.0,2012-07-22,µg/L,0.05,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_9,isopropylbenzene,0.0,2012-07-22,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_9,p-xylene,0.0,2012-07-22,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_9,p-isopropyl toluene,0.0,2012-07-22,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_9,o-Xylene ,0.0,2012-07-22,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_9,n-propylbenzene,0.0,2012-07-22,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_9,n-Butyl benzene,0.0,2012-07-22,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_9,NAPTHALENE,0.0,2012-07-22,µg/L,10.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_9,Methylene chloride ,15.42,2012-07-22,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_9,"DICHLOROBENZEN 1,4",0.0,2012-07-22,µg/L,75.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_9,CHLOROFORM,0.0,2012-07-22,µg/L,80.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_9,Chloroethane,0.0,2012-07-22,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_9,CARBON TETRACHLORIDE,0.0,2012-07-22,µg/L,4.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_9,"1,2,3-trichlorobenzene",0.0,2012-07-22,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_9,"1,2,3-trichloropropane",0.0,2012-07-22,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_9,"1,2,4-trichlorobenzene",0.0,2012-07-22,µg/L,70.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_9,"1,2,4 TRIMETHYLBENZENE",0.0,2012-07-22,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_9,"1,2-dibromo-3-chloropropane",0.0,2012-07-22,µg/L,0.3,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_9,"1,2-dichloropropane",0.0,2012-07-22,µg/L,5.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_9,"1,3,5 TRIMETHYLBENZENE",0.0,2012-07-22,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_9,"1,3-dichlorobenzene",0.0,2012-07-22,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_9,"1,3-dichloropropane",0.0,2012-07-22,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_9,Trichlorofluoromethane,0.0,2012-07-22,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_9,TRICHLORO ETHYLENE,1019.96,2012-07-22,µg/L,7.5,13599.5,8,Holon_current_monitoring_2024
נת_תדירגן_9,"TRICHLORO ETHANE 1,1,1",5.01,2012-07-22,µg/L,200.0,2.5,1,Holon_current_monitoring_2024
נת_תדירגן_9,Tribromomethane,0.0,2012-07-22,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_9,"TRANS-1,2 DICHLOROETHYLENE",0.0,2012-07-22,µg/L,50.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_9,TOLUENE,0.0,2012-07-22,µg/L,700.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_9,TETRACHLORO ETHYLENE,23.77,2012-07-22,µg/L,10.0,237.7,6,Holon_current_monitoring_2024
נת_תדירגן_9,tert-butylbenzene,0.0,2012-07-22,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_9,"1,3-Dichloropropene (e) CIS",0.0,2012-07-22,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_9,"1,3-Dichloropropene (z) TRANS",0.0,2012-07-22,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_9,"2,2-dichloropropane",0.0,2012-07-22,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_9,2-chlorotoluene,0.0,2012-07-22,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_9,4-chlorotoluene,0.0,2012-07-22,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_9,BENZENE,0.0,2012-07-22,µg/L,5.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_9,STYRENE,0.0,2012-07-22,µg/L,50.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_8,p-isopropyl toluene,0.0,2012-07-22,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_8,p-xylene,0.0,2012-07-22,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_8,sec-butylbenzene,0.0,2012-07-22,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_9,bromochloromethane,0.0,2012-07-22,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_9,Bromo dichloromethane,0.0,2012-07-22,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_9,"1,1,2-trichloroethane",1.82,2012-07-22,µg/L,5.0,36.4,3,Holon_current_monitoring_2024
נת_תדירגן_8,"TRICHLORO ETHANE 1,1,1",11.73,2012-07-22,µg/L,200.0,5.9,2,Holon_current_monitoring_2024
נת_תדירגן_8,BENZENE,0.0,2012-07-22,µg/L,5.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_7,XYLENE,0.0,2012-07-25,µg/L,500.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_10,"1,1,2,2-tetrachloroethane",0.0,2012-07-25,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_10,"1,1,2-trichloroethane",0.0,2012-07-25,µg/L,5.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_10,"1,1-dichloroethane",22.02,2012-07-25,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_10,"1,2,3-trichlorobenzene",0.0,2012-07-25,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_10,"1,2,3-trichloropropane",0.0,2012-07-25,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_10,"1,2,4-trichlorobenzene",0.0,2012-07-25,µg/L,70.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_10,"1,2,4 TRIMETHYLBENZENE",0.0,2012-07-25,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_10,"1,2-dibromo-3-chloropropane",0.0,2012-07-25,µg/L,0.3,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_7,CHLOROFORM,0.0,2012-07-25,µg/L,80.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_10,"1,2-dichloropropane",0.0,2012-07-25,µg/L,5.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_7,Chloromethane,0.0,2012-07-25,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_7,"CIS 1,2 DICHLOROETHYLENE",43.0,2012-07-25,µg/L,50.0,86.0,4,Holon_current_monitoring_2024
נת_תדירגן_10,"1,3,5 TRIMETHYLBENZENE",0.0,2012-07-25,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_7,Dibromochloro methane  ,0.0,2012-07-25,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_7,dibromomethane,0.0,2012-07-25,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_10,"1,1,1,2-tetrachloroethane",0.0,2012-07-25,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_10,"DICHLOROBENZEN 1,4",0.0,2012-07-25,µg/L,75.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_7,VINYL CHLORIDE,0.0,2012-07-25,µg/L,0.5,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_7,Trichlorofluoromethane,0.0,2012-07-25,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_7, MTBE,0.0,2012-07-25,µg/L,40.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_7,NAPTHALENE,0.0,2012-07-25,µg/L,10.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_7,n-Butyl benzene,0.0,2012-07-25,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_7,n-propylbenzene,0.0,2012-07-25,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_7,o-Xylene ,0.0,2012-07-25,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_7,p-isopropyl toluene,0.0,2012-07-25,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_7,p-xylene,0.0,2012-07-25,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_7,"DICHLOROBENZEN 1,4",0.0,2012-07-25,µg/L,75.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_7,sec-butylbenzene,0.0,2012-07-25,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_7,tert-butylbenzene,0.0,2012-07-25,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_7,TETRACHLORO ETHYLENE,3.17,2012-07-25,µg/L,10.0,31.7,3,Holon_current_monitoring_2024
נת_תדירגן_7,TOLUENE,0.0,2012-07-25,µg/L,700.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_7,"TRANS-1,2 DICHLOROETHYLENE",0.0,2012-07-25,µg/L,50.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_7,Tribromomethane,0.0,2012-07-25,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_7,"TRICHLORO ETHANE 1,1,1",14.97,2012-07-25,µg/L,200.0,7.5,2,Holon_current_monitoring_2024
נת_תדירגן_7,TRICHLORO ETHYLENE,1486.08,2012-07-25,µg/L,7.5,19814.4,8,Holon_current_monitoring_2024
נת_תדירגן_7,STYRENE,0.0,2012-07-25,µg/L,50.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_7,MONOCHLOROBENZENE,0.0,2012-07-25,µg/L,100.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_7,Dichlorodifluoromethane,0.0,2012-07-25,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_10,p-isopropyl toluene,0.0,2012-07-25,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_10,ETHYL BENZENE,0.0,2012-07-25,µg/L,300.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_10,"DICHLOROETHYLENE 1,1",457.52,2012-07-25,µg/L,10.0,4575.2,8,Holon_current_monitoring_2024
נת_תדירגן_10,"DICHLOROETHANE1,2",0.0,2012-07-25,µg/L,4.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_10,CARBON TETRACHLORIDE,0.0,2012-07-25,µg/L,4.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_10,n-propylbenzene,0.0,2012-07-25,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_10,n-Butyl benzene,0.0,2012-07-25,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_10,NAPTHALENE,0.0,2012-07-25,µg/L,10.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_10, MTBE,0.0,2012-07-25,µg/L,40.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_10,Chloroethane,0.0,2012-07-25,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_10,CHLOROFORM,0.0,2012-07-25,µg/L,80.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_10,Chloromethane,0.0,2012-07-25,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_10,"CIS 1,2 DICHLOROETHYLENE",0.0,2012-07-25,µg/L,50.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_10,Dibromochloro methane  ,0.0,2012-07-25,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_10,dibromomethane,0.0,2012-07-25,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_10,MONOCHLOROBENZENE,0.0,2012-07-25,µg/L,100.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_10,ETHYLENE DI BROMIDE,0.0,2012-07-25,µg/L,0.05,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_10,isopropylbenzene,0.0,2012-07-25,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_10,TETRACHLORO ETHYLENE,16.78,2012-07-25,µg/L,10.0,167.8,5,Holon_current_monitoring_2024
נת_תדירגן_10,TOLUENE,0.0,2012-07-25,µg/L,700.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_10,p-xylene,0.0,2012-07-25,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_10,sec-butylbenzene,0.0,2012-07-25,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_10,STYRENE,0.0,2012-07-25,µg/L,50.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_10,tert-butylbenzene,0.0,2012-07-25,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_10,Methylene chloride ,0.0,2012-07-25,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_10,"TRANS-1,2 DICHLOROETHYLENE",0.0,2012-07-25,µg/L,50.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_10,"1,3-dichlorobenzene",0.0,2012-07-25,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_10,o-Xylene ,0.0,2012-07-25,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_10,"1,3-dichloropropane",0.0,2012-07-25,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_10,"1,3-Dichloropropene (z) TRANS",0.0,2012-07-25,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_10,"2,2-dichloropropane",0.0,2012-07-25,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_10,2-chlorotoluene,0.0,2012-07-25,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_10,4-chlorotoluene,0.0,2012-07-25,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_10,BENZENE,0.0,2012-07-25,µg/L,5.0,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_10,bromochloromethane,0.0,2012-07-25,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_10,Bromo dichloromethane,0.0,2012-07-25,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_10,"1,3-Dichloropropene (e) CIS",0.0,2012-07-25,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_7,Methylene chloride ,5.89,2012-07-25,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_10,Dichlorodifluoromethane,0.0,2012-07-25,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_7,ETHYLENE DI BROMIDE,0.0,2012-07-25,µg/L,0.05,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_10,VINYL CHLORIDE,0.0,2012-07-25,µg/L,0.5,0.0,0,Holon_current_monitoring_2024
נת_תדירגן_10,Trichlorofluoromethane,0.0,2012-07-25,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_10,TRICHLORO ETHYLENE,1898.02,2012-07-25,µg/L,7.5,25306.9,8,Holon_current_monitoring_2024
נת_תדירגן_10,"TRICHLORO ETHANE 1,1,1",11.04,2012-07-25,µg/L,200.0,5.5,2,Holon_current_monitoring_2024
נת_תדירגן_10,Tribromomethane,0.0,2012-07-25,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_7,isopropylbenzene,0.0,2012-07-25,µg/L,,,0,Holon_current_monitoring_2024
נת_תדירגן_7,"1,1-dichloroethane",22.48,2012-07-25,µg/L,,,0,Holon_current_monitoring_2024
