canonical_well_id,parameter_canonical,date,value,unit_standardized,severity_index,include_in_trend_figure
נת_חולון_16,ETHYL BENZENE,2012-03-07,0.0,µg/L,0,true
נת_חולון_16,ETHYLENE DI BROMIDE,2012-03-07,0.0,µg/L,0,true
נת_חולון_16,isopropylbenzene,2012-03-07,0.0,µg/L,0,true
נת_חולון_16,Methylene chloride ,2012-03-07,0.0,µg/L,0,true
נת_חולון_16,MONOCHLOROBENZENE,2012-03-07,0.0,µg/L,0,true
נת_חולון_16, MTBE,2012-03-07,0.0,µg/L,0,true
נת_חולון_16,NAPTHALENE,2012-03-07,0.0,µg/L,0,true
נת_חולון_16,n-Butyl benzene,2012-03-07,0.0,µg/L,0,true
נת_חולון_16,n-propylbenzene,2012-03-07,0.0,µg/L,0,true
נת_חולון_16,o-Xylene ,2012-03-07,0.0,µg/L,0,true
נת_חולון_16,p-isopropyl toluene,2012-03-07,0.0,µg/L,0,true
נת_חולון_16,p-xylene,2012-03-07,0.0,µg/L,0,true
נת_חולון_16,sec-butylbenzene,2012-03-07,0.0,µg/L,0,true
נת_חולון_16,STYRENE,2012-03-07,0.0,µg/L,0,true
נת_חולון_16,tert-butylbenzene,2012-03-07,0.0,µg/L,0,true
נת_חולון_16,TETRACHLORO ETHYLENE,2012-03-07,2.26,µg/L,1,true
נת_חולון_16,TOLUENE,2012-03-07,0.0,µg/L,0,true
נת_חולון_16,"TRANS-1,2 DICHLOROETHYLENE",2012-03-07,0.0,µg/L,0,true
נת_חולון_16,Tribromomethane,2012-03-07,0.0,µg/L,0,true
נת_חולון_16,"TRICHLORO ETHANE 1,1,1",2012-03-07,0.0,µg/L,0,true
נת_חולון_16,TRICHLORO ETHYLENE,2012-03-07,2.76,µg/L,1,true
נת_חולון_16,Trichlorofluoromethane,2012-03-07,0.0,µg/L,0,true
נת_חולון_16,VINYL CHLORIDE,2012-03-07,0.0,µg/L,0,true
נת_חולון_16,XYLENE,2012-03-07,0.0,µg/L,0,true
נת_חולון_16,"1,1,1,2-tetrachloroethane",2016-09-26,0.0,µg/L,0,true
נת_חולון_16,"1,1,2,2-tetrachloroethane",2016-09-26,0.0,µg/L,0,true
נת_חולון_16,"1,1-dichloroethane",2016-09-26,0.0,µg/L,0,true
נת_חולון_16,"1,2,3-trichlorobenzene",2016-09-26,0.0,µg/L,0,true
נת_חולון_16,"1,2,4-trichlorobenzene",2016-09-26,0.0,µg/L,0,true
נת_חולון_16,"1,2,4 TRIMETHYLBENZENE",2016-09-26,0.0,µg/L,0,true
נת_חולון_16,"1,2-dibromo-3-chloropropane",2016-09-26,0.0,µg/L,0,true
נת_חולון_16,"1,3-dichlorobenzene",2016-09-26,0.0,µg/L,0,true
נת_חולון_16,"1,4 DIOXANE",2016-09-26,0.0,µg/L,0,true
נת_חולון_16,2-chlorotoluene,2016-09-26,0.0,µg/L,0,true
נת_חולון_16,4-chlorotoluene,2016-09-26,0.0,µg/L,0,true
נת_חולון_16,BARIUM AS BA,2016-09-26,171.28,µg/L,5,true
נת_חולון_16,BENZENE,2016-09-26,0.0,µg/L,0,true
נת_חולון_16,BORON AS B,2016-09-26,0.084,µg/L,0,true
נת_חולון_16,bromochloromethane,2016-09-26,0.0,µg/L,0,true
נת_חולון_16,Bromo dichloromethane,2016-09-26,0.0,µg/L,0,true
נת_חולון_16,CARBON TETRACHLORIDE,2016-09-26,0.0,µg/L,0,true
נת_חולון_16,Chloroethane,2016-09-26,0.0,µg/L,0,true
נת_חולון_16,CHLOROFORM,2016-09-26,0.0,µg/L,0,true
נת_חולון_16,Chloromethane,2016-09-26,0.0,µg/L,0,true
נת_חולון_16,CHROMIUM AS CR,2016-09-26,4.111,µg/L,1,true
נת_חולון_16,"CIS 1,2 DICHLOROETHYLENE",2016-09-26,0.0,µg/L,0,true
נת_חולון_16,Dibromochloro methane  ,2016-09-26,0.0,µg/L,0,true
נת_חולון_16,dibromomethane,2016-09-26,0.0,µg/L,0,true
נת_חולון_16,Dichlorodifluoromethane,2016-09-26,0.0,µg/L,0,true
נת_חולון_16,"DICHLOROETHANE1,2",2016-09-26,0.0,µg/L,0,true
נת_חולון_16,"DICHLOROETHYLENE 1,1",2016-09-26,8.68,µg/L,2,true
נת_חולון_16,DISSOLVED OXYGEN AS O2,2016-09-26,0.3,µg/L,0,true
נת_חולון_16,ETHYLENE DI BROMIDE,2016-09-26,0.0,µg/L,0,true
נת_חולון_16,IRON TOTAL AS FE,2016-09-26,0.0,µg/L,0,true
נת_חולון_16,MANGANESE TOTAL AS MN,2016-09-26,3.017,µg/L,1,true
נת_חולון_16, MTBE,2016-09-26,0.0,µg/L,0,true
נת_חולון_16,NAPTHALENE,2016-09-26,0.0,µg/L,0,true
נת_חולון_16,STRONTIUM AS SR,2016-09-26,1001.71,µg/L,8,true
נת_חולון_16,TETRACHLORO ETHYLENE,2016-09-26,25.64,µg/L,3,true
נת_חולון_16,TOLUENE,2016-09-26,0.0,µg/L,0,true
נת_חולון_16,"TRANS-1,2 DICHLOROETHYLENE",2016-09-26,0.0,µg/L,0,true
נת_חולון_16,Tribromomethane,2016-09-26,0.0,µg/L,0,true
נת_חולון_16,"TRICHLORO ETHANE 1,1,1",2016-09-26,0.0,µg/L,0,true
נת_חולון_16,TRICHLORO ETHYLENE,2016-09-26,11.06,µg/L,3,true
נת_חולון_16,Trichlorofluoromethane,2016-09-26,0.0,µg/L,0,true
נת_חולון_16,VINYL CHLORIDE,2016-09-26,0.0,µg/L,0,true
נת_חולון_16,XYLENE,2016-09-26,0.0,µg/L,0,true
נת_חולון_16,ZINC AS ZN,2016-09-26,0.0,µg/L,0,true
נת_חולון_16,"1,1-dichloroethane",2017-10-22,0.0,µg/L,0,true
נת_חולון_16,"1,2,3-trichlorobenzene",2017-10-22,0.0,µg/L,0,true
נת_חולון_16,"1,2-dichloropropane",2017-10-22,0.0,µg/L,0,true
נת_חולון_16,"1,3-dichlorobenzene",2017-10-22,0.0,µg/L,0,true
נת_חולון_16,BARIUM AS BA,2017-10-22,187.357,µg/L,5,true
נת_חולון_16,BENZENE,2017-10-22,0.0,µg/L,0,true
נת_חולון_16,BORON AS B,2017-10-22,0.095,µg/L,0,true
נת_חולון_16,CARBON TETRACHLORIDE,2017-10-22,0.0,µg/L,0,true
נת_חולון_16,Chloroethane,2017-10-22,0.0,µg/L,0,true
נת_חולון_16,CHLOROFORM,2017-10-22,0.0,µg/L,0,true
נת_חולון_16,CHROMIUM AS CR,2017-10-22,6.056,µg/L,2,true
נת_חולון_16,"CIS 1,2 DICHLOROETHYLENE",2017-10-22,0.0,µg/L,0,true
נת_חולון_16,COPPER AS CU,2017-10-22,0.0,µg/L,0,true
נת_חולון_16,"DICHLOROETHANE1,2",2017-10-22,0.0,µg/L,0,true
נת_חולון_16,"DICHLOROETHYLENE 1,1",2017-10-22,22.7,µg/L,3,true
נת_חולון_16,DISSOLVED OXYGEN AS O2,2017-10-22,3.46,µg/L,1,true
נת_חולון_16,ETHYL BENZENE,2017-10-22,0.0,µg/L,0,true
נת_חולון_16,ETHYLENE DI BROMIDE,2017-10-22,0.0,µg/L,0,true
נת_חולון_16,IRON TOTAL AS FE,2017-10-22,0.0,µg/L,0,true
נת_חולון_16,MANGANESE TOTAL AS MN,2017-10-22,2.6,µg/L,1,true
נת_חולון_16,Methylene chloride ,2017-10-22,0.0,µg/L,0,true
נת_חולון_16, MTBE,2017-10-22,0.0,µg/L,0,true
נת_חולון_16,NAPTHALENE,2017-10-22,0.0,µg/L,0,true
נת_חולון_16,n-Butyl benzene,2017-10-22,0.0,µg/L,0,true
נת_חולון_16,NICKEL AS NI,2017-10-22,0.0,µg/L,0,true
נת_חולון_16,n-propylbenzene,2017-10-22,0.0,µg/L,0,true
נת_חולון_16,o-Xylene ,2017-10-22,0.0,µg/L,0,true
נת_חולון_16,STRONTIUM AS SR,2017-10-22,996.7,µg/L,7,true
נת_חולון_16,STYRENE,2017-10-22,0.0,µg/L,0,true
נת_חולון_16,TETRACHLORO ETHYLENE,2017-10-22,36.6,µg/L,3,true
נת_חולון_16,TOLUENE,2017-10-22,0.0,µg/L,0,true
נת_חולון_16,"TRANS-1,2 DICHLOROETHYLENE",2017-10-22,0.0,µg/L,0,true
נת_חולון_16,"TRICHLORO ETHANE 1,1,1",2017-10-22,0.0,µg/L,0,true
נת_חולון_16,TRICHLORO ETHYLENE,2017-10-22,46.1,µg/L,3,true
נת_חולון_16,VINYL CHLORIDE,2017-10-22,0.0,µg/L,0,true
נת_חולון_16,XYLENE,2017-10-22,0.0,µg/L,0,true
נת_חולון_16,ZINC AS ZN,2017-10-22,0.0,µg/L,0,true
נת_חולון_16,DISSOLVED OXYGEN AS O2,2018-08-05,4.27,µg/L,1,true
נת_חולון_16,"1,1-dichloroethane",2018-08-06,0.0,µg/L,0,true
נת_חולון_16,"1,2,4 TRIMETHYLBENZENE",2018-08-06,0.0,µg/L,0,true
נת_חולון_16,"1,3,5 TRIMETHYLBENZENE",2018-08-06,0.0,µg/L,0,true
נת_חולון_16,ARSENIC AS AS,2018-08-06,0.0,µg/L,0,true
נת_חולון_16,BARIUM AS BA,2018-08-06,186.417,µg/L,5,true
נת_חולון_16,BENZENE,2018-08-06,0.0,µg/L,0,true
נת_חולון_16,BORON AS B,2018-08-06,0.107,µg/L,0,true
נת_חולון_16,CADMIUM AS CD,2018-08-06,0.0,µg/L,0,true
נת_חולון_16,CHLOROFORM,2018-08-06,0.0,µg/L,0,true
נת_חולון_16,CHROMIUM AS CR,2018-08-06,4.88,µg/L,1,true
נת_חולון_16,"CIS 1,2 DICHLOROETHYLENE",2018-08-06,2.7,µg/L,1,true
נת_חולון_16,COBALT AS CO,2018-08-06,0.0,µg/L,0,true
נת_חולון_16,COPPER AS CU,2018-08-06,0.0,µg/L,0,true
נת_חולון_16,"DICHLOROETHYLENE 1,1",2018-08-06,20.5,µg/L,3,true
נת_חולון_16,ETHYL BENZENE,2018-08-06,0.0,µg/L,0,true
נת_חולון_16,IRON TOTAL AS FE,2018-08-06,0.0,µg/L,0,true
נת_חולון_16,LEAD AS PB,2018-08-06,0.0,µg/L,0,true
נת_חולון_16,MANGANESE TOTAL AS MN,2018-08-06,8.919,µg/L,2,true
נת_חולון_16,MONOCHLOROBENZENE,2018-08-06,0.0,µg/L,0,true
נת_חולון_16, MTBE,2018-08-06,1.0,µg/L,0,true
נת_חולון_16,NAPTHALENE,2018-08-06,0.0,µg/L,0,true
נת_חולון_16,NICKEL AS NI,2018-08-06,5.117,µg/L,2,true
נת_חולון_16,STRONTIUM AS SR,2018-08-06,953.872,µg/L,7,true
נת_חולון_16,TETRACHLORO ETHYLENE,2018-08-06,36.9,µg/L,3,true
נת_חולון_16,TOLUENE,2018-08-06,0.0,µg/L,0,true
נת_חולון_16,"TRANS-1,2 DICHLOROETHYLENE",2018-08-06,0.0,µg/L,0,true
נת_חולון_16,TRICHLORO ETHYLENE,2018-08-06,43.0,µg/L,3,true
נת_חולון_16,VINYL CHLORIDE,2018-08-06,0.0,µg/L,0,true
נת_חולון_16,XYLENE,2018-08-06,0.0,µg/L,0,true
נת_חולון_16,ZINC AS ZN,2018-08-06,51.324,µg/L,4,true
נת_חולון_16,"1,1-dichloroethane",2019-06-16,0.0,µg/L,0,true
נת_חולון_16,ARSENIC AS AS,2019-06-16,0.0,µg/L,0,true
נת_חולון_16,BARIUM AS BA,2019-06-16,190.551,µg/L,5,true
נת_חולון_16,BORON AS B,2019-06-16,113.298,µg/L,5,true
נת_חולון_16,CADMIUM AS CD,2019-06-16,0.0,µg/L,0,true
נת_חולון_16,CHLOROFORM,2019-06-16,0.0,µg/L,0,true
נת_חולון_16,CHROMIUM AS CR,2019-06-16,0.0,µg/L,0,true
נת_חולון_16,"CIS 1,2 DICHLOROETHYLENE",2019-06-16,5.6,µg/L,2,true
נת_חולון_16,COBALT AS CO,2019-06-16,0.0,µg/L,0,true
נת_חולון_16,COPPER AS CU,2019-06-16,0.0,µg/L,0,true
נת_חולון_16,"DICHLOROETHYLENE 1,1",2019-06-16,20.77,µg/L,3,true
נת_חולון_16,IRON TOTAL AS FE,2019-06-16,0.0,µg/L,0,true
נת_חולון_16,LEAD AS PB,2019-06-16,0.0,µg/L,0,true
נת_חולון_16,MANGANESE TOTAL AS MN,2019-06-16,5.027,µg/L,2,true
נת_חולון_16,NICKEL AS NI,2019-06-16,0.0,µg/L,0,true
נת_חולון_16,SELENIUM AS SE,2019-06-16,0.0,µg/L,0,true
נת_חולון_16,TETRACHLORO ETHYLENE,2019-06-16,48.1,µg/L,3,true
נת_חולון_16,"TRANS-1,2 DICHLOROETHYLENE",2019-06-16,0.0,µg/L,0,true
נת_חולון_16,TRICHLORO ETHYLENE,2019-06-16,181.0,µg/L,5,true
נת_חולון_16,VINYL CHLORIDE,2019-06-16,0.0,µg/L,0,true
נת_חולון_16,ZINC AS ZN,2019-06-16,0.0,µg/L,0,true
נת_חולון_16,DISSOLVED OXYGEN AS O2,2019-06-17,3.0,µg/L,1,true
נת_חולון_16,"1,1,2-trichloroethane",2020-09-17,0.0,µg/L,0,true
נת_חולון_16,"1,1-dichloroethane",2020-09-17,0.0,µg/L,0,true
נת_חולון_16,"1,2,3-trichlorobenzene",2020-09-17,0.0,µg/L,0,true
נת_חולון_16,"1,2,3-trichloropropane",2020-09-17,0.0,µg/L,0,true
נת_חולון_16,"1,2,4-trichlorobenzene",2020-09-17,0.0,µg/L,0,true
נת_חולון_16,"1,2,4 TRIMETHYLBENZENE",2020-09-17,0.0,µg/L,0,true
נת_חולון_16,"1,2-dibromo-3-chloropropane",2020-09-17,0.0,µg/L,0,true
נת_חולון_16,"1,2-dichloropropane",2020-09-17,0.0,µg/L,0,true
נת_חולון_16,"1,3,5 TRIMETHYLBENZENE",2020-09-17,0.0,µg/L,0,true
נת_חולון_16,"1,3-dichlorobenzene",2020-09-17,0.0,µg/L,0,true
נת_חולון_16,"1,4 DIOXANE",2020-09-17,0.4,µg/L,0,true
נת_חולון_16,ARSENIC AS AS,2020-09-17,0.0,µg/L,0,true
נת_חולון_16,BARIUM AS BA,2020-09-17,216.227,µg/L,6,true
נת_חולון_16,BENZENE,2020-09-17,0.0,µg/L,0,true
נת_חולון_16,BICARBONATE AS HCO3,2020-09-17,453.0,µg/L,6,true
נת_חולון_16,BORON AS B,2020-09-17,0.094,µg/L,0,true
נת_חולון_16,BROMIDE AS BR,2020-09-17,0.408,µg/L,0,true
נת_חולון_16,CADMIUM AS CD,2020-09-17,0.0,µg/L,0,true
נת_חולון_16,CALCIUM AS CA,2020-09-17,126.344,µg/L,5,true
נת_חולון_16,CARBON TETRACHLORIDE,2020-09-17,0.0,µg/L,0,true
נת_חולון_16,CHLORIDE AS CL,2020-09-17,92.086,µg/L,4,true
נת_חולון_16,Chloroethane,2020-09-17,0.0,µg/L,0,true
נת_חולון_16,CHLOROFORM,2020-09-17,1.0,µg/L,0,true
נת_חולון_16,Chloromethane,2020-09-17,0.0,µg/L,0,true
נת_חולון_16,CHROMIUM AS CR,2020-09-17,0.0,µg/L,0,true
נת_חולון_16,"CIS 1,2 DICHLOROETHYLENE",2020-09-17,1.0,µg/L,0,true
נת_חולון_16,COBALT AS CO,2020-09-17,0.0,µg/L,0,true
נת_חולון_16,COPPER AS CU,2020-09-17,2.5,µg/L,1,true
נת_חולון_16,Dibromochloro methane  ,2020-09-17,0.0,µg/L,0,true
נת_חולון_16,dibromomethane,2020-09-17,0.0,µg/L,0,true
נת_חולון_16,"DICHLOROBENZEN 1,4",2020-09-17,0.0,µg/L,0,true
נת_חולון_16,Dichlorodifluoromethane,2020-09-17,0.0,µg/L,0,true
נת_חולון_16,"DICHLOROETHANE1,2",2020-09-17,0.0,µg/L,0,true
נת_חולון_16,"DICHLOROETHYLENE 1,1",2020-09-17,9.843,µg/L,2,true
נת_חולון_16,DISSOLVED OXYGEN AS O2,2020-09-17,4.28,µg/L,1,true
נת_חולון_16,ETHYL BENZENE,2020-09-17,0.0,µg/L,0,true
נת_חולון_16,ETHYLENE DI BROMIDE,2020-09-17,0.0,µg/L,0,true
נת_חולון_16,IRON TOTAL AS FE,2020-09-17,5.033,µg/L,2,true
נת_חולון_16,LEAD AS PB,2020-09-17,0.0,µg/L,0,true
נת_חולון_16,MAGNESIUM AS MG,2020-09-17,19.691,µg/L,3,true
נת_חולון_16,MANGANESE TOTAL AS MN,2020-09-17,109.668,µg/L,5,true
נת_חולון_16,Methylene chloride ,2020-09-17,0.0,µg/L,0,true
נת_חולון_16,MONOCHLOROBENZENE,2020-09-17,0.0,µg/L,0,true
נת_חולון_16, MTBE,2020-09-17,0.0,µg/L,0,true
נת_חולון_16,NAPTHALENE,2020-09-17,0.0,µg/L,0,true
נת_חולון_16,NICKEL AS NI,2020-09-17,0.0,µg/L,0,true
נת_חולון_16,NITRATE AS NO3,2020-09-17,18.862,µg/L,3,true
נת_חולון_16,POTASSIUM AS K,2020-09-17,3.272,µg/L,1,true
נת_חולון_16,SELENIUM AS SE,2020-09-17,0.0,µg/L,0,true
נת_חולון_16,SODIUM AS NA,2020-09-17,70.506,µg/L,4,true
נת_חולון_16,STYRENE,2020-09-17,0.0,µg/L,0,true
נת_חולון_16,SULFATE AS SO4,2020-09-17,44.704,µg/L,3,true
נת_חולון_16,TETRACHLORO ETHYLENE,2020-09-17,4.809,µg/L,1,true
נת_חולון_16,TOLUENE,2020-09-17,0.0,µg/L,0,true
נת_חולון_16,"TRANS-1,2 DICHLOROETHYLENE",2020-09-17,0.0,µg/L,0,true
נת_חולון_16,Tribromomethane,2020-09-17,0.0,µg/L,0,true
נת_חולון_16,"TRICHLORO ETHANE 1,1,1",2020-09-17,0.0,µg/L,0,true
נת_חולון_16,TRICHLORO ETHYLENE,2020-09-17,12.914,µg/L,3,true
נת_חולון_16,Trichlorofluoromethane,2020-09-17,0.0,µg/L,0,true
נת_חולון_16,VINYL CHLORIDE,2020-09-17,0.0,µg/L,0,true
נת_חולון_16,XYLENE,2020-09-17,0.0,µg/L,0,true
נת_חולון_16,ZINC AS ZN,2020-09-17,7.552,µg/L,2,true
נת_חולון_16,"1,1,2-trichloroethane",2021-04-20,0.0,µg/L,0,true
נת_חולון_16,"1,1-dichloroethane",2021-04-20,1.0,µg/L,0,true
נת_חולון_16,"1,2,3-trichlorobenzene",2021-04-20,0.0,µg/L,0,true
נת_חולון_16,"1,2,3-trichloropropane",2021-04-20,0.0,µg/L,0,true
נת_חולון_16,"1,2,4-trichlorobenzene",2021-04-20,0.0,µg/L,0,true
נת_חולון_16,"1,2,4 TRIMETHYLBENZENE",2021-04-20,0.0,µg/L,0,true
נת_חולון_16,"1,2-dibromo-3-chloropropane",2021-04-20,0.0,µg/L,0,true
נת_חולון_16,"1,2-dichloropropane",2021-04-20,0.0,µg/L,0,true
נת_חולון_16,"1,3,5 TRIMETHYLBENZENE",2021-04-20,0.0,µg/L,0,true
נת_חולון_16,"1,3-dichlorobenzene",2021-04-20,0.0,µg/L,0,true
נת_חולון_16,ARSENIC AS AS,2021-04-20,0.0,µg/L,0,true
נת_חולון_16,BARIUM AS BA,2021-04-20,256.765,µg/L,6,true
נת_חולון_16,BENZENE,2021-04-20,0.0,µg/L,0,true
נת_חולון_16,BICARBONATE AS HCO3,2021-04-20,547.0,µg/L,7,true
נת_חולון_16,BORON AS B,2021-04-20,0.098,µg/L,0,true
נת_חולון_16,BROMIDE AS BR,2021-04-20,0.517,µg/L,0,true
נת_חולון_16,CADMIUM AS CD,2021-04-20,0.0,µg/L,0,true
נת_חולון_16,CALCIUM AS CA,2021-04-20,140.976,µg/L,5,true
נת_חולון_16,CARBON TETRACHLORIDE,2021-04-20,0.0,µg/L,0,true
נת_חולון_16,CHLORIDE AS CL,2021-04-20,136.962,µg/L,5,true
נת_חולון_16,Chloroethane,2021-04-20,0.0,µg/L,0,true
נת_חולון_16,CHLOROFORM,2021-04-20,1.0,µg/L,0,true
נת_חולון_16,Chloromethane,2021-04-20,0.0,µg/L,0,true
נת_חולון_16,CHROMIUM AS CR,2021-04-20,2.5,µg/L,1,true
נת_חולון_16,"CIS 1,2 DICHLOROETHYLENE",2021-04-20,2.792,µg/L,1,true
נת_חולון_16,COBALT AS CO,2021-04-20,0.0,µg/L,0,true
נת_חולון_16,COPPER AS CU,2021-04-20,3.875,µg/L,1,true
נת_חולון_16,Dibromochloro methane  ,2021-04-20,0.0,µg/L,0,true
נת_חולון_16,dibromomethane,2021-04-20,0.0,µg/L,0,true
נת_חולון_16,"DICHLOROBENZEN 1,4",2021-04-20,0.0,µg/L,0,true
נת_חולון_16,Dichlorodifluoromethane,2021-04-20,0.0,µg/L,0,true
נת_חולון_16,"DICHLOROETHANE1,2",2021-04-20,0.0,µg/L,0,true
נת_חולון_16,"DICHLOROETHYLENE 1,1",2021-04-20,6.159,µg/L,2,true
נת_חולון_16,ETHYL BENZENE,2021-04-20,1.0,µg/L,0,true
נת_חולון_16,ETHYLENE DI BROMIDE,2021-04-20,0.0,µg/L,0,true
נת_חולון_16,IRON TOTAL AS FE,2021-04-20,5.0,µg/L,1,true
נת_חולון_16,LEAD AS PB,2021-04-20,0.0,µg/L,0,true
נת_חולון_16,MAGNESIUM AS MG,2021-04-20,26.429,µg/L,3,true
נת_חולון_16,MANGANESE TOTAL AS MN,2021-04-20,2.5,µg/L,1,true
נת_חולון_16,Methylene chloride ,2021-04-20,0.0,µg/L,0,true
נת_חולון_16,MONOCHLOROBENZENE,2021-04-20,0.0,µg/L,0,true
נת_חולון_16, MTBE,2021-04-20,0.0,µg/L,0,true
נת_חולון_16,NAPTHALENE,2021-04-20,0.0,µg/L,0,true
נת_חולון_16,NICKEL AS NI,2021-04-20,0.0,µg/L,0,true
נת_חולון_16,NITRATE AS NO3,2021-04-20,31.426,µg/L,3,true
נת_חולון_16,POTASSIUM AS K,2021-04-20,2.48,µg/L,1,true
נת_חולון_16,SELENIUM AS SE,2021-04-20,0.0,µg/L,0,true
נת_חולון_16,SODIUM AS NA,2021-04-20,78.542,µg/L,4,true
נת_חולון_16,STYRENE,2021-04-20,0.0,µg/L,0,true
נת_חולון_16,SULFATE AS SO4,2021-04-20,33.47,µg/L,3,true
נת_חולון_16,TETRACHLORO ETHYLENE,2021-04-20,7.919,µg/L,2,true
נת_חולון_16,TOLUENE,2021-04-20,1.0,µg/L,0,true
נת_חולון_16,"TRANS-1,2 DICHLOROETHYLENE",2021-04-20,1.0,µg/L,0,true
נת_חולון_16,Tribromomethane,2021-04-20,0.0,µg/L,0,true
נת_חולון_16,"TRICHLORO ETHANE 1,1,1",2021-04-20,0.0,µg/L,0,true
נת_חולון_16,TRICHLORO ETHYLENE,2021-04-20,24.444,µg/L,3,true
נת_חולון_16,Trichlorofluoromethane,2021-04-20,0.0,µg/L,0,true
נת_חולון_16,VINYL CHLORIDE,2021-04-20,0.0,µg/L,0,true
נת_חולון_16,XYLENE,2021-04-20,6.527,µg/L,2,true
נת_חולון_16,ZINC AS ZN,2021-04-20,10.228,µg/L,3,true
נת_חולון_16,DISSOLVED OXYGEN AS O2,2021-05-20,4.76,µg/L,1,true
נת_חולון_16,"1,1,2-trichloroethane",2022-06-08,0.0,µg/L,0,true
נת_חולון_16,"1,1-dichloroethane",2022-06-08,1.0,µg/L,0,true
נת_חולון_16,"1,2,3-trichlorobenzene",2022-06-08,0.0,µg/L,0,true
נת_חולון_16,"1,2,3-trichloropropane",2022-06-08,0.0,µg/L,0,true
נת_חולון_16,"1,2,4-trichlorobenzene",2022-06-08,0.0,µg/L,0,true
נת_חולון_16,"1,2,4 TRIMETHYLBENZENE",2022-06-08,0.0,µg/L,0,true
נת_חולון_16,"1,2-dibromo-3-chloropropane",2022-06-08,0.0,µg/L,0,true
נת_חולון_16,"1,2-dichloropropane",2022-06-08,0.0,µg/L,0,true
נת_חולון_16,"1,3,5 TRIMETHYLBENZENE",2022-06-08,0.0,µg/L,0,true
נת_חולון_16,"1,3-dichlorobenzene",2022-06-08,0.0,µg/L,0,true
נת_חולון_16,ARSENIC AS AS,2022-06-08,0.0,µg/L,0,true
נת_חולון_16,BARIUM AS BA,2022-06-08,195.071,µg/L,5,true
נת_חולון_16,BENZENE,2022-06-08,0.0,µg/L,0,true
נת_חולון_16,BICARBONATE AS HCO3,2022-06-08,459.0,µg/L,6,true
נת_חולון_16,BORON AS B,2022-06-08,0.068,µg/L,0,true
נת_חולון_16,BROMIDE AS BR,2022-06-08,25.0,µg/L,3,true
נת_חולון_16,CADMIUM AS CD,2022-06-08,0.0,µg/L,0,true
נת_חולון_16,CALCIUM AS CA,2022-06-08,131.037,µg/L,5,true
נת_חולון_16,CARBON TETRACHLORIDE,2022-06-08,0.0,µg/L,0,true
נת_חולון_16,CHLORIDE AS CL,2022-06-08,42.498,µg/L,3,true
נת_חולון_16,Chloroethane,2022-06-08,0.0,µg/L,0,true
נת_חולון_16,CHLOROFORM,2022-06-08,1.0,µg/L,0,true
נת_חולון_16,Chloromethane,2022-06-08,0.0,µg/L,0,true
נת_חולון_16,CHROMIUM AS CR,2022-06-08,0.0,µg/L,0,true
נת_חולון_16,"CIS 1,2 DICHLOROETHYLENE",2022-06-08,2.741,µg/L,1,true
נת_חולון_16,COBALT AS CO,2022-06-08,0.0,µg/L,0,true
נת_חולון_16,COPPER AS CU,2022-06-08,5.0,µg/L,1,true
נת_חולון_16,Dibromochloro methane  ,2022-06-08,0.0,µg/L,0,true
נת_חולון_16,dibromomethane,2022-06-08,0.0,µg/L,0,true
נת_חולון_16,"DICHLOROBENZEN 1,4",2022-06-08,0.0,µg/L,0,true
נת_חולון_16,Dichlorodifluoromethane,2022-06-08,0.0,µg/L,0,true
נת_חולון_16,"DICHLOROETHANE1,2",2022-06-08,0.0,µg/L,0,true
נת_חולון_16,"DICHLOROETHYLENE 1,1",2022-06-08,4.539,µg/L,1,true
נת_חולון_16,DISSOLVED OXYGEN AS O2,2022-06-08,5.59,µg/L,2,true
נת_חולון_16,ETHYL BENZENE,2022-06-08,1.0,µg/L,0,true
נת_חולון_16,ETHYLENE DI BROMIDE,2022-06-08,0.0,µg/L,0,true
נת_חולון_16,IRON TOTAL AS FE,2022-06-08,10.0,µg/L,2,true
נת_חולון_16,LEAD AS PB,2022-06-08,0.0,µg/L,0,true
נת_חולון_16,MAGNESIUM AS MG,2022-06-08,16.446,µg/L,3,true
נת_חולון_16,MANGANESE TOTAL AS MN,2022-06-08,5.0,µg/L,1,true
נת_חולון_16,Methylene chloride ,2022-06-08,0.0,µg/L,0,true
נת_חולון_16,MONOCHLOROBENZENE,2022-06-08,0.0,µg/L,0,true
נת_חולון_16, MTBE,2022-06-08,1.0,µg/L,0,true
נת_חולון_16,NAPTHALENE,2022-06-08,0.0,µg/L,0,true
נת_חולון_16,NICKEL AS NI,2022-06-08,0.0,µg/L,0,true
נת_חולון_16,NITRATE AS NO3,2022-06-08,17.35,µg/L,3,true
נת_חולון_16,POTASSIUM AS K,2022-06-08,1.403,µg/L,1,true
נת_חולון_16,SELENIUM AS SE,2022-06-08,0.0,µg/L,0,true
נת_חולון_16,SODIUM AS NA,2022-06-08,30.789,µg/L,3,true
נת_חולון_16,STYRENE,2022-06-08,0.0,µg/L,0,true
נת_חולון_16,SULFATE AS SO4,2022-06-08,17.944,µg/L,3,true
נת_חולון_16,TETRACHLORO ETHYLENE,2022-06-08,5.11,µg/L,2,true
נת_חולון_16,TOLUENE,2022-06-08,0.0,µg/L,0,true
נת_חולון_16,"TRANS-1,2 DICHLOROETHYLENE",2022-06-08,1.0,µg/L,0,true
נת_חולון_16,Tribromomethane,2022-06-08,0.0,µg/L,0,true
נת_חולון_16,"TRICHLORO ETHANE 1,1,1",2022-06-08,0.0,µg/L,0,true
