borehole,name_he,family,param_code,param_name,date,concentration,unit,drinking_water_standard,pct_of_standard,year
נד_אגד_אזור_n2,נד אגד אזור N2,FUEL,ETHYL BENZENE,ETHYL BENZENE,2025-02-23,741.0,microgr/L,300.0,247.0,2025
נד_אגד_אזור_n2,נד אגד אזור N2,FUEL,XYLENE,XYLENE,2025-02-23,1780.0,microgr/L,500.0,356.0,2025
נד_אגד_אזור_n3,נד אגד אזור N3,FUEL, MTBE,MTBE,2024-03-05,544.0,microgr/L,40.0,1360.0,2024
נד_אגד_אזור_n3,נד אגד אזור N3,FUEL, MTBE,MTBE,2025-02-23,1260.0,microgr/L,40.0,3150.0,2025
נד_אגד_אזור_n3,נד אגד אזור N3,FUEL,BENZENE,BENZENE,2024-03-05,172.0,microgr/L,5.0,3440.0,2024
נד_אגד_אזור_n3,נד אגד אזור N3,FUEL,BENZENE,BENZENE,2025-02-23,629.0,microgr/L,5.0,12580.0,2025
נד_אגד_אזור_n3,נד אגד אזור N3,FUEL,ETHYL BENZENE,ETHYL BENZENE,2025-02-23,501.0,microgr/L,300.0,167.0,2025
נד_אגד_אזור_n4,נד אגד אזור N4,FUEL, MTBE,MTBE,2024-03-05,354.0,microgr/L,40.0,885.0,2024
נד_אגד_אזור_n4,נד אגד אזור N4,FUEL, MTBE,MTBE,2025-02-23,495.0,microgr/L,40.0,1237.5,2025
נד_אגד_אזור_n4,נד אגד אזור N4,FUEL,BENZENE,BENZENE,2024-03-05,311.0,microgr/L,5.0,6220.0,2024
נד_אגד_אזור_n4,נד אגד אזור N4,FUEL,BENZENE,BENZENE,2025-02-23,229.0,microgr/L,5.0,4580.0,2025
נד_אגד_אזור_n4,נד אגד אזור N4,FUEL,TOLUENE,TOLUENE,2024-03-05,1680.0,microgr/L,700.0,240.0,2024
נד_אגד_אזור_n4,נד אגד אזור N4,FUEL,XYLENE,XYLENE,2024-03-05,2730.0,microgr/L,500.0,546.0,2024
נד_אגד_איזור_7,נד אגד איזור 7,FUEL, MTBE,MTBE,2022-04-15,14600.0,microgr/L,40.0,36500.0,2022
נד_אגד_איזור_7,נד אגד איזור 7,FUEL,BENZENE,BENZENE,2022-04-15,3550.0,microgr/L,5.0,71000.0,2022
נד_דלק_הצבי_1,נד דלק הצבי 1,FUEL, MTBE,MTBE,2013-07-09,700.0,microgr/L,40.0,1750.0,2013
נד_דלק_הצבי_1,נד דלק הצבי 1,FUEL, MTBE,MTBE,2014-01-12,1100.0,microgr/L,40.0,2750.0,2014
נד_דלק_הצבי_1,נד דלק הצבי 1,FUEL, MTBE,MTBE,2014-07-15,400.0,microgr/L,40.0,1000.0,2014
נד_דלק_הצבי_1,נד דלק הצבי 1,FUEL, MTBE,MTBE,2015-01-13,50.0,microgr/L,40.0,125.0,2015
נד_דלק_הצבי_1,נד דלק הצבי 1,FUEL, MTBE,MTBE,2016-01-21,2900.0,microgr/L,40.0,7250.0,2016
נד_דלק_הצבי_1,נד דלק הצבי 1,FUEL, MTBE,MTBE,2016-07-24,2350.0,microgr/L,40.0,5875.0,2016
נד_דלק_הצבי_1,נד דלק הצבי 1,FUEL, MTBE,MTBE,2017-01-19,910.0,microgr/L,40.0,2275.0,2017
נד_דלק_הצבי_1,נד דלק הצבי 1,FUEL, MTBE,MTBE,2017-07-18,1610.0,microgr/L,40.0,4025.0,2017
נד_דלק_הצבי_1,נד דלק הצבי 1,FUEL, MTBE,MTBE,2018-04-09,3000.0,microgr/L,40.0,7500.0,2018
נד_דלק_הצבי_1,נד דלק הצבי 1,FUEL, MTBE,MTBE,2019-03-25,100.0,microgr/L,40.0,250.0,2019
נד_דלק_הצבי_1,נד דלק הצבי 1,FUEL, MTBE,MTBE,2020-04-27,250.0,microgr/L,40.0,625.0,2020
נד_דלק_הצבי_1,נד דלק הצבי 1,FUEL, MTBE,MTBE,2020-09-24,3800.0,microgr/L,40.0,9500.0,2020
נד_דלק_הצבי_1,נד דלק הצבי 1,FUEL, MTBE,MTBE,2021-04-26,2100.0,microgr/L,40.0,5250.0,2021
נד_דלק_הצבי_1,נד דלק הצבי 1,FUEL, MTBE,MTBE,2021-09-19,1700.0,microgr/L,40.0,4250.0,2021
נד_דלק_הצבי_1,נד דלק הצבי 1,FUEL, MTBE,MTBE,2022-03-15,604.0,microgr/L,40.0,1510.0,2022
נד_דלק_הצבי_1,נד דלק הצבי 1,FUEL, MTBE,MTBE,2022-09-14,1070.0,microgr/L,40.0,2675.0,2022
נד_דלק_הצבי_1,נד דלק הצבי 1,FUEL, MTBE,MTBE,2023-09-14,301.346,microgr/L,40.0,753.37,2023
נד_דלק_הצבי_1,נד דלק הצבי 1,FUEL, MTBE,MTBE,2024-02-19,70.0,microgr/L,40.0,175.0,2024
נד_דלק_הצבי_1,נד דלק הצבי 1,FUEL, MTBE,MTBE,2024-09-29,260.0,microgr/L,40.0,650.0,2024
נד_דלק_הצבי_1,נד דלק הצבי 1,FUEL,BENZENE,BENZENE,2014-01-12,7.0,microgr/L,5.0,140.0,2014
נד_דלק_הצבי_1,נד דלק הצבי 1,FUEL,BENZENE,BENZENE,2015-01-13,10.0,microgr/L,5.0,200.0,2015
נד_דלק_הצבי_1,נד דלק הצבי 1,FUEL,BENZENE,BENZENE,2015-06-29,10.0,microgr/L,5.0,200.0,2015
נד_דלק_הצבי_1,נד דלק הצבי 1,FUEL,BENZENE,BENZENE,2016-07-24,10.0,microgr/L,5.0,200.0,2016
נד_דלק_הצבי_1,נד דלק הצבי 1,FUEL,BENZENE,BENZENE,2018-04-09,9.0,microgr/L,5.0,180.0,2018
נד_דלק_הצבי_1,נד דלק הצבי 1,FUEL,BENZENE,BENZENE,2019-03-25,10.0,microgr/L,5.0,200.0,2019
נד_דלק_הצבי_1,נד דלק הצבי 1,FUEL,BENZENE,BENZENE,2024-02-19,1000.0,microgr/L,5.0,20000.0,2024
נד_דלק_הצבי_1,נד דלק הצבי 1,FUEL,ETHYL BENZENE,ETHYL BENZENE,2024-02-19,1000.0,microgr/L,300.0,333.33,2024
נד_דלק_הצבי_1,נד דלק הצבי 1,INDUSTRY,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2023-09-14,66.871,microgr/L,10.0,668.71,2023
נד_דלק_הצבי_1,נד דלק הצבי 1,FUEL,TOLUENE,TOLUENE,2024-02-19,1000.0,microgr/L,700.0,142.86,2024
נד_דלק_הצבי_1,נד דלק הצבי 1,INDUSTRY,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2023-09-14,17.637,microgr/L,7.5,235.16,2023
נד_דלק_הצבי_1,נד דלק הצבי 1,INDUSTRY,VINYL CHLORIDE,VINYL CHLORIDE,2023-09-14,1.0,microgr/L,0.5,200.0,2023
נד_דלק_הצבי_1,נד דלק הצבי 1,FUEL,XYLENE,XYLENE,2024-02-19,1000.0,microgr/L,500.0,200.0,2024
נד_דלק_הצבי_2,נד דלק הצבי 2,FUEL, MTBE,MTBE,2019-03-25,300.0,microgr/L,40.0,750.0,2019
נד_דלק_הצבי_2,נד דלק הצבי 2,FUEL, MTBE,MTBE,2020-04-27,1200.0,microgr/L,40.0,3000.0,2020
נד_דלק_הצבי_2,נד דלק הצבי 2,FUEL, MTBE,MTBE,2020-09-24,9100.0,microgr/L,40.0,22750.0,2020
נד_דלק_הצבי_2,נד דלק הצבי 2,FUEL, MTBE,MTBE,2021-09-19,2300.0,microgr/L,40.0,5750.0,2021
נד_דלק_הצבי_2,נד דלק הצבי 2,FUEL, MTBE,MTBE,2022-03-15,771.0,microgr/L,40.0,1927.5,2022
נד_דלק_הצבי_2,נד דלק הצבי 2,FUEL, MTBE,MTBE,2022-09-14,1040.0,microgr/L,40.0,2600.0,2022
נד_דלק_הצבי_2,נד דלק הצבי 2,FUEL, MTBE,MTBE,2023-09-14,652.307,microgr/L,40.0,1630.77,2023
נד_דלק_הצבי_2,נד דלק הצבי 2,FUEL, MTBE,MTBE,2025-03-17,1670.0,microgr/L,40.0,4175.0,2025
נד_דלק_הצבי_2,נד דלק הצבי 2,FUEL,BENZENE,BENZENE,2019-03-25,10.0,microgr/L,5.0,200.0,2019
נד_דלק_הצבי_2,נד דלק הצבי 2,FUEL,BENZENE,BENZENE,2025-03-17,36.0,microgr/L,5.0,720.0,2025
נד_דלק_הצבי_2,נד דלק הצבי 2,INDUSTRY,"DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2023-09-14,63.613,microgr/L,10.0,636.13,2023
נד_דלק_הצבי_2,נד דלק הצבי 2,INDUSTRY,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2023-09-14,31.81,microgr/L,10.0,318.1,2023
נד_דלק_הצבי_2,נד דלק הצבי 2,INDUSTRY,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2023-09-14,246.0,microgr/L,7.5,3280.0,2023
נד_דלק_הצבי_2,נד דלק הצבי 2,INDUSTRY,VINYL CHLORIDE,VINYL CHLORIDE,2023-09-14,3.394,microgr/L,0.5,678.8,2023
נד_דלק_השבעה_נ/1,נד דלק השבעה נ/1,FUEL, MTBE,MTBE,2013-12-04,70.0,microgr/L,40.0,175.0,2013
נד_דלק_השבעה_נ/1,נד דלק השבעה נ/1,FUEL, MTBE,MTBE,2017-04-20,130.0,microgr/L,40.0,325.0,2017
נד_דלק_מובילי_גוש_דן_1,נד דלק מובילי גוש דן 1,FUEL, MTBE,MTBE,2011-09-14,6800.0,microgr/L,40.0,17000.0,2011
נד_דלק_מובילי_גוש_דן_1,נד דלק מובילי גוש דן 1,FUEL, MTBE,MTBE,2012-03-04,50.0,microgr/L,40.0,125.0,2012
נד_דלק_מובילי_גוש_דן_1,נד דלק מובילי גוש דן 1,FUEL, MTBE,MTBE,2012-08-12,19000.0,microgr/L,40.0,47500.0,2012
נד_דלק_מובילי_גוש_דן_1,נד דלק מובילי גוש דן 1,FUEL, MTBE,MTBE,2013-07-18,200.0,microgr/L,40.0,500.0,2013
נד_דלק_מובילי_גוש_דן_1,נד דלק מובילי גוש דן 1,FUEL, MTBE,MTBE,2013-09-02,28000.0,microgr/L,40.0,70000.0,2013
נד_דלק_מובילי_גוש_דן_1,נד דלק מובילי גוש דן 1,FUEL, MTBE,MTBE,2013-12-01,7500.0,microgr/L,40.0,18750.0,2013
נד_דלק_מובילי_גוש_דן_1,נד דלק מובילי גוש דן 1,FUEL, MTBE,MTBE,2014-07-14,70.0,microgr/L,40.0,175.0,2014
נד_דלק_מובילי_גוש_דן_1,נד דלק מובילי גוש דן 1,FUEL, MTBE,MTBE,2014-11-20,700.0,microgr/L,40.0,1750.0,2014
נד_דלק_מובילי_גוש_דן_1,נד דלק מובילי גוש דן 1,FUEL, MTBE,MTBE,2015-06-21,1300.0,microgr/L,40.0,3250.0,2015
נד_דלק_מובילי_גוש_דן_1,נד דלק מובילי גוש דן 1,FUEL,BENZENE,BENZENE,2011-09-14,20.0,microgr/L,5.0,400.0,2011
נד_דלק_מובילי_גוש_דן_1,נד דלק מובילי גוש דן 1,FUEL,BENZENE,BENZENE,2013-09-02,40.0,microgr/L,5.0,800.0,2013
נד_דלק_מובילי_גוש_דן_1,נד דלק מובילי גוש דן 1,FUEL,BENZENE,BENZENE,2013-12-01,10.0,microgr/L,5.0,200.0,2013
נד_דלק_מובילי_גוש_דן_2,נד דלק מובילי גוש דן 2,FUEL, MTBE,MTBE,2012-03-04,1200.0,microgr/L,40.0,3000.0,2012
נד_דלק_מובילי_גוש_דן_2,נד דלק מובילי גוש דן 2,FUEL, MTBE,MTBE,2012-08-12,17000.0,microgr/L,40.0,42500.0,2012
נד_דלק_מובילי_גוש_דן_2,נד דלק מובילי גוש דן 2,FUEL, MTBE,MTBE,2013-09-02,2000.0,microgr/L,40.0,5000.0,2013
נד_דלק_מובילי_גוש_דן_2,נד דלק מובילי גוש דן 2,FUEL, MTBE,MTBE,2013-12-01,50.0,microgr/L,40.0,125.0,2013
נד_דלק_מובילי_גוש_דן_2,נד דלק מובילי גוש דן 2,FUEL, MTBE,MTBE,2015-06-21,78.8,microgr/L,40.0,197.0,2015
נד_דלק_מובילי_גוש_דן_2,נד דלק מובילי גוש דן 2,FUEL, MTBE,MTBE,2016-06-30,60.0,microgr/L,40.0,150.0,2016
נד_דלק_מובילי_גוש_דן_2,נד דלק מובילי גוש דן 2,FUEL, MTBE,MTBE,2017-07-18,7440.0,microgr/L,40.0,18600.0,2017
נד_דלק_מובילי_גוש_דן_2,נד דלק מובילי גוש דן 2,FUEL,BENZENE,BENZENE,2017-07-18,20.0,microgr/L,5.0,400.0,2017
נד_דלק_מרכבות_האש_1,נד דלק מרכבות האש 1,FUEL, MTBE,MTBE,2011-04-06,24000.0,microgr/L,40.0,60000.0,2011
נד_דלק_מרכבות_האש_1,נד דלק מרכבות האש 1,FUEL, MTBE,MTBE,2012-02-29,3000.0,microgr/L,40.0,7500.0,2012
נד_דלק_מרכבות_האש_1,נד דלק מרכבות האש 1,FUEL, MTBE,MTBE,2012-07-27,3700.0,microgr/L,40.0,9250.0,2012
נד_דלק_מרכבות_האש_1,נד דלק מרכבות האש 1,FUEL, MTBE,MTBE,2013-05-13,2000.0,microgr/L,40.0,5000.0,2013
נד_דלק_מרכבות_האש_1,נד דלק מרכבות האש 1,FUEL, MTBE,MTBE,2013-08-29,11000.0,microgr/L,40.0,27500.0,2013
נד_דלק_מרכבות_האש_1,נד דלק מרכבות האש 1,FUEL, MTBE,MTBE,2013-12-12,10000.0,microgr/L,40.0,25000.0,2013
נד_דלק_מרכבות_האש_1,נד דלק מרכבות האש 1,FUEL, MTBE,MTBE,2014-12-23,2000.0,microgr/L,40.0,5000.0,2014
נד_דלק_מרכבות_האש_1,נד דלק מרכבות האש 1,FUEL, MTBE,MTBE,2015-07-26,4000.0,microgr/L,40.0,10000.0,2015
נד_דלק_מרכבות_האש_1,נד דלק מרכבות האש 1,FUEL, MTBE,MTBE,2017-05-28,9390.0,microgr/L,40.0,23475.0,2017
נד_דלק_מרכבות_האש_1,נד דלק מרכבות האש 1,FUEL, MTBE,MTBE,2018-06-28,1100.0,microgr/L,40.0,2750.0,2018
נד_דלק_מרכבות_האש_1,נד דלק מרכבות האש 1,FUEL, MTBE,MTBE,2019-03-07,2000.0,microgr/L,40.0,5000.0,2019
נד_דלק_מרכבות_האש_1,נד דלק מרכבות האש 1,FUEL, MTBE,MTBE,2020-01-20,350.0,microgr/L,40.0,875.0,2020
נד_דלק_מרכבות_האש_1,נד דלק מרכבות האש 1,FUEL, MTBE,MTBE,2021-01-17,400.0,microgr/L,40.0,1000.0,2021
נד_דלק_מרכבות_האש_1,נד דלק מרכבות האש 1,FUEL, MTBE,MTBE,2021-03-16,650.0,microgr/L,40.0,1625.0,2021
נד_דלק_מרכבות_האש_1,נד דלק מרכבות האש 1,FUEL, MTBE,MTBE,2021-09-13,460.0,microgr/L,40.0,1150.0,2021
נד_דלק_מרכבות_האש_1,נד דלק מרכבות האש 1,FUEL, MTBE,MTBE,2023-03-01,7380.0,microgr/L,40.0,18450.0,2023
נד_דלק_מרכבות_האש_1,נד דלק מרכבות האש 1,FUEL, MTBE,MTBE,2023-05-30,1330.0,microgr/L,40.0,3325.0,2023
נד_דלק_מרכבות_האש_1,נד דלק מרכבות האש 1,FUEL, MTBE,MTBE,2025-05-14,50.0,microgr/L,40.0,125.0,2025
נד_דלק_מרכבות_האש_1,נד דלק מרכבות האש 1,FUEL,BENZENE,BENZENE,2011-04-06,300.0,microgr/L,5.0,6000.0,2011
נד_דלק_מרכבות_האש_1,נד דלק מרכבות האש 1,FUEL,BENZENE,BENZENE,2012-02-29,40.0,microgr/L,5.0,800.0,2012
נד_דלק_מרכבות_האש_1,נד דלק מרכבות האש 1,FUEL,BENZENE,BENZENE,2012-07-27,7.0,microgr/L,5.0,140.0,2012
נד_דלק_מרכבות_האש_1,נד דלק מרכבות האש 1,FUEL,BENZENE,BENZENE,2013-05-13,100.0,microgr/L,5.0,2000.0,2013
נד_דלק_מרכבות_האש_1,נד דלק מרכבות האש 1,FUEL,BENZENE,BENZENE,2013-08-29,300.0,microgr/L,5.0,6000.0,2013
נד_דלק_מרכבות_האש_1,נד דלק מרכבות האש 1,FUEL,BENZENE,BENZENE,2013-12-12,600.0,microgr/L,5.0,12000.0,2013
נד_דלק_מרכבות_האש_1,נד דלק מרכבות האש 1,FUEL,BENZENE,BENZENE,2014-12-23,6.0,microgr/L,5.0,120.0,2014
נד_דלק_מרכבות_האש_1,נד דלק מרכבות האש 1,FUEL,BENZENE,BENZENE,2015-07-26,50.0,microgr/L,5.0,1000.0,2015
נד_דלק_מרכבות_האש_1,נד דלק מרכבות האש 1,FUEL,BENZENE,BENZENE,2017-05-28,150.0,microgr/L,5.0,3000.0,2017
נד_דלק_מרכבות_האש_1,נד דלק מרכבות האש 1,FUEL,BENZENE,BENZENE,2018-06-28,20.0,microgr/L,5.0,400.0,2018
נד_דלק_מרכבות_האש_1,נד דלק מרכבות האש 1,FUEL,BENZENE,BENZENE,2019-03-07,10.0,microgr/L,5.0,200.0,2019
נד_דלק_מרכבות_האש_1,נד דלק מרכבות האש 1,FUEL,BENZENE,BENZENE,2020-01-20,10.0,microgr/L,5.0,200.0,2020
נד_דלק_מרכבות_האש_1,נד דלק מרכבות האש 1,FUEL,BENZENE,BENZENE,2021-01-17,10.0,microgr/L,5.0,200.0,2021
נד_דלק_מרכבות_האש_1,נד דלק מרכבות האש 1,FUEL,BENZENE,BENZENE,2021-03-16,10.0,microgr/L,5.0,200.0,2021
נד_דלק_מרכבות_האש_1,נד דלק מרכבות האש 1,FUEL,BENZENE,BENZENE,2021-09-13,20.0,microgr/L,5.0,400.0,2021
נד_דלק_מרכבות_האש_1,נד דלק מרכבות האש 1,FUEL,BENZENE,BENZENE,2023-03-01,20.0,microgr/L,5.0,400.0,2023
נד_דלק_מרכבות_האש_1,נד דלק מרכבות האש 1,FUEL,BENZENE,BENZENE,2023-05-30,17.1,microgr/L,5.0,342.0,2023
נד_דלק_מרכבות_האש_1,נד דלק מרכבות האש 1,FUEL,BENZENE,BENZENE,2025-05-14,10.0,microgr/L,5.0,200.0,2025
נד_דלק_מרכבות_האש_1,נד דלק מרכבות האש 1,FUEL,ETHYL BENZENE,ETHYL BENZENE,2013-12-12,500.0,microgr/L,300.0,166.67,2013
נד_דלק_מרכבות_האש_1,נד דלק מרכבות האש 1,FUEL,XYLENE,XYLENE,2011-04-06,1000.0,microgr/L,500.0,200.0,2011
נד_דלק_מרכבות_האש_1,נד דלק מרכבות האש 1,FUEL,XYLENE,XYLENE,2013-12-12,800.0,microgr/L,500.0,160.0,2013
נד_דלק_מרכבות_האש_1,נד דלק מרכבות האש 1,FUEL,XYLENE,XYLENE,2017-05-28,1860.0,microgr/L,500.0,372.0,2017
נד_דלק_מרכבות_האש_1,נד דלק מרכבות האש 1,FUEL,XYLENE,XYLENE,2018-06-28,670.0,microgr/L,500.0,134.0,2018
נד_דלק_מרכבות_האש_2,נד דלק מרכבות האש 2,FUEL, MTBE,MTBE,2012-02-29,50.0,microgr/L,40.0,125.0,2012
נד_דלק_מרכבות_האש_2,נד דלק מרכבות האש 2,FUEL, MTBE,MTBE,2012-07-27,800.0,microgr/L,40.0,2000.0,2012
נד_דלק_מרכבות_האש_2,נד דלק מרכבות האש 2,FUEL, MTBE,MTBE,2013-05-13,6000.0,microgr/L,40.0,15000.0,2013
נד_דלק_מרכבות_האש_2,נד דלק מרכבות האש 2,FUEL, MTBE,MTBE,2013-08-29,5000.0,microgr/L,40.0,12500.0,2013
נד_דלק_מרכבות_האש_2,נד דלק מרכבות האש 2,FUEL, MTBE,MTBE,2013-12-12,2100.0,microgr/L,40.0,5250.0,2013
נד_דלק_מרכבות_האש_2,נד דלק מרכבות האש 2,FUEL, MTBE,MTBE,2014-12-23,6000.0,microgr/L,40.0,15000.0,2014
נד_דלק_מרכבות_האש_2,נד דלק מרכבות האש 2,FUEL, MTBE,MTBE,2015-07-26,5100.0,microgr/L,40.0,12750.0,2015
נד_דלק_מרכבות_האש_2,נד דלק מרכבות האש 2,FUEL, MTBE,MTBE,2015-12-20,2400.0,microgr/L,40.0,6000.0,2015
נד_דלק_מרכבות_האש_2,נד דלק מרכבות האש 2,FUEL, MTBE,MTBE,2017-05-28,7220.0,microgr/L,40.0,18050.0,2017
נד_דלק_מרכבות_האש_2,נד דלק מרכבות האש 2,FUEL, MTBE,MTBE,2018-06-28,2200.0,microgr/L,40.0,5500.0,2018
נד_דלק_מרכבות_האש_2,נד דלק מרכבות האש 2,FUEL, MTBE,MTBE,2019-03-07,7500.0,microgr/L,40.0,18750.0,2019
נד_דלק_מרכבות_האש_2,נד דלק מרכבות האש 2,FUEL, MTBE,MTBE,2020-01-20,558.1,microgr/L,40.0,1395.25,2020
נד_דלק_מרכבות_האש_2,נד דלק מרכבות האש 2,FUEL, MTBE,MTBE,2021-01-17,5800.0,microgr/L,40.0,14500.0,2021
נד_דלק_מרכבות_האש_2,נד דלק מרכבות האש 2,FUEL, MTBE,MTBE,2021-09-13,3900.0,microgr/L,40.0,9750.0,2021
נד_דלק_מרכבות_האש_2,נד דלק מרכבות האש 2,FUEL, MTBE,MTBE,2023-03-01,5150.0,microgr/L,40.0,12875.0,2023
נד_דלק_מרכבות_האש_2,נד דלק מרכבות האש 2,FUEL, MTBE,MTBE,2023-05-30,3060.0,microgr/L,40.0,7650.0,2023
נד_דלק_מרכבות_האש_2,נד דלק מרכבות האש 2,FUEL, MTBE,MTBE,2024-01-15,1250.0,microgr/L,40.0,3125.0,2024
נד_דלק_מרכבות_האש_2,נד דלק מרכבות האש 2,FUEL, MTBE,MTBE,2025-05-14,900.0,microgr/L,40.0,2250.0,2025
נד_דלק_מרכבות_האש_2,נד דלק מרכבות האש 2,FUEL,BENZENE,BENZENE,2013-05-13,60.0,microgr/L,5.0,1200.0,2013
נד_דלק_מרכבות_האש_2,נד דלק מרכבות האש 2,FUEL,BENZENE,BENZENE,2013-08-29,20.0,microgr/L,5.0,400.0,2013
נד_דלק_מרכבות_האש_2,נד דלק מרכבות האש 2,FUEL,BENZENE,BENZENE,2013-12-12,10.0,microgr/L,5.0,200.0,2013
נד_דלק_מרכבות_האש_2,נד דלק מרכבות האש 2,FUEL,BENZENE,BENZENE,2015-12-20,40.0,microgr/L,5.0,800.0,2015
נד_דלק_מרכבות_האש_2,נד דלק מרכבות האש 2,FUEL,BENZENE,BENZENE,2019-03-07,10.0,microgr/L,5.0,200.0,2019
נד_דלק_מרכבות_האש_2,נד דלק מרכבות האש 2,FUEL,BENZENE,BENZENE,2020-01-20,14300.0,microgr/L,5.0,286000.0,2020
נד_דלק_מרכבות_האש_2,נד דלק מרכבות האש 2,FUEL,BENZENE,BENZENE,2021-01-17,10.0,microgr/L,5.0,200.0,2021
נד_דלק_מרכבות_האש_2,נד דלק מרכבות האש 2,FUEL,BENZENE,BENZENE,2021-09-13,10.0,microgr/L,5.0,200.0,2021
נד_דלק_מרכבות_האש_2,נד דלק מרכבות האש 2,FUEL,BENZENE,BENZENE,2023-03-01,16.9,microgr/L,5.0,338.0,2023
נד_דלק_מרכבות_האש_2,נד דלק מרכבות האש 2,FUEL,BENZENE,BENZENE,2023-05-30,78.0,microgr/L,5.0,1560.0,2023
נד_דלק_מרכבות_האש_2,נד דלק מרכבות האש 2,FUEL,BENZENE,BENZENE,2025-05-14,100.0,microgr/L,5.0,2000.0,2025
נד_דלק_מרכבות_האש_3,נד דלק מרכבות האש 3,FUEL, MTBE,MTBE,2012-02-29,890.0,microgr/L,40.0,2225.0,2012
נד_דלק_מרכבות_האש_3,נד דלק מרכבות האש 3,FUEL, MTBE,MTBE,2012-07-27,16000.0,microgr/L,40.0,40000.0,2012
נד_דלק_מרכבות_האש_3,נד דלק מרכבות האש 3,FUEL, MTBE,MTBE,2013-05-13,6500.0,microgr/L,40.0,16250.0,2013
נד_דלק_מרכבות_האש_3,נד דלק מרכבות האש 3,FUEL, MTBE,MTBE,2013-08-29,3000.0,microgr/L,40.0,7500.0,2013
נד_דלק_מרכבות_האש_3,נד דלק מרכבות האש 3,FUEL, MTBE,MTBE,2013-12-12,3000.0,microgr/L,40.0,7500.0,2013
נד_דלק_מרכבות_האש_3,נד דלק מרכבות האש 3,FUEL, MTBE,MTBE,2015-12-20,4500.0,microgr/L,40.0,11250.0,2015
נד_דלק_מרכבות_האש_3,נד דלק מרכבות האש 3,FUEL, MTBE,MTBE,2017-05-28,990.0,microgr/L,40.0,2475.0,2017
נד_דלק_מרכבות_האש_3,נד דלק מרכבות האש 3,FUEL, MTBE,MTBE,2018-06-28,760.0,microgr/L,40.0,1900.0,2018
נד_דלק_מרכבות_האש_3,נד דלק מרכבות האש 3,FUEL, MTBE,MTBE,2019-03-07,70.0,microgr/L,40.0,175.0,2019
נד_דלק_מרכבות_האש_3,נד דלק מרכבות האש 3,FUEL, MTBE,MTBE,2021-01-17,100.0,microgr/L,40.0,250.0,2021
נד_דלק_מרכבות_האש_3,נד דלק מרכבות האש 3,FUEL, MTBE,MTBE,2023-03-01,130.0,microgr/L,40.0,325.0,2023
נד_דלק_מרכבות_האש_3,נד דלק מרכבות האש 3,FUEL, MTBE,MTBE,2023-05-30,186.0,microgr/L,40.0,465.0,2023
נד_דלק_מרכבות_האש_3,נד דלק מרכבות האש 3,FUEL, MTBE,MTBE,2024-01-15,79.9,microgr/L,40.0,199.75,2024
נד_דלק_מרכבות_האש_3,נד דלק מרכבות האש 3,FUEL,BENZENE,BENZENE,2012-02-29,20.0,microgr/L,5.0,400.0,2012
נד_דלק_מרכבות_האש_3,נד דלק מרכבות האש 3,FUEL,BENZENE,BENZENE,2013-05-13,20.0,microgr/L,5.0,400.0,2013
נד_דלק_מרכבות_האש_3,נד דלק מרכבות האש 3,FUEL,BENZENE,BENZENE,2013-08-29,40.0,microgr/L,5.0,800.0,2013
נד_דלק_מרכבות_האש_3,נד דלק מרכבות האש 3,FUEL,BENZENE,BENZENE,2013-12-12,40.0,microgr/L,5.0,800.0,2013
נד_דלק_מרכבות_האש_3,נד דלק מרכבות האש 3,FUEL,BENZENE,BENZENE,2015-12-20,30.0,microgr/L,5.0,600.0,2015
נד_דלק_מרכבות_האש_3,נד דלק מרכבות האש 3,FUEL,BENZENE,BENZENE,2019-03-07,10.0,microgr/L,5.0,200.0,2019
נד_דלק_מרכבות_האש_3,נד דלק מרכבות האש 3,FUEL,BENZENE,BENZENE,2020-01-20,10.0,microgr/L,5.0,200.0,2020
נד_דלק_מרכבות_האש_3,נד דלק מרכבות האש 3,FUEL,BENZENE,BENZENE,2021-01-17,10.0,microgr/L,5.0,200.0,2021
נד_דלק_מרכבות_האש_3,נד דלק מרכבות האש 3,FUEL,BENZENE,BENZENE,2021-09-13,20.0,microgr/L,5.0,400.0,2021
נד_דלק_מרכבות_האש_3,נד דלק מרכבות האש 3,FUEL,BENZENE,BENZENE,2023-05-30,5.45,microgr/L,5.0,109.0,2023
נד_דלק_מרכבות_האש_3,נד דלק מרכבות האש 3,FUEL,BENZENE,BENZENE,2025-05-14,10.0,microgr/L,5.0,200.0,2025
נד_דלק_מרכבות_האש_4,נד דלק מרכבות האש 4,FUEL, MTBE,MTBE,2014-03-18,2400.0,microgr/L,40.0,6000.0,2014
נד_דלק_מרכבות_האש_4,נד דלק מרכבות האש 4,FUEL, MTBE,MTBE,2014-12-23,29800.0,microgr/L,40.0,74500.0,2014
נד_דלק_מרכבות_האש_4,נד דלק מרכבות האש 4,FUEL, MTBE,MTBE,2015-07-26,4900.0,microgr/L,40.0,12250.0,2015
נד_דלק_מרכבות_האש_4,נד דלק מרכבות האש 4,FUEL, MTBE,MTBE,2017-05-28,960.0,microgr/L,40.0,2400.0,2017
