borehole,name_he,family,param_code,param_name,max_date,max_concentration,unit,drinking_water_standard,pct_of_standard,n_since_2018
נת_חולון_6,נת חולון 6,METALS,CADMIUM AS CD,CADMIUM AS CD,2023-01-12,0.0,microgr/L,5.0,0.0,1
נת_חולון_12,נת חולון 12,METALS,ARSENIC AS AS,ARSENIC AS AS,2019-06-17,0.0,microgr/L,10.0,0.0,2
נת_חולון_12,נת חולון 12,METALS,CHROMIUM AS CR,CHROMIUM AS CR,2019-06-17,11.755,microgr/L,50.0,23.51,2
נת_חולון_12,נת חולון 12,METALS,LEAD AS PB,LEAD AS PB,2019-06-17,0.0,microgr/L,10.0,0.0,2
נת_חולון_12,נת חולון 12,METALS,NICKEL AS NI,NICKEL AS NI,2019-06-17,0.0,microgr/L,20.0,0.0,2
נת_חולון_12,נת חולון 12,FUEL,"1,2,4 TRIMETHYLBENZENE","1,2,4 TRIMETHYLBENZENE",2021-05-26,0.0,microgr/L,,,2
נת_חולון_12,נת חולון 12,FUEL,BENZENE,BENZENE,2021-05-26,0.0,microgr/L,5.0,0.0,2
נת_חולון_12,נת חולון 12,INDUSTRY,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,2024-11-27,1.0,microgr/L,4.0,25.0,2
נת_חולון_12,נת חולון 12,INDUSTRY,CHLOROFORM,CHLOROFORM,2021-05-26,1.0,microgr/L,80.0,1.25,3
נת_חולון_12,נת חולון 12,INDUSTRY,"CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2024-11-27,1.0,microgr/L,50.0,2.0,3
נת_חולון_12,נת חולון 12,INDUSTRY,"DICHLOROETHANE1,2","DICHLOROETHANE1,2",2021-05-26,0.0,microgr/L,4.0,0.0,2
נת_חולון_12,נת חולון 12,INDUSTRY,"DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2021-05-26,6.239,microgr/L,10.0,62.39,3
נת_חולון_12,נת חולון 12,FUEL, MTBE,MTBE,2024-11-27,1.0,microgr/L,40.0,2.5,2
נת_חולון_12,נת חולון 12,INDUSTRY,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2019-06-17,2.43,microgr/L,10.0,24.3,3
נת_חולון_12,נת חולון 12,FUEL,TOLUENE,TOLUENE,2021-05-26,1.0,microgr/L,700.0,0.14,2
נת_חולון_12,נת חולון 12,INDUSTRY,"TRANS-1,2 DICHLOROETHYLENE","TRANS-1,2 DICHLOROETHYLENE",2019-06-17,0.0,microgr/L,50.0,0.0,3
נת_חולון_12,נת חולון 12,INDUSTRY,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2024-11-27,21.235,microgr/L,7.5,283.13,3
נת_חולון_12,נת חולון 12,INDUSTRY,VINYL CHLORIDE,VINYL CHLORIDE,2019-06-17,0.0,microgr/L,0.5,0.0,3
נת_חולון_12,נת חולון 12,FUEL,XYLENE,XYLENE,2021-05-26,10.352,microgr/L,500.0,2.07,2
נת_חולון_12,נת חולון 12,METALS,CADMIUM AS CD,CADMIUM AS CD,2019-06-17,0.0,microgr/L,5.0,0.0,2
נת_חולון_12,נת חולון 12,FUEL,ETHYL BENZENE,ETHYL BENZENE,2021-05-26,1.0,microgr/L,300.0,0.33,2
נת_חולון_12,נת חולון 12,FUEL,"1,3,5 TRIMETHYLBENZENE","1,3,5 TRIMETHYLBENZENE",2021-05-26,0.0,microgr/L,,,2
נת_חולון_16,נת חולון 16,FUEL,"1,2,4 TRIMETHYLBENZENE","1,2,4 TRIMETHYLBENZENE",2018-08-06,0.0,microgr/L,,,5
נת_חולון_16,נת חולון 16,FUEL,"1,3,5 TRIMETHYLBENZENE","1,3,5 TRIMETHYLBENZENE",2018-08-06,0.0,microgr/L,,,5
נת_חולון_16,נת חולון 16,FUEL,BENZENE,BENZENE,2024-11-18,1.0,microgr/L,5.0,20.0,5
נת_חולון_16,נת חולון 16,INDUSTRY,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,2020-09-17,0.0,microgr/L,4.0,0.0,4
נת_חולון_16,נת חולון 16,INDUSTRY,CHLOROFORM,CHLOROFORM,2020-09-17,1.0,microgr/L,80.0,1.25,6
נת_חולון_16,נת חולון 16,INDUSTRY,"CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2024-11-18,56.906,microgr/L,50.0,113.81,6
נת_חולון_16,נת חולון 16,INDUSTRY,"DICHLOROETHANE1,2","DICHLOROETHANE1,2",2020-09-17,0.0,microgr/L,4.0,0.0,4
נת_חולון_16,נת חולון 16,INDUSTRY,"DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2024-11-18,33.228,microgr/L,10.0,332.28,6
נת_חולון_16,נת חולון 16,FUEL,ETHYL BENZENE,ETHYL BENZENE,2021-04-20,1.0,microgr/L,300.0,0.33,5
נת_חולון_16,נת חולון 16,FUEL, MTBE,MTBE,2018-08-06,1.0,microgr/L,40.0,2.5,5
נת_חולון_16,נת חולון 16,INDUSTRY,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2024-11-18,131.646,microgr/L,10.0,1316.46,6
נת_חולון_16,נת חולון 16,FUEL,TOLUENE,TOLUENE,2021-04-20,1.0,microgr/L,700.0,0.14,5
נת_חולון_16,נת חולון 16,INDUSTRY,"TRANS-1,2 DICHLOROETHYLENE","TRANS-1,2 DICHLOROETHYLENE",2024-11-18,1.357,microgr/L,50.0,2.71,6
נת_חולון_16,נת חולון 16,INDUSTRY,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2024-11-18,337.998,microgr/L,7.5,4506.64,6
נת_חולון_16,נת חולון 16,INDUSTRY,VINYL CHLORIDE,VINYL CHLORIDE,2018-08-06,0.0,microgr/L,0.5,0.0,6
נת_חולון_16,נת חולון 16,FUEL,XYLENE,XYLENE,2021-04-20,6.527,microgr/L,500.0,1.31,5
נת_חולון_16,נת חולון 16,INDUSTRY,"1,4 DIOXANE","1,4 DIOXANE",2026-02-10,8.9,microgr/L,3.0,296.67,2
נת_חולון_16,נת חולון 16,METALS,CHROMIUM AS CR,CHROMIUM AS CR,2018-08-06,4.88,microgr/L,50.0,9.76,5
נת_חולון_16,נת חולון 16,METALS,NICKEL AS NI,NICKEL AS NI,2018-08-06,5.117,microgr/L,20.0,25.59,5
נת_חולון_16,נת חולון 16,METALS,ARSENIC AS AS,ARSENIC AS AS,2018-08-06,0.0,microgr/L,10.0,0.0,5
נת_חולון_16,נת חולון 16,METALS,CADMIUM AS CD,CADMIUM AS CD,2018-08-06,0.0,microgr/L,5.0,0.0,5
נת_חולון_16,נת חולון 16,METALS,LEAD AS PB,LEAD AS PB,2018-08-06,0.0,microgr/L,10.0,0.0,5
נד_פז_קריית_שרת_1,נד פז קריית שרת 1,FUEL,BENZENE,BENZENE,2020-12-09,10.0,microgr/L,5.0,200.0,2
נד_פז_קריית_שרת_1,נד פז קריית שרת 1,FUEL,ETHYL BENZENE,ETHYL BENZENE,2020-12-09,10.0,microgr/L,300.0,3.33,2
נד_פז_קריית_שרת_1,נד פז קריית שרת 1,FUEL, MTBE,MTBE,2020-12-09,10.0,microgr/L,40.0,25.0,2
נד_פז_קריית_שרת_1,נד פז קריית שרת 1,FUEL,TOLUENE,TOLUENE,2020-12-09,10.0,microgr/L,700.0,1.43,2
נד_פז_קריית_שרת_1,נד פז קריית שרת 1,FUEL,XYLENE,XYLENE,2020-12-09,10.0,microgr/L,500.0,2.0,2
מק_חולון_12,מק חולון 12,METALS,ARSENIC AS AS,ARSENIC AS AS,2021-04-20,0.0,microgr/L,10.0,0.0,1
מק_חולון_12,מק חולון 12,METALS,CADMIUM AS CD,CADMIUM AS CD,2021-04-20,0.0,microgr/L,5.0,0.0,1
מק_חולון_12,מק חולון 12,METALS,CHROMIUM AS CR,CHROMIUM AS CR,2021-04-20,1.9,microgr/L,50.0,3.8,1
מק_חולון_12,מק חולון 12,METALS,LEAD AS PB,LEAD AS PB,2021-04-20,0.0,microgr/L,10.0,0.0,1
מק_חולון_12,מק חולון 12,METALS,NICKEL AS NI,NICKEL AS NI,2021-04-20,0.0,microgr/L,20.0,0.0,1
מק_חולון_12,מק חולון 12,METALS,MERCURY AS HG,MERCURY AS HG,2021-04-20,0.0,microgr/L,1.0,0.0,1
מק_חולון_12,מק חולון 12,FUEL, MTBE,MTBE,2021-04-20,0.0,microgr/L,40.0,0.0,1
מק_חולון_12,מק חולון 12,FUEL,BENZENE,BENZENE,2021-04-20,0.0,microgr/L,5.0,0.0,1
מק_חולון_12,מק חולון 12,INDUSTRY,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,2021-04-20,0.0,microgr/L,4.0,0.0,1
מק_חולון_12,מק חולון 12,INDUSTRY,CHLOROFORM,CHLOROFORM,2021-04-20,0.0,microgr/L,80.0,0.0,1
מק_חולון_12,מק חולון 12,INDUSTRY,"CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2021-04-20,0.0,microgr/L,50.0,0.0,1
מק_חולון_12,מק חולון 12,INDUSTRY,"CIS+ TRANS 1,2 DICHLOROETHELYENE","CIS+ TRANS 1,2 DICHLOROETHELYENE",2021-04-20,0.0,microgr/L,,,1
מק_חולון_12,מק חולון 12,INDUSTRY,"DICHLOROETHANE1,2","DICHLOROETHANE1,2",2021-04-20,0.0,microgr/L,4.0,0.0,1
מק_חולון_12,מק חולון 12,INDUSTRY,"DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2021-04-20,0.0,microgr/L,10.0,0.0,1
מק_חולון_12,מק חולון 12,FUEL,ETHYL BENZENE,ETHYL BENZENE,2021-04-20,0.0,microgr/L,300.0,0.0,1
מק_חולון_12,מק חולון 12,INDUSTRY,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2021-04-20,0.0,microgr/L,10.0,0.0,1
מק_חולון_12,מק חולון 12,FUEL,TOLUENE,TOLUENE,2021-04-20,0.0,microgr/L,700.0,0.0,1
מק_חולון_12,מק חולון 12,INDUSTRY,"TRANS-1,2 DICHLOROETHYLENE","TRANS-1,2 DICHLOROETHYLENE",2021-04-20,0.0,microgr/L,50.0,0.0,1
מק_חולון_12,מק חולון 12,INDUSTRY,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2021-04-20,0.0,microgr/L,7.5,0.0,1
מק_חולון_12,מק חולון 12,INDUSTRY,VINYL CHLORIDE,VINYL CHLORIDE,2021-04-20,0.0,microgr/L,0.5,0.0,1
מק_חולון_12,מק חולון 12,FUEL,XYLENE,XYLENE,2021-04-20,0.0,microgr/L,500.0,0.0,1
מק_חולון_12,מק חולון 12,PFAS,Perfluorobutane Sulfonic Acid,Perfluorobutane Sulfonic Acid,2023-06-05,0.0,microgr/L,0.1,0.0,2
מק_חולון_12,מק חולון 12,PFAS,Perfluorobytanoic acid,Perfluorobytanoic acid,2023-06-05,0.0,microgr/L,0.1,0.0,1
מק_חולון_12,מק חולון 12,PFAS,Perfluoroheptanoic acid,Perfluoroheptanoic acid,2023-06-05,0.0,microgr/L,0.1,0.0,2
מק_חולון_12,מק חולון 12,PFAS,Perfluorohexanesulfonic acid,Perfluorohexanesulfonic acid,2023-06-05,0.0,microgr/L,0.1,0.0,2
מק_חולון_12,מק חולון 12,PFAS,Perfluorohexanoic acid,Perfluorohexanoic acid,2023-06-05,0.0,microgr/L,0.1,0.0,2
מק_חולון_12,מק חולון 12,PFAS,Perfluorononanoic acid,Perfluorononanoic acid,2023-06-05,0.0,microgr/L,0.1,0.0,1
מק_חולון_12,מק חולון 12,PFAS,Per-FluoroOctaneSulfonate,Per-FluoroOctaneSulfonate,2023-06-05,0.0,microgr/L,0.1,0.0,2
מק_חולון_12,מק חולון 12,PFAS,Per-FluoroOctanoic Acid,Per-FluoroOctanoic Acid,2023-06-05,0.0,microgr/L,0.1,0.0,2
מק_חולון_12,מק חולון 12,PFAS,Perfluoropentanoic acid,Perfluoropentanoic acid,2023-06-05,0.0,microgr/L,0.1,0.0,1
נד_המרכבה_ק2,נד המרכבה ק2,FUEL,BENZENE,BENZENE,2018-08-28,300.0,microgr/L,5.0,6000.0,5
נד_המרכבה_ק2,נד המרכבה ק2,FUEL,ETHYL BENZENE,ETHYL BENZENE,2018-08-28,1300.0,microgr/L,300.0,433.33,5
נד_המרכבה_ק2,נד המרכבה ק2,FUEL, MTBE,MTBE,2019-09-09,1200.0,microgr/L,40.0,3000.0,5
נד_המרכבה_ק2,נד המרכבה ק2,FUEL,TOLUENE,TOLUENE,2018-08-28,3500.0,microgr/L,700.0,500.0,5
נד_המרכבה_ק2,נד המרכבה ק2,FUEL,XYLENE,XYLENE,2018-08-28,4600.0,microgr/L,500.0,920.0,5
נד_המרכבה_ק3,נד המרכבה ק3,FUEL,BENZENE,BENZENE,2018-08-28,200.0,microgr/L,5.0,4000.0,6
נד_המרכבה_ק3,נד המרכבה ק3,FUEL,ETHYL BENZENE,ETHYL BENZENE,2018-08-28,1200.0,microgr/L,300.0,400.0,6
נד_המרכבה_ק3,נד המרכבה ק3,FUEL, MTBE,MTBE,2018-01-09,3600.0,microgr/L,40.0,9000.0,6
נד_המרכבה_ק3,נד המרכבה ק3,FUEL,TOLUENE,TOLUENE,2018-08-28,3000.0,microgr/L,700.0,428.57,6
נד_המרכבה_ק3,נד המרכבה ק3,FUEL,XYLENE,XYLENE,2018-08-28,3900.0,microgr/L,500.0,780.0,6
נד_המרכבה_ק3,נד המרכבה ק3,FUEL,"1,2,4 TRIMETHYLBENZENE","1,2,4 TRIMETHYLBENZENE",2021-04-11,0.0,microgr/L,,,1
נד_המרכבה_ק3,נד המרכבה ק3,FUEL,"1,3,5 TRIMETHYLBENZENE","1,3,5 TRIMETHYLBENZENE",2021-04-11,0.0,microgr/L,,,1
נד_המרכבה_ק3,נד המרכבה ק3,METALS,ARSENIC AS AS,ARSENIC AS AS,2021-04-11,0.0,microgr/L,10.0,0.0,1
נד_המרכבה_ק3,נד המרכבה ק3,METALS,CADMIUM AS CD,CADMIUM AS CD,2021-04-11,0.0,microgr/L,5.0,0.0,1
נד_המרכבה_ק3,נד המרכבה ק3,INDUSTRY,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,2021-04-11,0.0,microgr/L,4.0,0.0,1
נד_המרכבה_ק3,נד המרכבה ק3,INDUSTRY,CHLOROFORM,CHLOROFORM,2021-04-11,0.0,microgr/L,80.0,0.0,1
נד_המרכבה_ק3,נד המרכבה ק3,METALS,CHROMIUM AS CR,CHROMIUM AS CR,2021-04-11,0.0,microgr/L,50.0,0.0,1
נד_המרכבה_ק3,נד המרכבה ק3,INDUSTRY,"CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2021-04-11,0.0,microgr/L,50.0,0.0,1
נד_המרכבה_ק3,נד המרכבה ק3,INDUSTRY,"DICHLOROETHANE1,2","DICHLOROETHANE1,2",2021-04-11,0.0,microgr/L,4.0,0.0,1
נד_המרכבה_ק3,נד המרכבה ק3,INDUSTRY,"DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2021-04-11,0.0,microgr/L,10.0,0.0,1
נד_המרכבה_ק3,נד המרכבה ק3,METALS,LEAD AS PB,LEAD AS PB,2021-04-11,0.0,microgr/L,10.0,0.0,1
נד_המרכבה_ק3,נד המרכבה ק3,METALS,NICKEL AS NI,NICKEL AS NI,2021-04-11,10.0,microgr/L,20.0,50.0,1
נד_המרכבה_ק3,נד המרכבה ק3,INDUSTRY,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2021-04-11,0.0,microgr/L,10.0,0.0,1
נד_המרכבה_ק3,נד המרכבה ק3,INDUSTRY,"TRANS-1,2 DICHLOROETHYLENE","TRANS-1,2 DICHLOROETHYLENE",2021-04-11,0.0,microgr/L,50.0,0.0,1
נד_המרכבה_ק3,נד המרכבה ק3,INDUSTRY,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2021-04-11,0.0,microgr/L,7.5,0.0,1
נד_המרכבה_ק3,נד המרכבה ק3,INDUSTRY,VINYL CHLORIDE,VINYL CHLORIDE,2021-04-11,0.0,microgr/L,0.5,0.0,1
נד_סונול_משמר_השבעה_3,נד סונול משמר השבעה 3,FUEL,BENZENE,BENZENE,2020-03-24,1.0,microgr/L,5.0,20.0,8
נד_סונול_משמר_השבעה_3,נד סונול משמר השבעה 3,FUEL,ETHYL BENZENE,ETHYL BENZENE,2020-03-24,1.0,microgr/L,300.0,0.33,8
נד_סונול_משמר_השבעה_3,נד סונול משמר השבעה 3,FUEL, MTBE,MTBE,2018-05-15,130.0,microgr/L,40.0,325.0,8
נד_סונול_משמר_השבעה_3,נד סונול משמר השבעה 3,FUEL,TOLUENE,TOLUENE,2018-05-15,170.0,microgr/L,700.0,24.29,8
נד_סונול_משמר_השבעה_3,נד סונול משמר השבעה 3,FUEL,XYLENE,XYLENE,2020-03-24,5.0,microgr/L,500.0,1.0,8
נד_סונול_משמר_השבעה_4,נד סונול משמר השבעה 4,FUEL,BENZENE,BENZENE,2019-09-16,1.0,microgr/L,5.0,20.0,7
נד_סונול_משמר_השבעה_4,נד סונול משמר השבעה 4,FUEL,ETHYL BENZENE,ETHYL BENZENE,2019-09-16,1.0,microgr/L,300.0,0.33,7
נד_סונול_משמר_השבעה_4,נד סונול משמר השבעה 4,FUEL, MTBE,MTBE,2019-09-16,1.0,microgr/L,40.0,2.5,7
נד_סונול_משמר_השבעה_4,נד סונול משמר השבעה 4,FUEL,TOLUENE,TOLUENE,2024-09-09,3.0,microgr/L,700.0,0.43,7
נד_סונול_משמר_השבעה_4,נד סונול משמר השבעה 4,FUEL,XYLENE,XYLENE,2019-09-16,5.0,microgr/L,500.0,1.0,7
נד_סונול_משמר_השבעה_5,נד סונול משמר השבעה 5,FUEL,BENZENE,BENZENE,2019-09-16,1.0,microgr/L,5.0,20.0,7
נד_סונול_משמר_השבעה_5,נד סונול משמר השבעה 5,FUEL,ETHYL BENZENE,ETHYL BENZENE,2019-09-16,1.0,microgr/L,300.0,0.33,7
נד_סונול_משמר_השבעה_5,נד סונול משמר השבעה 5,FUEL, MTBE,MTBE,2020-03-24,40.0,microgr/L,40.0,100.0,7
נד_סונול_משמר_השבעה_5,נד סונול משמר השבעה 5,FUEL,TOLUENE,TOLUENE,2019-09-16,1.0,microgr/L,700.0,0.14,7
נד_סונול_משמר_השבעה_5,נד סונול משמר השבעה 5,FUEL,XYLENE,XYLENE,2019-09-16,7.0,microgr/L,500.0,1.4,7
נת_חולון_2,נת חולון 2,FUEL,"1,2,4 TRIMETHYLBENZENE","1,2,4 TRIMETHYLBENZENE",2018-07-17,0.0,microgr/L,,,3
נת_חולון_2,נת חולון 2,FUEL,BENZENE,BENZENE,2021-04-13,1.0,microgr/L,5.0,20.0,3
נת_חולון_2,נת חולון 2,INDUSTRY,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,2022-06-08,1.0,microgr/L,4.0,25.0,2
נת_חולון_2,נת חולון 2,INDUSTRY,CHLOROFORM,CHLOROFORM,2022-06-08,287.3,microgr/L,80.0,359.12,4
נת_חולון_2,נת חולון 2,INDUSTRY,"CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2022-06-08,177.3,microgr/L,50.0,354.6,4
נת_חולון_2,נת חולון 2,INDUSTRY,"DICHLOROETHANE1,2","DICHLOROETHANE1,2",2021-04-13,1.0,microgr/L,4.0,25.0,2
נת_חולון_2,נת חולון 2,INDUSTRY,"DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2022-06-08,67.0,microgr/L,10.0,670.0,4
נת_חולון_2,נת חולון 2,FUEL, MTBE,MTBE,2021-04-13,1.0,microgr/L,40.0,2.5,3
נת_חולון_2,נת חולון 2,INDUSTRY,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2019-06-16,533.2,microgr/L,10.0,5332.0,4
נת_חולון_2,נת חולון 2,FUEL,TOLUENE,TOLUENE,2022-06-08,1.0,microgr/L,700.0,0.14,3
נת_חולון_2,נת חולון 2,INDUSTRY,"TRANS-1,2 DICHLOROETHYLENE","TRANS-1,2 DICHLOROETHYLENE",2019-06-16,1.07,microgr/L,50.0,2.14,4
נת_חולון_2,נת חולון 2,INDUSTRY,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2022-06-08,1256.288,microgr/L,7.5,16750.51,4
נת_חולון_2,נת חולון 2,INDUSTRY,VINYL CHLORIDE,VINYL CHLORIDE,2018-07-17,0.0,microgr/L,0.5,0.0,4
נת_חולון_2,נת חולון 2,FUEL,XYLENE,XYLENE,2022-06-08,3.0,microgr/L,500.0,0.6,3
נת_חולון_2,נת חולון 2,FUEL,ETHYL BENZENE,ETHYL BENZENE,2022-06-08,1.0,microgr/L,300.0,0.33,3
נת_חולון_2,נת חולון 2,METALS,ARSENIC AS AS,ARSENIC AS AS,2018-07-17,0.0,microgr/L,10.0,0.0,4
נת_חולון_2,נת חולון 2,METALS,CHROMIUM AS CR,CHROMIUM AS CR,2022-06-08,60.375,microgr/L,50.0,120.75,4
נת_חולון_2,נת חולון 2,METALS,LEAD AS PB,LEAD AS PB,2018-07-17,0.0,microgr/L,10.0,0.0,4
נת_חולון_2,נת חולון 2,METALS,NICKEL AS NI,NICKEL AS NI,2018-07-17,0.0,microgr/L,20.0,0.0,4
נת_חולון_2,נת חולון 2,FUEL,"1,3,5 TRIMETHYLBENZENE","1,3,5 TRIMETHYLBENZENE",2018-07-17,0.0,microgr/L,,,3
נת_חולון_2,נת חולון 2,METALS,CADMIUM AS CD,CADMIUM AS CD,2018-07-17,0.0,microgr/L,5.0,0.0,4
נת_חולון_7,נת חולון 7,FUEL,"1,2,4 TRIMETHYLBENZENE","1,2,4 TRIMETHYLBENZENE",2023-01-04,0.0,microgr/L,,,1
נת_חולון_7,נת חולון 7,METALS,ARSENIC AS AS,ARSENIC AS AS,2023-01-04,0.0,microgr/L,10.0,0.0,1
נת_חולון_7,נת חולון 7,FUEL,BENZENE,BENZENE,2023-01-04,1.0,microgr/L,5.0,20.0,1
נת_חולון_7,נת חולון 7,INDUSTRY,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,2023-01-04,0.0,microgr/L,4.0,0.0,1
נת_חולון_7,נת חולון 7,INDUSTRY,CHLOROFORM,CHLOROFORM,2023-01-04,97.61,microgr/L,80.0,122.01,1
נת_חולון_7,נת חולון 7,METALS,CHROMIUM AS CR,CHROMIUM AS CR,2023-01-04,31.414,microgr/L,50.0,62.83,1
נת_חולון_7,נת חולון 7,INDUSTRY,"CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2023-01-04,2.705,microgr/L,50.0,5.41,1
נת_חולון_7,נת חולון 7,INDUSTRY,"DICHLOROETHANE1,2","DICHLOROETHANE1,2",2023-01-04,1.0,microgr/L,4.0,25.0,1
נת_חולון_7,נת חולון 7,INDUSTRY,"DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2023-01-04,40.365,microgr/L,10.0,403.65,1
נת_חולון_7,נת חולון 7,METALS,LEAD AS PB,LEAD AS PB,2023-01-04,0.0,microgr/L,10.0,0.0,1
נת_חולון_7,נת חולון 7,FUEL, MTBE,MTBE,2023-01-04,0.0,microgr/L,40.0,0.0,1
נת_חולון_7,נת חולון 7,METALS,NICKEL AS NI,NICKEL AS NI,2023-01-04,0.0,microgr/L,20.0,0.0,1
נת_חולון_7,נת חולון 7,INDUSTRY,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2023-01-04,17.554,microgr/L,10.0,175.54,1
נת_חולון_7,נת חולון 7,FUEL,TOLUENE,TOLUENE,2023-01-04,1.0,microgr/L,700.0,0.14,1
נת_חולון_7,נת חולון 7,INDUSTRY,"TRANS-1,2 DICHLOROETHYLENE","TRANS-1,2 DICHLOROETHYLENE",2023-01-04,1.0,microgr/L,50.0,2.0,1
נת_חולון_7,נת חולון 7,INDUSTRY,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2023-01-04,569.088,microgr/L,7.5,7587.84,1
נת_חולון_7,נת חולון 7,INDUSTRY,VINYL CHLORIDE,VINYL CHLORIDE,2023-01-04,0.0,microgr/L,0.5,0.0,1
נת_חולון_7,נת חולון 7,FUEL,XYLENE,XYLENE,2023-01-04,3.0,microgr/L,500.0,0.6,1
נת_חולון_7,נת חולון 7,FUEL,"1,3,5 TRIMETHYLBENZENE","1,3,5 TRIMETHYLBENZENE",2023-01-04,0.0,microgr/L,,,1
נת_חולון_7,נת חולון 7,FUEL,ETHYL BENZENE,ETHYL BENZENE,2023-01-04,1.0,microgr/L,300.0,0.33,1
נת_חולון_7,נת חולון 7,INDUSTRY,"1,4 DIOXANE","1,4 DIOXANE",2023-01-04,17.2,microgr/L,3.0,573.33,1
נת_חולון_7,נת חולון 7,METALS,CADMIUM AS CD,CADMIUM AS CD,2023-01-04,0.0,microgr/L,5.0,0.0,1
נת_חולון_5,נת חולון 5,FUEL,"1,2,4 TRIMETHYLBENZENE","1,2,4 TRIMETHYLBENZENE",2023-01-04,0.0,microgr/L,,,1
נת_חולון_5,נת חולון 5,METALS,ARSENIC AS AS,ARSENIC AS AS,2023-01-04,0.0,microgr/L,10.0,0.0,1
נת_חולון_5,נת חולון 5,FUEL,BENZENE,BENZENE,2023-01-04,9.145,microgr/L,5.0,182.9,1
נת_חולון_5,נת חולון 5,INDUSTRY,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,2023-01-04,0.0,microgr/L,4.0,0.0,1
נת_חולון_5,נת חולון 5,INDUSTRY,CHLOROFORM,CHLOROFORM,2023-01-04,1.615,microgr/L,80.0,2.02,1
נת_חולון_5,נת חולון 5,METALS,CHROMIUM AS CR,CHROMIUM AS CR,2023-01-04,0.0,microgr/L,50.0,0.0,1
נת_חולון_5,נת חולון 5,INDUSTRY,"CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2023-01-04,17.32,microgr/L,50.0,34.64,1
נת_חולון_5,נת חולון 5,INDUSTRY,"DICHLOROETHANE1,2","DICHLOROETHANE1,2",2023-01-04,3.662,microgr/L,4.0,91.55,1
נת_חולון_5,נת חולון 5,INDUSTRY,"DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2023-01-04,98.057,microgr/L,10.0,980.57,1
נת_חולון_5,נת חולון 5,METALS,LEAD AS PB,LEAD AS PB,2023-01-04,0.0,microgr/L,10.0,0.0,1
נת_חולון_5,נת חולון 5,FUEL, MTBE,MTBE,2023-01-04,58.712,microgr/L,40.0,146.78,1
נת_חולון_5,נת חולון 5,METALS,NICKEL AS NI,NICKEL AS NI,2023-01-04,0.0,microgr/L,20.0,0.0,1
נת_חולון_5,נת חולון 5,INDUSTRY,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2023-01-04,3.478,microgr/L,10.0,34.78,1
נת_חולון_5,נת חולון 5,FUEL,TOLUENE,TOLUENE,2023-01-04,1.0,microgr/L,700.0,0.14,1
נת_חולון_5,נת חולון 5,INDUSTRY,"TRANS-1,2 DICHLOROETHYLENE","TRANS-1,2 DICHLOROETHYLENE",2023-01-04,1.0,microgr/L,50.0,2.0,1
נת_חולון_5,נת חולון 5,INDUSTRY,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2023-01-04,634.517,microgr/L,7.5,8460.23,1
נת_חולון_5,נת חולון 5,INDUSTRY,VINYL CHLORIDE,VINYL CHLORIDE,2023-01-04,1.0,microgr/L,0.5,200.0,1
נת_חולון_5,נת חולון 5,FUEL,XYLENE,XYLENE,2023-01-04,3.0,microgr/L,500.0,0.6,1
נת_חולון_5,נת חולון 5,FUEL,"1,3,5 TRIMETHYLBENZENE","1,3,5 TRIMETHYLBENZENE",2023-01-04,0.0,microgr/L,,,1
