borehole,name_he,family,param_code,param_name,first_sample_date,last_sample_date,n_samples,years_covered_count,last_year,monitoring_active_2024_or_later,trend_possible
נד_המרכבה_ק3,נד המרכבה ק3,METALS,NICKEL AS NI,NICKEL AS NI,2021-04-11,2021-04-11,1,1,2021,False,False
נד_המרכבה_ק3,נד המרכבה ק3,INDUSTRY,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2021-04-11,2021-04-11,1,1,2021,False,False
נד_המרכבה_ק3,נד המרכבה ק3,INDUSTRY,"TRANS-1,2 DICHLOROETHYLENE","TRANS-1,2 DICHLOROETHYLENE",2021-04-11,2021-04-11,1,1,2021,False,False
נד_המרכבה_ק3,נד המרכבה ק3,INDUSTRY,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2021-04-11,2021-04-11,1,1,2021,False,False
נד_המרכבה_ק3,נד המרכבה ק3,INDUSTRY,VINYL CHLORIDE,VINYL CHLORIDE,2021-04-11,2021-04-11,1,1,2021,False,False
נד_סונול_משמר_השבעה_3,נד סונול משמר השבעה 3,FUEL,BENZENE,BENZENE,2017-10-29,2024-09-09,9,7,2024,True,True
נד_סונול_משמר_השבעה_3,נד סונול משמר השבעה 3,FUEL,ETHYL BENZENE,ETHYL BENZENE,2017-10-29,2024-09-09,9,7,2024,True,True
נד_סונול_משמר_השבעה_3,נד סונול משמר השבעה 3,FUEL, MTBE,MTBE,2017-10-29,2024-09-09,9,7,2024,True,True
נד_סונול_משמר_השבעה_3,נד סונול משמר השבעה 3,FUEL,TOLUENE,TOLUENE,2017-10-29,2024-09-09,9,7,2024,True,True
נד_סונול_משמר_השבעה_3,נד סונול משמר השבעה 3,FUEL,XYLENE,XYLENE,2017-10-29,2024-09-09,9,7,2024,True,True
נד_סונול_משמר_השבעה_4,נד סונול משמר השבעה 4,FUEL,BENZENE,BENZENE,2019-09-16,2024-09-09,7,6,2024,True,True
נד_סונול_משמר_השבעה_4,נד סונול משמר השבעה 4,FUEL,ETHYL BENZENE,ETHYL BENZENE,2019-09-16,2024-09-09,7,6,2024,True,True
נד_סונול_משמר_השבעה_4,נד סונול משמר השבעה 4,FUEL, MTBE,MTBE,2019-09-16,2024-09-09,7,6,2024,True,True
נד_סונול_משמר_השבעה_4,נד סונול משמר השבעה 4,FUEL,TOLUENE,TOLUENE,2019-09-16,2024-09-09,7,6,2024,True,True
נד_סונול_משמר_השבעה_4,נד סונול משמר השבעה 4,FUEL,XYLENE,XYLENE,2019-09-16,2024-09-09,7,6,2024,True,True
נד_סונול_משמר_השבעה_5,נד סונול משמר השבעה 5,FUEL,BENZENE,BENZENE,2019-09-16,2024-09-09,7,6,2024,True,True
נד_סונול_משמר_השבעה_5,נד סונול משמר השבעה 5,FUEL,ETHYL BENZENE,ETHYL BENZENE,2019-09-16,2024-09-09,7,6,2024,True,True
נד_סונול_משמר_השבעה_5,נד סונול משמר השבעה 5,FUEL, MTBE,MTBE,2019-09-16,2024-09-09,7,6,2024,True,True
נד_סונול_משמר_השבעה_5,נד סונול משמר השבעה 5,FUEL,TOLUENE,TOLUENE,2019-09-16,2024-09-09,7,6,2024,True,True
נד_סונול_משמר_השבעה_5,נד סונול משמר השבעה 5,FUEL,XYLENE,XYLENE,2019-09-16,2024-09-09,7,6,2024,True,True
נת_חולון_2,נת חולון 2,FUEL,"1,2,4 TRIMETHYLBENZENE","1,2,4 TRIMETHYLBENZENE",2010-06-08,2022-06-08,9,8,2022,False,True
נת_חולון_2,נת חולון 2,FUEL,BENZENE,BENZENE,2010-06-08,2022-06-08,11,10,2022,False,True
נת_חולון_2,נת חולון 2,INDUSTRY,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,2010-06-08,2022-06-08,10,9,2022,False,True
נת_חולון_2,נת חולון 2,INDUSTRY,CHLOROFORM,CHLOROFORM,2010-06-08,2022-06-08,12,11,2022,False,True
נת_חולון_2,נת חולון 2,INDUSTRY,"CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2010-06-08,2022-06-08,11,10,2022,False,True
נת_חולון_2,נת חולון 2,INDUSTRY,"DICHLOROETHANE1,2","DICHLOROETHANE1,2",2010-06-08,2022-06-08,10,9,2022,False,True
נת_חולון_2,נת חולון 2,INDUSTRY,"DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2010-06-08,2022-06-08,12,11,2022,False,True
נת_חולון_2,נת חולון 2,FUEL, MTBE,MTBE,2010-06-08,2022-06-08,11,10,2022,False,True
נת_חולון_2,נת חולון 2,INDUSTRY,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2010-06-08,2022-06-08,12,11,2022,False,True
נת_חולון_2,נת חולון 2,FUEL,TOLUENE,TOLUENE,2010-06-08,2022-06-08,11,10,2022,False,True
נת_חולון_2,נת חולון 2,INDUSTRY,"TRANS-1,2 DICHLOROETHYLENE","TRANS-1,2 DICHLOROETHYLENE",2010-06-08,2022-06-08,11,10,2022,False,True
נת_חולון_2,נת חולון 2,INDUSTRY,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2010-06-08,2022-06-08,12,11,2022,False,True
נת_חולון_2,נת חולון 2,INDUSTRY,VINYL CHLORIDE,VINYL CHLORIDE,2010-06-08,2022-06-08,11,10,2022,False,True
נת_חולון_2,נת חולון 2,FUEL,XYLENE,XYLENE,2010-06-08,2022-06-08,11,10,2022,False,True
נת_חולון_2,נת חולון 2,FUEL,ETHYL BENZENE,ETHYL BENZENE,2010-11-08,2022-06-08,8,8,2022,False,True
נת_חולון_2,נת חולון 2,METALS,ARSENIC AS AS,ARSENIC AS AS,2011-09-13,2022-06-08,6,6,2022,False,True
נת_חולון_2,נת חולון 2,METALS,CHROMIUM AS CR,CHROMIUM AS CR,2011-09-13,2022-06-08,10,9,2022,False,True
נת_חולון_2,נת חולון 2,METALS,LEAD AS PB,LEAD AS PB,2011-09-13,2022-06-08,7,7,2022,False,True
נת_חולון_2,נת חולון 2,METALS,NICKEL AS NI,NICKEL AS NI,2011-09-13,2022-06-08,7,7,2022,False,True
נת_חולון_2,נת חולון 2,FUEL,"1,3,5 TRIMETHYLBENZENE","1,3,5 TRIMETHYLBENZENE",2013-02-10,2022-06-08,6,6,2022,False,True
נת_חולון_2,נת חולון 2,FUEL,n-Butyl benzene,n-Butyl benzene,2013-02-10,2017-10-23,4,4,2017,False,False
נת_חולון_2,נת חולון 2,FUEL,o-Xylene ,o-Xylene,2013-02-10,2017-10-23,4,4,2017,False,False
נת_חולון_2,נת חולון 2,FUEL,p-isopropyl toluene,p-isopropyl toluene,2013-02-10,2015-06-24,3,3,2015,False,False
נת_חולון_2,נת חולון 2,FUEL,p-xylene,p-xylene,2013-02-10,2015-06-24,3,3,2015,False,False
נת_חולון_2,נת חולון 2,METALS,CADMIUM AS CD,CADMIUM AS CD,2015-06-24,2022-06-08,5,5,2022,False,True
נת_חולון_2,נת חולון 2,INDUSTRY,"1,4 DIOXANE","1,4 DIOXANE",2016-07-17,2016-07-17,1,1,2016,False,False
נת_חולון_7,נת חולון 7,FUEL,"1,2,4 TRIMETHYLBENZENE","1,2,4 TRIMETHYLBENZENE",2010-09-06,2023-01-04,5,5,2023,False,True
נת_חולון_7,נת חולון 7,METALS,ARSENIC AS AS,ARSENIC AS AS,2010-09-06,2023-01-04,10,3,2023,False,True
נת_חולון_7,נת חולון 7,FUEL,BENZENE,BENZENE,2010-09-06,2023-01-04,6,5,2023,False,True
נת_חולון_7,נת חולון 7,INDUSTRY,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,2010-09-06,2023-01-04,8,5,2023,False,True
נת_חולון_7,נת חולון 7,INDUSTRY,CHLOROFORM,CHLOROFORM,2010-09-06,2023-01-04,14,5,2023,False,True
נת_חולון_7,נת חולון 7,METALS,CHROMIUM AS CR,CHROMIUM AS CR,2010-09-06,2023-01-04,10,3,2023,False,True
נת_חולון_7,נת חולון 7,INDUSTRY,"CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2010-09-06,2023-01-04,10,5,2023,False,True
נת_חולון_7,נת חולון 7,INDUSTRY,"DICHLOROETHANE1,2","DICHLOROETHANE1,2",2010-09-06,2023-01-04,9,5,2023,False,True
נת_חולון_7,נת חולון 7,INDUSTRY,"DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2010-09-06,2023-01-04,15,5,2023,False,True
נת_חולון_7,נת חולון 7,METALS,LEAD AS PB,LEAD AS PB,2010-09-06,2023-01-04,8,3,2023,False,True
נת_חולון_7,נת חולון 7,FUEL, MTBE,MTBE,2010-09-06,2023-01-04,6,5,2023,False,True
נת_חולון_7,נת חולון 7,METALS,NICKEL AS NI,NICKEL AS NI,2010-09-06,2023-01-04,10,3,2023,False,True
נת_חולון_7,נת חולון 7,INDUSTRY,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2010-09-06,2023-01-04,12,5,2023,False,True
נת_חולון_7,נת חולון 7,FUEL,TOLUENE,TOLUENE,2010-09-06,2023-01-04,11,5,2023,False,True
נת_חולון_7,נת חולון 7,INDUSTRY,"TRANS-1,2 DICHLOROETHYLENE","TRANS-1,2 DICHLOROETHYLENE",2010-09-06,2023-01-04,5,5,2023,False,True
נת_חולון_7,נת חולון 7,INDUSTRY,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2010-09-06,2023-01-04,15,5,2023,False,True
נת_חולון_7,נת חולון 7,INDUSTRY,VINYL CHLORIDE,VINYL CHLORIDE,2010-09-06,2023-01-04,5,5,2023,False,True
נת_חולון_7,נת חולון 7,FUEL,XYLENE,XYLENE,2010-09-06,2023-01-04,6,5,2023,False,True
נת_חולון_7,נת חולון 7,FUEL,"1,3,5 TRIMETHYLBENZENE","1,3,5 TRIMETHYLBENZENE",2012-11-29,2023-01-04,3,3,2023,False,False
נת_חולון_7,נת חולון 7,FUEL,ETHYL BENZENE,ETHYL BENZENE,2012-11-29,2023-01-04,3,3,2023,False,False
נת_חולון_7,נת חולון 7,FUEL,n-Butyl benzene,n-Butyl benzene,2012-11-29,2012-11-29,1,1,2012,False,False
נת_חולון_7,נת חולון 7,FUEL,o-Xylene ,o-Xylene,2012-11-29,2015-12-03,2,2,2015,False,False
נת_חולון_7,נת חולון 7,FUEL,p-isopropyl toluene,p-isopropyl toluene,2012-11-29,2012-11-29,1,1,2012,False,False
נת_חולון_7,נת חולון 7,FUEL,p-xylene,p-xylene,2012-11-29,2012-11-29,1,1,2012,False,False
נת_חולון_7,נת חולון 7,INDUSTRY,"1,4 DIOXANE","1,4 DIOXANE",2023-01-04,2023-01-04,1,1,2023,False,False
נת_חולון_7,נת חולון 7,METALS,CADMIUM AS CD,CADMIUM AS CD,2023-01-04,2023-01-04,1,1,2023,False,False
נת_חולון_5,נת חולון 5,FUEL,"1,2,4 TRIMETHYLBENZENE","1,2,4 TRIMETHYLBENZENE",2010-09-06,2023-01-04,5,5,2023,False,True
נת_חולון_5,נת חולון 5,METALS,ARSENIC AS AS,ARSENIC AS AS,2010-09-06,2023-01-04,10,3,2023,False,True
נת_חולון_5,נת חולון 5,FUEL,BENZENE,BENZENE,2010-09-06,2023-01-04,9,5,2023,False,True
נת_חולון_5,נת חולון 5,INDUSTRY,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,2010-09-06,2023-01-04,9,5,2023,False,True
נת_חולון_5,נת חולון 5,INDUSTRY,CHLOROFORM,CHLOROFORM,2010-09-06,2023-01-04,19,5,2023,False,True
נת_חולון_5,נת חולון 5,METALS,CHROMIUM AS CR,CHROMIUM AS CR,2010-09-06,2023-01-04,10,3,2023,False,True
נת_חולון_5,נת חולון 5,INDUSTRY,"CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2010-09-06,2023-01-04,15,5,2023,False,True
נת_חולון_5,נת חולון 5,INDUSTRY,"DICHLOROETHANE1,2","DICHLOROETHANE1,2",2010-09-06,2023-01-04,15,5,2023,False,True
נת_חולון_5,נת חולון 5,INDUSTRY,"DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2010-09-06,2023-01-04,21,5,2023,False,True
נת_חולון_5,נת חולון 5,METALS,LEAD AS PB,LEAD AS PB,2010-09-06,2023-01-04,8,3,2023,False,True
נת_חולון_5,נת חולון 5,FUEL, MTBE,MTBE,2010-09-06,2023-01-04,8,5,2023,False,True
נת_חולון_5,נת חולון 5,METALS,NICKEL AS NI,NICKEL AS NI,2010-09-06,2023-01-04,10,3,2023,False,True
נת_חולון_5,נת חולון 5,INDUSTRY,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2010-09-06,2023-01-04,16,5,2023,False,True
נת_חולון_5,נת חולון 5,FUEL,TOLUENE,TOLUENE,2010-09-06,2023-01-04,14,5,2023,False,True
נת_חולון_5,נת חולון 5,INDUSTRY,"TRANS-1,2 DICHLOROETHYLENE","TRANS-1,2 DICHLOROETHYLENE",2010-09-06,2023-01-04,5,5,2023,False,True
נת_חולון_5,נת חולון 5,INDUSTRY,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2010-09-06,2023-01-04,21,5,2023,False,True
נת_חולון_5,נת חולון 5,INDUSTRY,VINYL CHLORIDE,VINYL CHLORIDE,2010-09-06,2023-01-04,6,5,2023,False,True
נת_חולון_5,נת חולון 5,FUEL,XYLENE,XYLENE,2010-09-06,2023-01-04,8,5,2023,False,True
נת_חולון_5,נת חולון 5,FUEL,"1,3,5 TRIMETHYLBENZENE","1,3,5 TRIMETHYLBENZENE",2012-11-29,2023-01-04,3,3,2023,False,False
נת_חולון_5,נת חולון 5,FUEL,ETHYL BENZENE,ETHYL BENZENE,2012-11-29,2023-01-04,3,3,2023,False,False
נת_חולון_5,נת חולון 5,FUEL,n-Butyl benzene,n-Butyl benzene,2012-11-29,2012-11-29,1,1,2012,False,False
נת_חולון_5,נת חולון 5,FUEL,o-Xylene ,o-Xylene,2012-11-29,2015-12-03,2,2,2015,False,False
נת_חולון_5,נת חולון 5,FUEL,p-isopropyl toluene,p-isopropyl toluene,2012-11-29,2012-11-29,1,1,2012,False,False
נת_חולון_5,נת חולון 5,FUEL,p-xylene,p-xylene,2012-11-29,2012-11-29,1,1,2012,False,False
נת_חולון_5,נת חולון 5,INDUSTRY,"1,4 DIOXANE","1,4 DIOXANE",2023-01-04,2023-01-04,1,1,2023,False,False
נת_חולון_5,נת חולון 5,METALS,CADMIUM AS CD,CADMIUM AS CD,2023-01-04,2023-01-04,1,1,2023,False,False
נת_חולון_9,נת חולון 9,FUEL,"1,2,4 TRIMETHYLBENZENE","1,2,4 TRIMETHYLBENZENE",2010-12-16,2012-05-24,2,2,2012,False,False
נת_חולון_9,נת חולון 9,METALS,ARSENIC AS AS,ARSENIC AS AS,2010-12-16,2012-05-24,6,3,2012,False,True
נת_חולון_9,נת חולון 9,FUEL,BENZENE,BENZENE,2010-12-16,2012-05-24,3,3,2012,False,False
נת_חולון_9,נת חולון 9,INDUSTRY,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,2010-12-16,2012-05-24,3,3,2012,False,False
נת_חולון_9,נת חולון 9,INDUSTRY,CHLOROFORM,CHLOROFORM,2010-12-16,2012-05-24,4,3,2012,False,False
נת_חולון_9,נת חולון 9,METALS,CHROMIUM AS CR,CHROMIUM AS CR,2010-12-16,2012-05-24,6,3,2012,False,True
נת_חולון_9,נת חולון 9,INDUSTRY,"CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2010-12-16,2012-05-24,3,2,2012,False,False
נת_חולון_9,נת חולון 9,INDUSTRY,"DICHLOROETHANE1,2","DICHLOROETHANE1,2",2010-12-16,2012-05-24,3,3,2012,False,False
נת_חולון_9,נת חולון 9,INDUSTRY,"DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2010-12-16,2012-05-24,4,3,2012,False,False
נת_חולון_9,נת חולון 9,METALS,LEAD AS PB,LEAD AS PB,2010-12-16,2012-05-24,6,3,2012,False,True
נת_חולון_9,נת חולון 9,FUEL, MTBE,MTBE,2010-12-16,2012-05-24,3,3,2012,False,False
נת_חולון_9,נת חולון 9,METALS,NICKEL AS NI,NICKEL AS NI,2010-12-16,2012-05-24,6,3,2012,False,True
נת_חולון_9,נת חולון 9,INDUSTRY,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2010-12-16,2012-05-24,4,3,2012,False,False
נת_חולון_9,נת חולון 9,FUEL,TOLUENE,TOLUENE,2010-12-16,2012-05-24,4,3,2012,False,False
נת_חולון_9,נת חולון 9,INDUSTRY,"TRANS-1,2 DICHLOROETHYLENE","TRANS-1,2 DICHLOROETHYLENE",2010-12-16,2012-05-24,2,2,2012,False,False
נת_חולון_9,נת חולון 9,INDUSTRY,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2010-12-16,2012-05-24,4,3,2012,False,False
נת_חולון_9,נת חולון 9,INDUSTRY,VINYL CHLORIDE,VINYL CHLORIDE,2010-12-16,2012-05-24,2,2,2012,False,False
נת_חולון_9,נת חולון 9,FUEL,XYLENE,XYLENE,2010-12-16,2012-05-24,3,3,2012,False,False
נת_חולון_9,נת חולון 9,FUEL,"1,3,5 TRIMETHYLBENZENE","1,3,5 TRIMETHYLBENZENE",2012-05-24,2012-05-24,1,1,2012,False,False
נת_חולון_9,נת חולון 9,METALS,CADMIUM AS CD,CADMIUM AS CD,2012-05-24,2012-05-24,1,1,2012,False,False
נת_חולון_9,נת חולון 9,FUEL,ETHYL BENZENE,ETHYL BENZENE,2012-05-24,2012-05-24,1,1,2012,False,False
נת_חולון_9,נת חולון 9,FUEL,n-Butyl benzene,n-Butyl benzene,2012-05-24,2012-05-24,1,1,2012,False,False
נת_חולון_9,נת חולון 9,FUEL,o-Xylene ,o-Xylene,2012-05-24,2012-05-24,1,1,2012,False,False
נת_חולון_9,נת חולון 9,FUEL,p-isopropyl toluene,p-isopropyl toluene,2012-05-24,2012-05-24,1,1,2012,False,False
נת_חולון_9,נת חולון 9,FUEL,p-xylene,p-xylene,2012-05-24,2012-05-24,1,1,2012,False,False
נת_יהודה_ייבוא_חולון,נת יהודה ייבוא חולון,FUEL,"1,3,5 TRIMETHYLBENZENE","1,3,5 TRIMETHYLBENZENE",2013-04-15,2013-04-15,1,1,2013,False,False
נת_יהודה_ייבוא_חולון,נת יהודה ייבוא חולון,METALS,ARSENIC AS AS,ARSENIC AS AS,2013-04-15,2013-04-15,1,1,2013,False,False
נת_יהודה_ייבוא_חולון,נת יהודה ייבוא חולון,FUEL,BENZENE,BENZENE,2013-04-15,2013-04-15,1,1,2013,False,False
נת_יהודה_ייבוא_חולון,נת יהודה ייבוא חולון,INDUSTRY,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,2013-04-15,2013-04-15,1,1,2013,False,False
נת_יהודה_ייבוא_חולון,נת יהודה ייבוא חולון,INDUSTRY,CHLOROFORM,CHLOROFORM,2013-04-15,2013-04-15,1,1,2013,False,False
נת_יהודה_ייבוא_חולון,נת יהודה ייבוא חולון,METALS,CHROMIUM AS CR,CHROMIUM AS CR,2013-04-15,2013-04-15,1,1,2013,False,False
נת_יהודה_ייבוא_חולון,נת יהודה ייבוא חולון,INDUSTRY,"CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2013-04-15,2013-04-15,1,1,2013,False,False
נת_יהודה_ייבוא_חולון,נת יהודה ייבוא חולון,INDUSTRY,"DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2013-04-15,2013-04-15,1,1,2013,False,False
נת_יהודה_ייבוא_חולון,נת יהודה ייבוא חולון,METALS,LEAD AS PB,LEAD AS PB,2013-04-15,2013-04-15,1,1,2013,False,False
נת_יהודה_ייבוא_חולון,נת יהודה ייבוא חולון,FUEL, MTBE,MTBE,2013-04-15,2013-04-15,1,1,2013,False,False
נת_יהודה_ייבוא_חולון,נת יהודה ייבוא חולון,FUEL,n-Butyl benzene,n-Butyl benzene,2013-04-15,2013-04-15,1,1,2013,False,False
נת_יהודה_ייבוא_חולון,נת יהודה ייבוא חולון,METALS,NICKEL AS NI,NICKEL AS NI,2013-04-15,2013-04-15,1,1,2013,False,False
נת_יהודה_ייבוא_חולון,נת יהודה ייבוא חולון,INDUSTRY,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2013-04-15,2013-04-15,1,1,2013,False,False
נת_יהודה_ייבוא_חולון,נת יהודה ייבוא חולון,FUEL,TOLUENE,TOLUENE,2013-04-15,2013-04-15,1,1,2013,False,False
נת_יהודה_ייבוא_חולון,נת יהודה ייבוא חולון,INDUSTRY,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2013-04-15,2013-04-15,1,1,2013,False,False
נת_יהודה_ייבוא_חולון,נת יהודה ייבוא חולון,FUEL,XYLENE,XYLENE,2013-04-15,2013-04-15,1,1,2013,False,False
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,FUEL,BENZENE,BENZENE,2010-02-25,2026-01-08,19,12,2026,True,True
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,FUEL,ETHYL BENZENE,ETHYL BENZENE,2010-02-25,2026-01-08,18,12,2026,True,True
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,FUEL, MTBE,MTBE,2010-02-25,2026-01-08,19,12,2026,True,True
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,FUEL,TOLUENE,TOLUENE,2010-02-25,2026-01-08,19,12,2026,True,True
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,FUEL,XYLENE,XYLENE,2010-02-25,2026-01-08,19,12,2026,True,True
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,FUEL,"1,2,4 TRIMETHYLBENZENE","1,2,4 TRIMETHYLBENZENE",2011-04-03,2026-01-08,3,3,2026,True,False
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,FUEL,"1,3,5 TRIMETHYLBENZENE","1,3,5 TRIMETHYLBENZENE",2011-04-03,2026-01-08,3,3,2026,True,False
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,METALS,ARSENIC AS AS,ARSENIC AS AS,2011-04-03,2026-01-08,2,2,2026,True,False
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,METALS,CADMIUM AS CD,CADMIUM AS CD,2011-04-03,2026-01-08,2,2,2026,True,False
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,INDUSTRY,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,2011-04-03,2026-01-08,4,3,2026,True,False
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,INDUSTRY,CHLOROFORM,CHLOROFORM,2011-04-03,2026-01-08,4,3,2026,True,False
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,METALS,CHROMIUM AS CR,CHROMIUM AS CR,2011-04-03,2026-01-08,2,2,2026,True,False
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,INDUSTRY,"CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2011-04-03,2026-01-08,3,3,2026,True,False
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,INDUSTRY,"DICHLOROETHANE1,2","DICHLOROETHANE1,2",2011-04-03,2026-01-08,4,3,2026,True,False
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,INDUSTRY,"DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2011-04-03,2026-01-08,4,3,2026,True,False
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,METALS,LEAD AS PB,LEAD AS PB,2011-04-03,2026-01-08,5,3,2026,True,True
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,FUEL,n-Butyl benzene,n-Butyl benzene,2011-04-03,2011-04-03,1,1,2011,False,False
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,METALS,NICKEL AS NI,NICKEL AS NI,2011-04-03,2026-01-08,2,2,2026,True,False
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,FUEL,o-Xylene ,o-Xylene,2011-04-03,2011-04-03,1,1,2011,False,False
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,FUEL,p-isopropyl toluene,p-isopropyl toluene,2011-04-03,2011-04-03,1,1,2011,False,False
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,FUEL,p-xylene,p-xylene,2011-04-03,2011-04-03,1,1,2011,False,False
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,INDUSTRY,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2011-04-03,2026-01-08,4,3,2026,True,False
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,INDUSTRY,"TRANS-1,2 DICHLOROETHYLENE","TRANS-1,2 DICHLOROETHYLENE",2011-04-03,2026-01-08,3,3,2026,True,False
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,INDUSTRY,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2011-04-03,2026-01-08,4,3,2026,True,False
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,INDUSTRY,VINYL CHLORIDE,VINYL CHLORIDE,2011-04-03,2026-01-08,3,3,2026,True,False
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,INDUSTRY,"1,4 DIOXANE","1,4 DIOXANE",2026-01-08,2026-01-08,1,1,2026,True,False
נת_תדירגן_א.ת.חולון,נת תדירגן א.ת.חולון,METALS,ARSENIC AS AS,ARSENIC AS AS,2010-09-08,2011-10-03,3,2,2011,False,False
נת_תדירגן_א.ת.חולון,נת תדירגן א.ת.חולון,METALS,CADMIUM AS CD,CADMIUM AS CD,2010-09-08,2011-04-03,2,2,2011,False,False
נת_תדירגן_א.ת.חולון,נת תדירגן א.ת.חולון,METALS,CHROMIUM AS CR,CHROMIUM AS CR,2010-09-08,2011-10-03,3,2,2011,False,False
נת_תדירגן_א.ת.חולון,נת תדירגן א.ת.חולון,METALS,LEAD AS PB,LEAD AS PB,2010-09-08,2011-10-03,3,2,2011,False,False
נת_תדירגן_א.ת.חולון,נת תדירגן א.ת.חולון,METALS,NICKEL AS NI,NICKEL AS NI,2010-09-08,2011-10-03,3,2,2011,False,False
נת_תדירגן_א.ת.חולון,נת תדירגן א.ת.חולון,FUEL,"1,2,4 TRIMETHYLBENZENE","1,2,4 TRIMETHYLBENZENE",2010-09-12,2013-02-13,3,3,2013,False,False
נת_תדירגן_א.ת.חולון,נת תדירגן א.ת.חולון,FUEL,BENZENE,BENZENE,2010-09-12,2013-02-13,4,3,2013,False,False
נת_תדירגן_א.ת.חולון,נת תדירגן א.ת.חולון,INDUSTRY,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,2010-09-12,2013-02-13,4,3,2013,False,False
נת_תדירגן_א.ת.חולון,נת תדירגן א.ת.חולון,INDUSTRY,CHLOROFORM,CHLOROFORM,2010-09-12,2013-02-13,4,3,2013,False,False
נת_תדירגן_א.ת.חולון,נת תדירגן א.ת.חולון,INDUSTRY,"CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2010-09-12,2013-02-13,3,3,2013,False,False
נת_תדירגן_א.ת.חולון,נת תדירגן א.ת.חולון,INDUSTRY,"DICHLOROETHANE1,2","DICHLOROETHANE1,2",2010-09-12,2013-02-13,4,3,2013,False,False
נת_תדירגן_א.ת.חולון,נת תדירגן א.ת.חולון,INDUSTRY,"DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2010-09-12,2013-02-13,4,3,2013,False,False
נת_תדירגן_א.ת.חולון,נת תדירגן א.ת.חולון,FUEL,ETHYL BENZENE,ETHYL BENZENE,2010-09-12,2013-02-13,3,3,2013,False,False
