borehole,name_he,family,param_code,param_name,latest_date,latest_concentration,unit,drinking_water_standard,pct_of_standard
נת_חולון_2,נת חולון 2,INDUSTRY,CHLOROFORM,CHLOROFORM,2022-06-08,287.3,microgr/L,80.0,359.12
נת_חולון_2,נת חולון 2,INDUSTRY,"CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2022-06-08,177.3,microgr/L,50.0,354.6
נת_חולון_2,נת חולון 2,INDUSTRY,"DICHLOROETHANE1,2","DICHLOROETHANE1,2",2022-06-08,1.0,microgr/L,4.0,25.0
נת_חולון_2,נת חולון 2,INDUSTRY,"DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2022-06-08,67.0,microgr/L,10.0,670.0
נת_חולון_2,נת חולון 2,FUEL, MTBE,MTBE,2022-06-08,1.0,microgr/L,40.0,2.5
נת_חולון_2,נת חולון 2,INDUSTRY,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2022-06-08,497.51,microgr/L,10.0,4975.1
נת_חולון_2,נת חולון 2,FUEL,TOLUENE,TOLUENE,2022-06-08,1.0,microgr/L,700.0,0.14
נת_חולון_2,נת חולון 2,INDUSTRY,"TRANS-1,2 DICHLOROETHYLENE","TRANS-1,2 DICHLOROETHYLENE",2022-06-08,1.0,microgr/L,50.0,2.0
נת_חולון_2,נת חולון 2,INDUSTRY,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2022-06-08,1256.288,microgr/L,7.5,16750.51
נת_חולון_2,נת חולון 2,INDUSTRY,VINYL CHLORIDE,VINYL CHLORIDE,2022-06-08,0.0,microgr/L,0.5,0.0
נת_חולון_2,נת חולון 2,FUEL,XYLENE,XYLENE,2022-06-08,3.0,microgr/L,500.0,0.6
נת_חולון_2,נת חולון 2,FUEL,ETHYL BENZENE,ETHYL BENZENE,2022-06-08,1.0,microgr/L,300.0,0.33
נת_חולון_2,נת חולון 2,METALS,ARSENIC AS AS,ARSENIC AS AS,2022-06-08,0.0,microgr/L,10.0,0.0
נת_חולון_2,נת חולון 2,METALS,CHROMIUM AS CR,CHROMIUM AS CR,2022-06-08,60.375,microgr/L,50.0,120.75
נת_חולון_2,נת חולון 2,METALS,LEAD AS PB,LEAD AS PB,2022-06-08,0.0,microgr/L,10.0,0.0
נת_חולון_2,נת חולון 2,METALS,NICKEL AS NI,NICKEL AS NI,2022-06-08,0.0,microgr/L,20.0,0.0
נת_חולון_2,נת חולון 2,FUEL,"1,3,5 TRIMETHYLBENZENE","1,3,5 TRIMETHYLBENZENE",2022-06-08,0.0,microgr/L,,
נת_חולון_2,נת חולון 2,FUEL,n-Butyl benzene,n-Butyl benzene,2017-10-23,0.0,microgr/L,,
נת_חולון_2,נת חולון 2,FUEL,o-Xylene ,o-Xylene,2017-10-23,0.0,microgr/L,,
נת_חולון_2,נת חולון 2,FUEL,p-isopropyl toluene,p-isopropyl toluene,2015-06-24,0.0,microgr/L,,
נת_חולון_2,נת חולון 2,FUEL,p-xylene,p-xylene,2015-06-24,0.0,microgr/L,,
נת_חולון_2,נת חולון 2,METALS,CADMIUM AS CD,CADMIUM AS CD,2022-06-08,0.0,microgr/L,5.0,0.0
נת_חולון_2,נת חולון 2,INDUSTRY,"1,4 DIOXANE","1,4 DIOXANE",2016-07-17,190.0,microgr/L,3.0,6333.33
נת_חולון_7,נת חולון 7,FUEL,"1,2,4 TRIMETHYLBENZENE","1,2,4 TRIMETHYLBENZENE",2023-01-04,0.0,microgr/L,,
נת_חולון_7,נת חולון 7,METALS,ARSENIC AS AS,ARSENIC AS AS,2023-01-04,0.0,microgr/L,10.0,0.0
נת_חולון_7,נת חולון 7,FUEL,BENZENE,BENZENE,2023-01-04,1.0,microgr/L,5.0,20.0
נת_חולון_7,נת חולון 7,INDUSTRY,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,2023-01-04,0.0,microgr/L,4.0,0.0
נת_חולון_7,נת חולון 7,INDUSTRY,CHLOROFORM,CHLOROFORM,2023-01-04,97.61,microgr/L,80.0,122.01
נת_חולון_7,נת חולון 7,METALS,CHROMIUM AS CR,CHROMIUM AS CR,2023-01-04,31.414,microgr/L,50.0,62.83
נת_חולון_7,נת חולון 7,INDUSTRY,"CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2023-01-04,2.705,microgr/L,50.0,5.41
נת_חולון_7,נת חולון 7,INDUSTRY,"DICHLOROETHANE1,2","DICHLOROETHANE1,2",2023-01-04,1.0,microgr/L,4.0,25.0
נת_חולון_7,נת חולון 7,INDUSTRY,"DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2023-01-04,40.365,microgr/L,10.0,403.65
נת_חולון_7,נת חולון 7,METALS,LEAD AS PB,LEAD AS PB,2023-01-04,0.0,microgr/L,10.0,0.0
נת_חולון_7,נת חולון 7,FUEL, MTBE,MTBE,2023-01-04,0.0,microgr/L,40.0,0.0
נת_חולון_7,נת חולון 7,METALS,NICKEL AS NI,NICKEL AS NI,2023-01-04,0.0,microgr/L,20.0,0.0
נת_חולון_7,נת חולון 7,INDUSTRY,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2023-01-04,17.554,microgr/L,10.0,175.54
נת_חולון_7,נת חולון 7,FUEL,TOLUENE,TOLUENE,2023-01-04,1.0,microgr/L,700.0,0.14
נת_חולון_7,נת חולון 7,INDUSTRY,"TRANS-1,2 DICHLOROETHYLENE","TRANS-1,2 DICHLOROETHYLENE",2023-01-04,1.0,microgr/L,50.0,2.0
נת_חולון_7,נת חולון 7,INDUSTRY,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2023-01-04,569.088,microgr/L,7.5,7587.84
נת_חולון_7,נת חולון 7,INDUSTRY,VINYL CHLORIDE,VINYL CHLORIDE,2023-01-04,0.0,microgr/L,0.5,0.0
נת_חולון_7,נת חולון 7,FUEL,XYLENE,XYLENE,2023-01-04,3.0,microgr/L,500.0,0.6
נת_חולון_7,נת חולון 7,FUEL,"1,3,5 TRIMETHYLBENZENE","1,3,5 TRIMETHYLBENZENE",2023-01-04,0.0,microgr/L,,
נת_חולון_7,נת חולון 7,FUEL,ETHYL BENZENE,ETHYL BENZENE,2023-01-04,1.0,microgr/L,300.0,0.33
נת_חולון_7,נת חולון 7,FUEL,n-Butyl benzene,n-Butyl benzene,2012-11-29,0.0,microgr/L,,
נת_חולון_7,נת חולון 7,FUEL,o-Xylene ,o-Xylene,2015-12-03,0.0,microgr/L,,
נת_חולון_7,נת חולון 7,FUEL,p-isopropyl toluene,p-isopropyl toluene,2012-11-29,0.0,microgr/L,,
נת_חולון_7,נת חולון 7,FUEL,p-xylene,p-xylene,2012-11-29,0.0,microgr/L,,
נת_חולון_7,נת חולון 7,INDUSTRY,"1,4 DIOXANE","1,4 DIOXANE",2023-01-04,17.2,microgr/L,3.0,573.33
נת_חולון_7,נת חולון 7,METALS,CADMIUM AS CD,CADMIUM AS CD,2023-01-04,0.0,microgr/L,5.0,0.0
נת_חולון_5,נת חולון 5,FUEL,"1,2,4 TRIMETHYLBENZENE","1,2,4 TRIMETHYLBENZENE",2023-01-04,0.0,microgr/L,,
נת_חולון_5,נת חולון 5,METALS,ARSENIC AS AS,ARSENIC AS AS,2023-01-04,0.0,microgr/L,10.0,0.0
נת_חולון_5,נת חולון 5,FUEL,BENZENE,BENZENE,2023-01-04,9.145,microgr/L,5.0,182.9
נת_חולון_5,נת חולון 5,INDUSTRY,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,2023-01-04,0.0,microgr/L,4.0,0.0
נת_חולון_5,נת חולון 5,INDUSTRY,CHLOROFORM,CHLOROFORM,2023-01-04,1.615,microgr/L,80.0,2.02
נת_חולון_5,נת חולון 5,METALS,CHROMIUM AS CR,CHROMIUM AS CR,2023-01-04,0.0,microgr/L,50.0,0.0
נת_חולון_5,נת חולון 5,INDUSTRY,"CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2023-01-04,17.32,microgr/L,50.0,34.64
נת_חולון_5,נת חולון 5,INDUSTRY,"DICHLOROETHANE1,2","DICHLOROETHANE1,2",2023-01-04,3.662,microgr/L,4.0,91.55
נת_חולון_5,נת חולון 5,INDUSTRY,"DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2023-01-04,98.057,microgr/L,10.0,980.57
נת_חולון_5,נת חולון 5,METALS,LEAD AS PB,LEAD AS PB,2023-01-04,0.0,microgr/L,10.0,0.0
נת_חולון_5,נת חולון 5,FUEL, MTBE,MTBE,2023-01-04,58.712,microgr/L,40.0,146.78
נת_חולון_5,נת חולון 5,METALS,NICKEL AS NI,NICKEL AS NI,2023-01-04,0.0,microgr/L,20.0,0.0
נת_חולון_5,נת חולון 5,INDUSTRY,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2023-01-04,3.478,microgr/L,10.0,34.78
נת_חולון_5,נת חולון 5,FUEL,TOLUENE,TOLUENE,2023-01-04,1.0,microgr/L,700.0,0.14
נת_חולון_5,נת חולון 5,INDUSTRY,"TRANS-1,2 DICHLOROETHYLENE","TRANS-1,2 DICHLOROETHYLENE",2023-01-04,1.0,microgr/L,50.0,2.0
נת_חולון_5,נת חולון 5,INDUSTRY,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2023-01-04,634.517,microgr/L,7.5,8460.23
נת_חולון_5,נת חולון 5,INDUSTRY,VINYL CHLORIDE,VINYL CHLORIDE,2023-01-04,1.0,microgr/L,0.5,200.0
נת_חולון_5,נת חולון 5,FUEL,XYLENE,XYLENE,2023-01-04,3.0,microgr/L,500.0,0.6
נת_חולון_5,נת חולון 5,FUEL,"1,3,5 TRIMETHYLBENZENE","1,3,5 TRIMETHYLBENZENE",2023-01-04,0.0,microgr/L,,
נת_חולון_5,נת חולון 5,FUEL,ETHYL BENZENE,ETHYL BENZENE,2023-01-04,1.0,microgr/L,300.0,0.33
נת_חולון_5,נת חולון 5,FUEL,n-Butyl benzene,n-Butyl benzene,2012-11-29,0.0,microgr/L,,
נת_חולון_5,נת חולון 5,FUEL,o-Xylene ,o-Xylene,2015-12-03,0.0,microgr/L,,
נת_חולון_5,נת חולון 5,FUEL,p-isopropyl toluene,p-isopropyl toluene,2012-11-29,0.0,microgr/L,,
נת_חולון_5,נת חולון 5,FUEL,p-xylene,p-xylene,2012-11-29,0.0,microgr/L,,
נת_חולון_5,נת חולון 5,INDUSTRY,"1,4 DIOXANE","1,4 DIOXANE",2023-01-04,68.4,microgr/L,3.0,2280.0
נת_חולון_5,נת חולון 5,METALS,CADMIUM AS CD,CADMIUM AS CD,2023-01-04,0.0,microgr/L,5.0,0.0
נת_חולון_9,נת חולון 9,FUEL,"1,2,4 TRIMETHYLBENZENE","1,2,4 TRIMETHYLBENZENE",2012-05-24,0.0,microgr/L,,
נת_חולון_9,נת חולון 9,METALS,ARSENIC AS AS,ARSENIC AS AS,2012-05-24,2.552,microgr/L,10.0,25.52
נת_חולון_9,נת חולון 9,FUEL,BENZENE,BENZENE,2012-05-24,0.0,microgr/L,5.0,0.0
נת_חולון_9,נת חולון 9,INDUSTRY,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,2012-05-24,0.0,microgr/L,4.0,0.0
נת_חולון_9,נת חולון 9,INDUSTRY,CHLOROFORM,CHLOROFORM,2012-05-24,8.47,microgr/L,80.0,10.59
נת_חולון_9,נת חולון 9,METALS,CHROMIUM AS CR,CHROMIUM AS CR,2012-05-24,17.695,microgr/L,50.0,35.39
נת_חולון_9,נת חולון 9,INDUSTRY,"CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2012-05-24,6.59,microgr/L,50.0,13.18
נת_חולון_9,נת חולון 9,INDUSTRY,"DICHLOROETHANE1,2","DICHLOROETHANE1,2",2012-05-24,0.0,microgr/L,4.0,0.0
נת_חולון_9,נת חולון 9,INDUSTRY,"DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2012-05-24,444.5,microgr/L,10.0,4445.0
נת_חולון_9,נת חולון 9,METALS,LEAD AS PB,LEAD AS PB,2012-05-24,0.0,microgr/L,10.0,0.0
נת_חולון_9,נת חולון 9,FUEL, MTBE,MTBE,2012-05-24,2.0,microgr/L,40.0,5.0
נת_חולון_9,נת חולון 9,METALS,NICKEL AS NI,NICKEL AS NI,2012-05-24,2.292,microgr/L,20.0,11.46
נת_חולון_9,נת חולון 9,INDUSTRY,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2012-05-24,15.53,microgr/L,10.0,155.3
נת_חולון_9,נת חולון 9,FUEL,TOLUENE,TOLUENE,2012-05-24,0.0,microgr/L,700.0,0.0
נת_חולון_9,נת חולון 9,INDUSTRY,"TRANS-1,2 DICHLOROETHYLENE","TRANS-1,2 DICHLOROETHYLENE",2012-05-24,10.48,microgr/L,50.0,20.96
נת_חולון_9,נת חולון 9,INDUSTRY,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2012-05-24,124.5,microgr/L,7.5,1660.0
נת_חולון_9,נת חולון 9,INDUSTRY,VINYL CHLORIDE,VINYL CHLORIDE,2012-05-24,0.0,microgr/L,0.5,0.0
נת_חולון_9,נת חולון 9,FUEL,XYLENE,XYLENE,2012-05-24,0.0,microgr/L,500.0,0.0
נת_חולון_9,נת חולון 9,FUEL,"1,3,5 TRIMETHYLBENZENE","1,3,5 TRIMETHYLBENZENE",2012-05-24,0.0,microgr/L,,
נת_חולון_9,נת חולון 9,METALS,CADMIUM AS CD,CADMIUM AS CD,2012-05-24,0.0,microgr/L,5.0,0.0
נת_חולון_9,נת חולון 9,FUEL,ETHYL BENZENE,ETHYL BENZENE,2012-05-24,0.0,microgr/L,300.0,0.0
נת_חולון_9,נת חולון 9,FUEL,n-Butyl benzene,n-Butyl benzene,2012-05-24,0.0,microgr/L,,
נת_חולון_9,נת חולון 9,FUEL,o-Xylene ,o-Xylene,2012-05-24,0.0,microgr/L,,
נת_חולון_9,נת חולון 9,FUEL,p-isopropyl toluene,p-isopropyl toluene,2012-05-24,0.0,microgr/L,,
נת_חולון_9,נת חולון 9,FUEL,p-xylene,p-xylene,2012-05-24,0.0,microgr/L,,
נת_יהודה_ייבוא_חולון,נת יהודה ייבוא חולון,FUEL,"1,3,5 TRIMETHYLBENZENE","1,3,5 TRIMETHYLBENZENE",2013-04-15,30.0,microgr/L,,
נת_יהודה_ייבוא_חולון,נת יהודה ייבוא חולון,METALS,ARSENIC AS AS,ARSENIC AS AS,2013-04-15,0.0,microgr/L,10.0,0.0
נת_יהודה_ייבוא_חולון,נת יהודה ייבוא חולון,FUEL,BENZENE,BENZENE,2013-04-15,0.0,microgr/L,5.0,0.0
נת_יהודה_ייבוא_חולון,נת יהודה ייבוא חולון,INDUSTRY,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,2013-04-15,0.0,microgr/L,4.0,0.0
נת_יהודה_ייבוא_חולון,נת יהודה ייבוא חולון,INDUSTRY,CHLOROFORM,CHLOROFORM,2013-04-15,0.0,microgr/L,80.0,0.0
נת_יהודה_ייבוא_חולון,נת יהודה ייבוא חולון,METALS,CHROMIUM AS CR,CHROMIUM AS CR,2013-04-15,0.0,microgr/L,50.0,0.0
נת_יהודה_ייבוא_חולון,נת יהודה ייבוא חולון,INDUSTRY,"CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2013-04-15,0.0,microgr/L,50.0,0.0
נת_יהודה_ייבוא_חולון,נת יהודה ייבוא חולון,INDUSTRY,"DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2013-04-15,0.0,microgr/L,10.0,0.0
נת_יהודה_ייבוא_חולון,נת יהודה ייבוא חולון,METALS,LEAD AS PB,LEAD AS PB,2013-04-15,0.0,microgr/L,10.0,0.0
נת_יהודה_ייבוא_חולון,נת יהודה ייבוא חולון,FUEL, MTBE,MTBE,2013-04-15,0.0,microgr/L,40.0,0.0
נת_יהודה_ייבוא_חולון,נת יהודה ייבוא חולון,FUEL,n-Butyl benzene,n-Butyl benzene,2013-04-15,10.0,microgr/L,,
נת_יהודה_ייבוא_חולון,נת יהודה ייבוא חולון,METALS,NICKEL AS NI,NICKEL AS NI,2013-04-15,0.0,microgr/L,20.0,0.0
נת_יהודה_ייבוא_חולון,נת יהודה ייבוא חולון,INDUSTRY,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2013-04-15,0.0,microgr/L,10.0,0.0
נת_יהודה_ייבוא_חולון,נת יהודה ייבוא חולון,FUEL,TOLUENE,TOLUENE,2013-04-15,0.0,microgr/L,700.0,0.0
נת_יהודה_ייבוא_חולון,נת יהודה ייבוא חולון,INDUSTRY,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2013-04-15,560.0,microgr/L,7.5,7466.67
נת_יהודה_ייבוא_חולון,נת יהודה ייבוא חולון,FUEL,XYLENE,XYLENE,2013-04-15,10.0,microgr/L,500.0,2.0
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,FUEL,BENZENE,BENZENE,2026-01-08,1.0,microgr/L,5.0,20.0
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,FUEL,ETHYL BENZENE,ETHYL BENZENE,2026-01-08,1.46,microgr/L,300.0,0.49
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,FUEL, MTBE,MTBE,2026-01-08,1.0,microgr/L,40.0,2.5
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,FUEL,TOLUENE,TOLUENE,2026-01-08,6.02,microgr/L,700.0,0.86
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,FUEL,XYLENE,XYLENE,2026-01-08,7.21,microgr/L,500.0,1.44
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,FUEL,"1,2,4 TRIMETHYLBENZENE","1,2,4 TRIMETHYLBENZENE",2026-01-08,3.74,microgr/L,,
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,FUEL,"1,3,5 TRIMETHYLBENZENE","1,3,5 TRIMETHYLBENZENE",2026-01-08,1.43,microgr/L,,
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,METALS,ARSENIC AS AS,ARSENIC AS AS,2026-01-08,0.0,microgr/L,10.0,0.0
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,METALS,CADMIUM AS CD,CADMIUM AS CD,2026-01-08,0.0,microgr/L,5.0,0.0
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,INDUSTRY,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,2026-01-08,0.0,microgr/L,4.0,0.0
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,INDUSTRY,CHLOROFORM,CHLOROFORM,2026-01-08,1.03,microgr/L,80.0,1.29
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,METALS,CHROMIUM AS CR,CHROMIUM AS CR,2026-01-08,50.0,microgr/L,50.0,100.0
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,INDUSTRY,"CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2026-01-08,2.24,microgr/L,50.0,4.48
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,INDUSTRY,"DICHLOROETHANE1,2","DICHLOROETHANE1,2",2026-01-08,1.0,microgr/L,4.0,25.0
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,INDUSTRY,"DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2026-01-08,31.08,microgr/L,10.0,310.8
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,METALS,LEAD AS PB,LEAD AS PB,2026-01-08,0.0,microgr/L,10.0,0.0
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,FUEL,n-Butyl benzene,n-Butyl benzene,2011-04-03,0.0,microgr/L,,
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,METALS,NICKEL AS NI,NICKEL AS NI,2026-01-08,0.0,microgr/L,20.0,0.0
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,FUEL,o-Xylene ,o-Xylene,2011-04-03,0.0,microgr/L,,
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,FUEL,p-isopropyl toluene,p-isopropyl toluene,2011-04-03,0.0,microgr/L,,
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,FUEL,p-xylene,p-xylene,2011-04-03,0.0,microgr/L,,
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,INDUSTRY,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2026-01-08,4.89,microgr/L,10.0,48.9
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,INDUSTRY,"TRANS-1,2 DICHLOROETHYLENE","TRANS-1,2 DICHLOROETHYLENE",2026-01-08,1.0,microgr/L,50.0,2.0
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,INDUSTRY,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2026-01-08,314.37,microgr/L,7.5,4191.6
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,INDUSTRY,VINYL CHLORIDE,VINYL CHLORIDE,2026-01-08,0.0,microgr/L,0.5,0.0
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,INDUSTRY,"1,4 DIOXANE","1,4 DIOXANE",2026-01-08,2.65,microgr/L,3.0,88.33
נת_תדירגן_א.ת.חולון,נת תדירגן א.ת.חולון,METALS,ARSENIC AS AS,ARSENIC AS AS,2011-10-03,1.05,microgr/L,10.0,10.5
נת_תדירגן_א.ת.חולון,נת תדירגן א.ת.חולון,METALS,CADMIUM AS CD,CADMIUM AS CD,2011-04-03,0.0,microgr/L,5.0,0.0
נת_תדירגן_א.ת.חולון,נת תדירגן א.ת.חולון,METALS,CHROMIUM AS CR,CHROMIUM AS CR,2011-10-03,29.7,microgr/L,50.0,59.4
נת_תדירגן_א.ת.חולון,נת תדירגן א.ת.חולון,METALS,LEAD AS PB,LEAD AS PB,2011-10-03,0.0,microgr/L,10.0,0.0
נת_תדירגן_א.ת.חולון,נת תדירגן א.ת.חולון,METALS,NICKEL AS NI,NICKEL AS NI,2011-10-03,2.21,microgr/L,20.0,11.05
נת_תדירגן_א.ת.חולון,נת תדירגן א.ת.חולון,FUEL,"1,2,4 TRIMETHYLBENZENE","1,2,4 TRIMETHYLBENZENE",2013-02-13,0.0,microgr/L,,
נת_תדירגן_א.ת.חולון,נת תדירגן א.ת.חולון,FUEL,BENZENE,BENZENE,2013-02-13,0.0,microgr/L,5.0,0.0
נת_תדירגן_א.ת.חולון,נת תדירגן א.ת.חולון,INDUSTRY,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,2013-02-13,0.0,microgr/L,4.0,0.0
נת_תדירגן_א.ת.חולון,נת תדירגן א.ת.חולון,INDUSTRY,CHLOROFORM,CHLOROFORM,2013-02-13,0.0,microgr/L,80.0,0.0
נת_תדירגן_א.ת.חולון,נת תדירגן א.ת.חולון,INDUSTRY,"CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2013-02-13,3.71,microgr/L,50.0,7.42
נת_תדירגן_א.ת.חולון,נת תדירגן א.ת.חולון,INDUSTRY,"DICHLOROETHANE1,2","DICHLOROETHANE1,2",2013-02-13,0.0,microgr/L,4.0,0.0
נת_תדירגן_א.ת.חולון,נת תדירגן א.ת.חולון,INDUSTRY,"DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2013-02-13,51.0,microgr/L,10.0,510.0
נת_תדירגן_א.ת.חולון,נת תדירגן א.ת.חולון,FUEL,ETHYL BENZENE,ETHYL BENZENE,2013-02-13,0.0,microgr/L,300.0,0.0
נת_תדירגן_א.ת.חולון,נת תדירגן א.ת.חולון,FUEL, MTBE,MTBE,2013-02-13,0.0,microgr/L,40.0,0.0
נת_תדירגן_א.ת.חולון,נת תדירגן א.ת.חולון,INDUSTRY,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2013-02-13,5.62,microgr/L,10.0,56.2
נת_תדירגן_א.ת.חולון,נת תדירגן א.ת.חולון,FUEL,TOLUENE,TOLUENE,2013-02-13,0.0,microgr/L,700.0,0.0
נת_תדירגן_א.ת.חולון,נת תדירגן א.ת.חולון,INDUSTRY,"TRANS-1,2 DICHLOROETHYLENE","TRANS-1,2 DICHLOROETHYLENE",2013-02-13,0.0,microgr/L,50.0,0.0
נת_תדירגן_א.ת.חולון,נת תדירגן א.ת.חולון,INDUSTRY,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2013-02-13,521.16,microgr/L,7.5,6948.8
נת_תדירגן_א.ת.חולון,נת תדירגן א.ת.חולון,INDUSTRY,VINYL CHLORIDE,VINYL CHLORIDE,2013-02-13,0.0,microgr/L,0.5,0.0
נת_תדירגן_א.ת.חולון,נת תדירגן א.ת.חולון,FUEL,XYLENE,XYLENE,2013-02-13,0.0,microgr/L,500.0,0.0
נת_תדירגן_א.ת.חולון,נת תדירגן א.ת.חולון,FUEL,"1,3,5 TRIMETHYLBENZENE","1,3,5 TRIMETHYLBENZENE",2013-02-13,0.0,microgr/L,,
נת_תדירגן_א.ת.חולון,נת תדירגן א.ת.חולון,FUEL,n-Butyl benzene,n-Butyl benzene,2013-02-13,0.0,microgr/L,,
נת_תדירגן_א.ת.חולון,נת תדירגן א.ת.חולון,FUEL,o-Xylene ,o-Xylene,2013-02-13,0.0,microgr/L,,
נת_תדירגן_א.ת.חולון,נת תדירגן א.ת.חולון,FUEL,p-isopropyl toluene,p-isopropyl toluene,2013-02-13,0.0,microgr/L,,
נת_תדירגן_א.ת.חולון,נת תדירגן א.ת.חולון,FUEL,p-xylene,p-xylene,2013-02-13,0.0,microgr/L,,
נד_סונול_המלאכה_מ-1,נד סונול המלאכה מ-1,FUEL,BENZENE,BENZENE,2026-01-08,1.0,microgr/L,5.0,20.0
נד_סונול_המלאכה_מ-1,נד סונול המלאכה מ-1,FUEL,ETHYL BENZENE,ETHYL BENZENE,2026-01-08,1.28,microgr/L,300.0,0.43
נד_סונול_המלאכה_מ-1,נד סונול המלאכה מ-1,FUEL, MTBE,MTBE,2026-01-08,1.0,microgr/L,40.0,2.5
נד_סונול_המלאכה_מ-1,נד סונול המלאכה מ-1,FUEL,TOLUENE,TOLUENE,2026-01-08,4.8,microgr/L,700.0,0.69
נד_סונול_המלאכה_מ-1,נד סונול המלאכה מ-1,FUEL,XYLENE,XYLENE,2026-01-08,5.67,microgr/L,500.0,1.13
נד_סונול_המלאכה_מ-1,נד סונול המלאכה מ-1,METALS,LEAD AS PB,LEAD AS PB,2026-01-08,0.0,microgr/L,10.0,0.0
נד_סונול_המלאכה_מ-1,נד סונול המלאכה מ-1,FUEL,"1,2,4 TRIMETHYLBENZENE","1,2,4 TRIMETHYLBENZENE",2026-01-08,2.22,microgr/L,,
נד_סונול_המלאכה_מ-1,נד סונול המלאכה מ-1,FUEL,"1,3,5 TRIMETHYLBENZENE","1,3,5 TRIMETHYLBENZENE",2026-01-08,1.14,microgr/L,,
נד_סונול_המלאכה_מ-1,נד סונול המלאכה מ-1,INDUSTRY,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,2026-01-08,0.0,microgr/L,4.0,0.0
נד_סונול_המלאכה_מ-1,נד סונול המלאכה מ-1,INDUSTRY,CHLOROFORM,CHLOROFORM,2026-01-08,2.06,microgr/L,80.0,2.58
נד_סונול_המלאכה_מ-1,נד סונול המלאכה מ-1,INDUSTRY,"CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2026-01-08,3.43,microgr/L,50.0,6.86
